date,time,Prevailing Wind Magnitude (MPH),Gust Wind Magnitude (MPH),Vis (MI),Cloud Height 1 (100s of ft),Cloud Height 2 (100s of ft),Cloud Height 3 (100s of ft),Cloud Height 4 (100s of ft),Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr,cloud_code_1,cloud_code_2,cloud_code_3,cloud_code_4,prevailing_wind_dir_code,gust_wind_dir_code,weather_code
2026-01-08,17:54,12.0,18.0,10.0,055,250,,,46.9,34.0,46.9,35.1,61.0,42.0,,30.14,1020.4,,,,2,1,-1,-1,4,0,0
2026-01-08,18:54,9.0,,10.0,055,250,,,46.9,33.1,,,59.0,43.0,,30.15,1020.8,,,,2,3,-1,-1,4,-1,13
2026-01-08,19:54,10.0,,10.0,033,250,,,46.9,34.0,,,61.0,43.0,,30.17,1021.6,,,,4,3,-1,-1,4,-1,13
2026-01-08,20:54,10.0,,10.0,035,250,,,44.1,32.0,,,63.0,39.0,,30.19,1022.1,,,,2,1,-1,-1,9,-1,0
2026-01-08,21:54,9.0,,10.0,035,250,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,9,-1,0
2026-01-08,22:54,7.0,,10.0,250,,,,42.1,32.0,,,68.0,38.0,,30.24,1023.9,,,,2,-1,-1,-1,9,-1,0
2026-01-08,23:54,6.0,,10.0,250,,,,41.0,32.0,48.0,41.0,70.0,38.0,,30.25,1024.2,,,,2,-1,-1,-1,9,-1,0
2026-01-09,00:54,6.0,,10.0,250,,,,37.9,30.9,,,76.0,34.0,,30.26,1024.6,,,,2,-1,-1,-1,7,-1,0
2026-01-09,01:54,,,10.0,250,,,,39.0,32.0,,,76.0,,,30.29,1025.6,,,,2,-1,-1,-1,0,-1,0
2026-01-09,02:54,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,30.32,1026.5,,,,1,-1,-1,-1,4,-1,2
2026-01-09,03:54,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,30.31,1026.3,,,,1,-1,-1,-1,9,-1,2
2026-01-09,04:54,,,10.0,,,,,35.1,30.0,,,82.0,,,30.31,1026.1,,,,1,-1,-1,-1,0,-1,2
2026-01-09,05:54,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,30.32,1026.5,,,,1,-1,-1,-1,0,-1,2
2026-01-09,06:54,,,10.0,,,,,32.0,30.9,,,96.0,,,30.32,1026.7,,,,1,-1,-1,-1,0,-1,2
2026-01-09,07:54,3.0,,10.0,250,,,,28.9,28.9,,,100.0,,,30.33,1027.1,,,,2,-1,-1,-1,7,-1,0
2026-01-09,08:54,,,10.0,250,,,,30.0,28.9,,,96.0,,,30.34,1027.3,,,,2,-1,-1,-1,0,-1,0
2026-01-09,09:54,,,10.0,003,250,,,30.0,28.9,,,96.0,,,30.33,1026.8,,,,2,1,-1,-1,0,-1,0
2026-01-09,10:54,5.0,,10.0,003,250,,,27.0,27.0,,,100.0,22.0,,30.33,1027.1,,,,2,1,-1,-1,5,-1,0
2026-01-09,11:54,3.0,,10.0,140,250,,,30.0,28.9,32.0,27.0,96.0,,,30.32,1026.7,,,,2,0,-1,-1,5,-1,9
2026-01-09,12:54,3.0,,10.0,160,250,,,30.9,28.9,,,92.0,,,30.31,1026.3,,,,0,0,-1,-1,6,-1,9
2026-01-09,13:54,5.0,,10.0,003,160,250,,33.1,30.9,,,92.0,29.0,,30.32,1026.5,,,,2,1,1,-1,5,-1,0
2026-01-09,14:54,6.0,,10.0,002,160,250,,35.1,33.1,,,93.0,31.0,,30.32,1026.6,,,,2,1,1,-1,5,-1,0
2026-01-09,15:54,8.0,,10.0,030,160,250,,37.9,34.0,,,86.0,33.0,,30.28,1025.3,,,,2,1,1,-1,6,-1,0
2026-01-09,16:54,15.0,,10.0,020,140,250,,44.1,37.9,,,79.0,38.0,,30.25,1024.1,,,,4,3,0,-1,5,-1,9
2026-01-09,17:54,16.0,24.0,10.0,020,140,250,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,9
2026-01-09,18:54,17.0,29.0,10.0,022,,,,46.9,39.0,,,74.0,41.0,,30.17,1021.5,,,,3,-1,-1,-1,5,0,11
2026-01-09,19:54,20.0,,10.0,022,,,,46.0,39.0,,,77.0,39.0,,30.13,1020.2,,,,3,-1,-1,-1,5,-1,11
2026-01-09,20:54,18.0,29.0,10.0,021,070,,,46.0,39.9,,,79.0,39.0,,30.11,1019.6,,,,0,2,-1,-1,5,0,11
2026-01-09,21:54,17.0,25.0,10.0,020,,,,45.0,41.0,,,86.0,38.0,,30.09,1018.7,,,,3,-1,-1,-1,5,0,11
2026-01-09,22:54,14.0,,10.0,017,,,,45.0,41.0,,,86.0,39.0,,30.05,1017.6,,,,3,-1,-1,-1,5,-1,11
2026-01-09,23:54,18.0,28.0,10.0,012,,,,46.0,43.0,46.9,45.0,89.0,39.0,,30.02,1016.3,0.01,,,3,-1,-1,-1,5,0,5
2026-01-10,00:54,20.0,31.0,10.0,011,,,,46.9,45.0,,,93.0,40.0,,29.98,1015.1,0.01,,,3,-1,-1,-1,5,0,5
2026-01-10,01:54,21.0,,10.0,012,,,,48.9,46.9,,,93.0,43.0,,29.96,1014.4,0.02,,,3,-1,-1,-1,7,-1,12
2026-01-10,02:54,18.0,30.0,10.0,011,,,,50.0,46.9,,,89.0,44.0,,29.94,1013.9,0.01,0.04,,3,-1,-1,-1,7,0,11
2026-01-10,03:54,18.0,30.0,10.0,012,,,,52.0,48.9,,,89.0,,,29.95,1014.0,,,,3,-1,-1,-1,7,0,11
2026-01-10,04:54,20.0,28.0,10.0,015,022,027,,52.0,48.0,,,86.0,,,29.95,1014.0,,,,4,0,2,-1,7,0,11
2026-01-10,05:54,16.0,28.0,10.0,022,250,,,52.0,45.0,52.0,46.0,77.0,,,29.98,1015.0,,,0.04,2,3,-1,-1,9,0,13
2026-01-10,06:54,17.0,29.0,10.0,250,,,,51.1,43.0,,,74.0,,,30.01,1016.3,,,,4,-1,-1,-1,9,0,13
2026-01-10,07:54,9.0,,10.0,250,,,,48.9,41.0,,,74.0,45.0,,30.04,1017.0,,,,0,-1,-1,-1,9,-1,9
2026-01-10,08:54,10.0,21.0,10.0,250,,,,48.0,39.9,,,74.0,44.0,,30.07,1018.3,,,,0,-1,-1,-1,9,0,9
2026-01-10,09:54,12.0,,10.0,250,,,,46.0,37.0,,,71.0,41.0,,30.11,1019.4,,,,4,-1,-1,-1,9,-1,13
2026-01-10,10:54,9.0,,10.0,250,,,,44.1,35.1,,,71.0,40.0,,30.14,1020.7,,,,4,-1,-1,-1,9,-1,13
2026-01-10,11:54,10.0,,10.0,180,250,,,43.0,33.1,52.0,42.1,68.0,38.0,,30.17,1021.4,,,,2,3,-1,-1,9,-1,13
2026-01-10,12:54,10.0,,10.0,220,250,,,42.1,33.1,,,71.0,37.0,,30.18,1021.9,,,,2,0,-1,-1,9,-1,9
2026-01-10,13:54,7.0,,10.0,220,250,,,43.0,32.0,,,65.0,39.0,,30.21,1022.8,,,,2,0,-1,-1,9,-1,9
2026-01-10,14:54,12.0,,10.0,220,,,,43.0,30.9,,,63.0,37.0,,30.2,1022.6,,,,3,-1,-1,-1,4,-1,11
2026-01-10,15:54,6.0,,10.0,220,,,,44.1,30.0,,,58.0,41.0,,30.2,1022.6,,,,3,-1,-1,-1,4,-1,11
2026-01-10,16:54,6.0,,10.0,140,250,,,45.0,30.0,,,56.0,42.0,,30.17,1021.7,,,,4,0,-1,-1,2,-1,9
2026-01-10,17:54,3.0,,10.0,140,250,,,45.0,28.9,46.0,42.1,54.0,,,30.16,1021.4,,,,4,0,-1,-1,3,-1,9
2026-01-10,18:54,6.0,,10.0,150,,,,42.1,33.1,,,71.0,39.0,,30.15,1020.8,,,,3,-1,-1,-1,6,-1,11
2026-01-10,19:54,6.0,,10.0,140,150,,,39.9,33.1,,,77.0,36.0,,30.16,1021.3,,,,0,2,-1,-1,1,-1,11
2026-01-10,20:54,8.0,,10.0,120,140,,,39.9,30.9,,,70.0,35.0,,30.16,1021.3,,,,2,2,-1,-1,6,-1,11
2026-01-10,21:54,6.0,,10.0,120,140,,,39.9,30.9,,,70.0,36.0,,30.17,1021.5,,,,4,2,-1,-1,6,-1,11
2026-01-10,22:54,6.0,,10.0,080,095,,,39.9,30.9,,,70.0,36.0,,30.13,1020.0,,,,0,2,-1,-1,1,-1,11
2026-01-10,23:54,6.0,,10.0,055,075,,,39.0,35.1,45.0,39.0,86.0,35.0,,30.1,1019.2,,,,4,2,-1,-1,1,-1,5
2026-01-11,00:54,7.0,,8.0,044,,,,39.0,37.0,,,93.0,35.0,,30.08,1018.4,0.04,,,3,-1,-1,-1,3,-1,5
2026-01-11,01:54,14.0,,7.0,031,,,,39.9,39.0,,,97.0,33.0,,30.02,1016.6,0.07,,,3,-1,-1,-1,1,-1,15
2026-01-11,02:54,13.0,,10.0,016,,,,39.9,37.9,,,93.0,33.0,,29.97,1014.6,0.08,0.19,,3,-1,-1,-1,1,-1,5
2026-01-11,03:54,14.0,,3.0,009,013,,,39.9,39.0,,,97.0,33.0,,29.91,1012.9,0.05,,,0,2,-1,-1,1,-1,5
2026-01-11,04:54,16.0,,4.0,005,013,,,39.9,39.0,,,97.0,32.0,,29.85,1010.6,0.08,,,4,2,-1,-1,1,-1,6
2026-01-11,05:54,15.0,,5.0,004,,,,39.9,39.0,39.9,37.9,97.0,32.0,,29.76,1007.7,0.01,,0.33,3,-1,-1,-1,3,-1,4
2026-01-11,06:54,14.0,,2.5,003,,,,39.9,39.9,,,100.0,33.0,,29.72,1006.4,0.03,,,3,-1,-1,-1,3,-1,6
2026-01-11,07:54,12.0,,2.5,003,,,,39.9,39.9,,,100.0,34.0,,29.7,1005.7,0.01,,,3,-1,-1,-1,2,-1,6
2026-01-11,08:54,13.0,,3.0,005,,,,39.9,39.0,,,97.0,33.0,,29.7,1005.6,0.01,0.05,,3,-1,-1,-1,4,-1,6
2026-01-11,09:54,13.0,20.0,9.0,006,,,,39.9,39.0,,,97.0,33.0,,29.69,1005.4,0.01,,,3,-1,-1,-1,4,0,11
2026-01-11,10:54,9.0,,10.0,006,,,,39.0,37.9,,,96.0,33.0,,29.71,1006.0,,,,3,-1,-1,-1,4,-1,11
2026-01-11,11:54,7.0,,10.0,006,,,,39.0,37.0,41.0,39.0,93.0,35.0,,29.75,1007.3,,,0.06,3,-1,-1,-1,4,-1,11
2026-01-11,12:54,10.0,,10.0,006,,,,39.0,37.0,,,93.0,33.0,,29.77,1007.9,,,,3,-1,-1,-1,4,-1,11
2026-01-11,13:54,9.0,,10.0,006,,,,37.9,36.0,,,93.0,32.0,,29.75,1007.5,,,,3,-1,-1,-1,4,-1,11
2026-01-11,14:54,7.0,,10.0,006,,,,37.9,36.0,,,93.0,33.0,,29.74,1007.0,,,,3,-1,-1,-1,9,-1,11
2026-01-11,15:54,8.0,,10.0,008,,,,37.9,36.0,,,93.0,33.0,,29.71,1005.8,,,,3,-1,-1,-1,4,-1,11
2026-01-11,16:54,8.0,,10.0,008,010,065,,39.9,36.0,,,86.0,35.0,,29.67,1004.5,,,,2,0,0,-1,9,-1,9
2026-01-11,17:54,3.0,,10.0,010,024,250,,39.9,36.0,39.9,37.9,86.0,,,29.65,1004.1,,,,0,0,0,-1,9,-1,9
2026-01-11,18:54,3.0,,10.0,021,028,110,,42.1,36.0,,,79.0,,,29.66,1004.3,,,,2,0,0,-1,5,-1,9
2026-01-11,19:54,9.0,,10.0,020,035,120,250,44.1,32.0,,,63.0,40.0,,29.64,1003.7,,,,2,1,0,0,9,-1,9
2026-01-11,20:54,14.0,,10.0,020,035,130,200,43.0,28.9,,,58.0,37.0,,29.64,1003.7,,,,2,1,0,0,9,-1,9
2026-01-11,21:54,17.0,24.0,10.0,030,140,200,,42.1,26.1,,,53.0,34.0,,29.65,1004.0,,,,2,0,0,-1,9,0,9
2026-01-11,22:54,16.0,29.0,10.0,030,140,,,39.9,19.9,,,45.0,32.0,,29.65,1004.1,,,,2,2,-1,-1,9,0,11
2026-01-11,23:54,15.0,25.0,10.0,030,100,140,,39.0,19.9,44.1,39.0,46.0,31.0,,29.67,1004.5,,,,2,0,2,-1,9,0,11
2026-01-12,00:54,13.0,26.0,10.0,030,110,140,,37.9,19.9,,,48.0,31.0,,29.69,1005.2,,,,2,3,2,-1,9,0,11
2026-01-12,01:54,17.0,38.0,10.0,130,,,,36.0,19.9,,,52.0,27.0,,29.7,1005.6,,,,4,-1,-1,-1,9,0,13
2026-01-12,02:54,23.0,36.0,10.0,130,,,,35.1,19.9,,,54.0,24.0,,29.72,1006.4,,,,4,-1,-1,-1,9,0,14
2026-01-12,03:54,14.0,26.0,10.0,130,250,,,35.1,18.0,,,50.0,27.0,,29.73,1006.6,,,,2,1,-1,-1,9,0,0
2026-01-12,04:54,22.0,36.0,10.0,130,250,,,34.0,17.1,,,50.0,23.0,,29.73,1006.6,,,,2,1,-1,-1,9,0,1
2026-01-12,06:54,24.0,37.0,10.0,,,,,30.9,14.0,,,49.0,18.0,,29.79,1008.6,,,,1,-1,-1,-1,9,0,3
2026-01-12,07:54,22.0,36.0,10.0,250,,,,30.0,14.0,,,51.0,18.0,,29.82,1009.7,,,,2,-1,-1,-1,9,0,1
2026-01-12,08:54,22.0,38.0,10.0,250,,,,30.0,14.0,,,51.0,18.0,,29.85,1010.7,,,,2,-1,-1,-1,9,0,1
2026-01-12,09:54,18.0,29.0,10.0,250,,,,28.9,12.9,,,51.0,17.0,,29.9,1012.3,,,,2,-1,-1,-1,9,0,0
2026-01-12,10:54,16.0,29.0,10.0,250,,,,28.0,12.9,,,53.0,17.0,,29.93,1013.3,,,,2,-1,-1,-1,9,0,0
2026-01-12,11:54,12.0,22.0,10.0,025,250,,,28.0,12.9,33.1,28.0,53.0,19.0,,29.97,1014.7,,,,2,1,-1,-1,9,0,0
2026-01-12,12:54,13.0,25.0,10.0,025,220,,,28.9,10.9,,,47.0,19.0,,30.0,1015.9,,,,2,1,-1,-1,9,0,0
2026-01-12,13:54,13.0,25.0,10.0,180,220,,,30.9,10.9,,,43.0,22.0,,30.04,1017.0,,,,2,1,-1,-1,9,0,0
2026-01-12,14:54,17.0,29.0,10.0,030,180,250,,30.9,12.0,,,45.0,20.0,,30.06,1017.7,,,,2,1,0,-1,9,0,9
2026-01-12,15:54,15.0,31.0,10.0,030,180,250,,33.1,14.0,,,45.0,24.0,,30.05,1017.6,,,,2,1,0,-1,9,0,9
2026-01-12,16:54,14.0,28.0,10.0,030,160,250,,35.1,16.0,,,46.0,27.0,,30.02,1016.6,,,,2,3,0,-1,9,0,9
2026-01-12,17:54,21.0,28.0,10.0,030,160,250,,36.0,17.1,36.0,28.0,46.0,26.0,,30.0,1015.9,,,,2,3,0,-1,9,0,10
2026-01-12,18:54,16.0,25.0,10.0,030,150,250,,37.9,18.0,,,44.0,30.0,,30.01,1016.1,,,,2,3,0,-1,9,0,9
2026-01-12,19:54,13.0,23.0,10.0,045,150,,,37.9,19.0,,,46.0,31.0,,30.03,1016.6,,,,4,3,-1,-1,9,0,13
2026-01-12,20:54,12.0,21.0,10.0,045,150,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,9,0,0
2026-01-12,21:54,9.0,,10.0,040,150,,,37.9,19.0,,,46.0,32.0,,30.03,1016.9,,,,2,1,-1,-1,9,-1,0
2026-01-12,22:54,,,10.0,045,,,,37.9,19.0,,,46.0,,,30.04,1017.2,,,,2,-1,-1,-1,0,-1,0
2026-01-12,23:54,6.0,,10.0,045,150,,,36.0,19.9,39.0,33.1,52.0,32.0,,30.05,1017.6,,,,2,0,-1,-1,4,-1,9
2026-01-13,00:54,8.0,,10.0,150,,,,34.0,21.0,,,59.0,28.0,,30.05,1017.6,,,,2,-1,-1,-1,7,-1,0
2026-01-13,01:54,8.0,,10.0,150,,,,33.1,21.0,,,61.0,27.0,,30.05,1017.4,,,,2,-1,-1,-1,7,-1,0
2026-01-13,02:54,9.0,,10.0,050,110,,,33.1,21.0,,,61.0,26.0,,30.04,1017.3,,,,2,3,-1,-1,7,-1,13
2026-01-13,03:54,12.0,,10.0,060,,,,33.1,21.0,,,61.0,25.0,,30.04,1017.3,,,,4,-1,-1,-1,7,-1,13
2026-01-13,04:54,9.0,,10.0,055,,,,34.0,21.0,,,59.0,27.0,,30.03,1016.9,,,,3,-1,-1,-1,7,-1,11
2026-01-13,05:54,15.0,,10.0,050,,,,35.1,21.0,36.0,32.0,57.0,26.0,,30.03,1016.6,,,,0,-1,-1,-1,7,-1,9
2026-01-13,06:54,13.0,,10.0,050,180,,,35.1,21.0,,,57.0,27.0,,30.02,1016.6,,,,4,0,-1,-1,7,-1,9
2026-01-13,07:54,9.0,,10.0,045,180,,,34.0,21.0,,,59.0,27.0,,30.03,1016.7,,,,2,0,-1,-1,7,-1,9
2026-01-13,08:54,12.0,,10.0,047,,,,34.0,21.0,,,59.0,26.0,,30.02,1016.4,,,,3,-1,-1,-1,7,-1,11
2026-01-13,09:54,9.0,,10.0,045,120,,,33.1,21.0,,,61.0,26.0,,30.01,1016.2,,,,2,0,-1,-1,7,-1,9
2026-01-13,10:54,10.0,,10.0,045,100,,,33.1,21.0,,,61.0,26.0,,30.03,1016.7,,,,2,0,-1,-1,7,-1,9
2026-01-13,11:54,10.0,,10.0,045,110,,,33.1,21.0,36.0,32.0,61.0,26.0,,30.03,1016.8,,,,2,1,-1,-1,7,-1,0
2026-01-13,12:54,12.0,,10.0,090,,,,34.0,21.0,,,59.0,26.0,,30.03,1016.9,,,,2,-1,-1,-1,7,-1,0
2026-01-13,13:54,10.0,,10.0,090,,,,37.0,21.9,,,54.0,30.0,,30.04,1017.2,,,,2,-1,-1,-1,7,-1,0
2026-01-13,14:54,10.0,,10.0,,,,,39.9,21.9,,,49.0,34.0,,30.04,1017.1,,,,1,-1,-1,-1,7,-1,2
2026-01-13,15:54,13.0,21.0,10.0,,,,,42.1,23.0,,,47.0,36.0,,30.02,1016.4,,,,1,-1,-1,-1,7,0,2
2026-01-13,16:54,13.0,,10.0,250,,,,44.1,24.1,,,45.0,38.0,,29.98,1015.0,,,,2,-1,-1,-1,7,-1,0
