0.3um,co2,date,time,weather_idx
1633,388,2026-01-08,21.65222222222222,4
1614,374,2026-01-08,21.654999999999998,4
608,380,2026-01-08,21.657777777777778,4
549,380,2026-01-08,21.660555555555554,4
453,365,2026-01-08,21.66333333333333,4
413,353,2026-01-08,21.66611111111111,4
462,334,2026-01-08,21.66888888888889,4
450,321,2026-01-08,21.671666666666667,4
492,309,2026-01-08,21.674444444444447,4
572,302,2026-01-08,21.677222222222223,4
600,297,2026-01-08,21.68,4
489,293,2026-01-08,21.68277777777778,4
441,290,2026-01-08,21.685555555555556,4
438,288,2026-01-08,21.688333333333333,4
401,285,2026-01-08,21.691111111111113,4
384,285,2026-01-08,21.69388888888889,4
423,286,2026-01-08,21.696666666666665,4
486,286,2026-01-08,21.699444444444445,4
480,285,2026-01-08,21.702222222222222,4
532,285,2026-01-08,21.705,4
511,285,2026-01-08,21.70777777777778,4
540,285,2026-01-08,21.710555555555555,4
662,286,2026-01-08,21.71333333333333,4
635,287,2026-01-08,21.71611111111111,4
528,287,2026-01-08,21.718888888888888,4
491,288,2026-01-08,21.721666666666664,4
525,288,2026-01-08,21.724444444444444,4
590,288,2026-01-08,21.72722222222222,4
584,288,2026-01-08,21.729999999999997,4
576,288,2026-01-08,21.732777777777777,4
513,287,2026-01-08,21.735555555555557,4
467,287,2026-01-08,21.738333333333333,4
570,287,2026-01-08,21.741111111111113,4
618,287,2026-01-08,21.74388888888889,4
629,287,2026-01-08,21.746666666666666,4
591,287,2026-01-08,21.749444444444446,4
510,287,2026-01-08,21.752222222222223,4
602,287,2026-01-08,21.755,4
686,288,2026-01-08,21.75777777777778,4
615,290,2026-01-08,21.760555555555555,4
602,290,2026-01-08,21.763333333333332,4
693,290,2026-01-08,21.766111111111112,4
618,290,2026-01-08,21.76888888888889,4
537,290,2026-01-08,21.771666666666665,4
549,291,2026-01-08,21.774444444444445,4
550,291,2026-01-08,21.77722222222222,4
566,290,2026-01-08,21.779999999999998,4
568,290,2026-01-08,21.782777777777778,4
570,290,2026-01-08,21.785555555555558,4
658,289,2026-01-08,21.788333333333334,4
733,290,2026-01-08,21.791111111111114,4
591,289,2026-01-08,21.79388888888889,4
474,289,2026-01-08,21.796666666666667,4
517,289,2026-01-08,21.799444444444447,4
574,289,2026-01-08,21.802222222222223,4
563,289,2026-01-08,21.805,4
498,289,2026-01-08,21.80777777777778,4
517,288,2026-01-08,21.810555555555556,4
575,289,2026-01-08,21.813333333333333,4
546,289,2026-01-08,21.816111111111113,4
592,289,2026-01-08,21.81888888888889,4
570,289,2026-01-08,21.821666666666665,4
579,289,2026-01-08,21.824444444444445,4
520,290,2026-01-08,21.827222222222222,4
498,289,2026-01-08,21.83,4
620,289,2026-01-08,21.83277777777778,4
575,289,2026-01-08,21.835555555555555,4
549,289,2026-01-08,21.83833333333333,4
580,289,2026-01-08,21.84111111111111,4
616,289,2026-01-08,21.843888888888888,4
612,290,2026-01-08,21.846666666666664,4
597,289,2026-01-08,21.849444444444444,4
703,289,2026-01-08,21.852222222222224,4
720,289,2026-01-08,21.855,4
687,289,2026-01-08,21.85777777777778,4
579,290,2026-01-08,21.860555555555557,4
524,290,2026-01-08,21.863333333333333,4
558,290,2026-01-08,21.865833333333335,4
611,290,2026-01-08,21.86861111111111,4
624,290,2026-01-08,21.87138888888889,4
626,290,2026-01-08,21.874166666666667,4
600,290,2026-01-08,21.876944444444444,4
589,291,2026-01-08,21.879722222222224,4
589,290,2026-01-08,21.8825,4
658,290,2026-01-08,21.885277777777777,4
652,290,2026-01-08,21.888055555555557,4
684,291,2026-01-08,21.890833333333333,4
760,291,2026-01-08,21.89361111111111,4
708,291,2026-01-08,21.89638888888889,4
618,290,2026-01-08,21.899166666666666,4
673,290,2026-01-08,21.901944444444442,4
757,291,2026-01-08,21.904722222222222,4
687,290,2026-01-08,21.9075,4
579,289,2026-01-08,21.910277777777775,4
627,289,2026-01-08,21.913055555555555,4
624,290,2026-01-08,21.91583333333333,4
524,290,2026-01-08,21.91861111111111,4
517,290,2026-01-08,21.92138888888889,4
502,290,2026-01-08,21.924166666666668,4
481,290,2026-01-08,21.926944444444445,4
541,290,2026-01-08,21.929722222222225,4
639,290,2026-01-08,21.9325,4
697,289,2026-01-08,21.935277777777777,4
708,289,2026-01-08,21.938055555555557,4
693,289,2026-01-08,21.940833333333334,4
726,289,2026-01-08,21.94361111111111,4
708,289,2026-01-08,21.94638888888889,4
613,289,2026-01-08,21.949166666666667,4
592,290,2026-01-08,21.951944444444443,4
559,290,2026-01-08,21.954722222222223,4
539,290,2026-01-08,21.9575,4
613,290,2026-01-08,21.960277777777776,4
659,290,2026-01-08,21.963055555555556,4
615,290,2026-01-08,21.965833333333332,4
649,290,2026-01-08,21.96861111111111,4
689,290,2026-01-08,21.97138888888889,4
580,290,2026-01-08,21.974166666666665,4
537,290,2026-01-08,21.97694444444444,4
556,290,2026-01-08,21.97972222222222,4
540,291,2026-01-08,21.982499999999998,4
518,290,2026-01-08,21.985277777777778,4
492,290,2026-01-08,21.988055555555558,4
581,290,2026-01-08,21.990833333333335,4
689,289,2026-01-08,21.99361111111111,4
691,289,2026-01-08,21.99638888888889,4
562,289,2026-01-08,21.999166666666667,4
592,289,2026-01-08,22.001944444444444,4
688,289,2026-01-08,22.004722222222224,4
609,289,2026-01-08,22.0075,4
536,288,2026-01-08,22.010277777777777,4
560,288,2026-01-08,22.013055555555557,4
553,288,2026-01-08,22.015833333333333,4
529,288,2026-01-08,22.01861111111111,4
556,288,2026-01-08,22.02138888888889,4
624,288,2026-01-08,22.024166666666666,4
647,288,2026-01-08,22.026944444444442,4
622,400,2026-01-08,22.029722222222222,4
579,400,2026-01-08,22.0325,4
567,400,2026-01-08,22.03527777777778,4
564,400,2026-01-08,22.03805555555556,4
567,400,2026-01-08,22.040833333333335,4
596,401,2026-01-08,22.04361111111111,4
543,401,2026-01-08,22.04638888888889,4
529,401,2026-01-08,22.049166666666668,4
570,400,2026-01-08,22.051944444444445,4
546,401,2026-01-08,22.054722222222225,4
576,400,2026-01-08,22.0575,4
636,400,2026-01-08,22.060277777777777,4
578,400,2026-01-08,22.063055555555557,4
606,400,2026-01-08,22.065833333333334,4
600,400,2026-01-08,22.06861111111111,4
481,399,2026-01-08,22.07138888888889,4
519,399,2026-01-08,22.074166666666667,4
515,398,2026-01-08,22.076944444444443,4
531,398,2026-01-08,22.079722222222223,4
591,398,2026-01-08,22.0825,4
583,397,2026-01-08,22.085277777777776,4
510,397,2026-01-08,22.088055555555556,4
579,397,2026-01-08,22.090833333333332,4
645,397,2026-01-08,22.09361111111111,4
638,397,2026-01-08,22.09638888888889,4
537,397,2026-01-08,22.099166666666665,4
569,397,2026-01-08,22.101944444444445,4
591,397,2026-01-08,22.104722222222225,4
618,397,2026-01-08,22.1075,4
728,397,2026-01-08,22.110277777777778,4
712,397,2026-01-08,22.113055555555558,4
706,397,2026-01-08,22.115833333333335,4
758,397,2026-01-08,22.11861111111111,4
750,397,2026-01-08,22.12138888888889,4
720,397,2026-01-08,22.124166666666667,4
553,397,2026-01-08,22.126944444444444,4
564,397,2026-01-08,22.129722222222224,4
646,397,2026-01-08,22.1325,4
573,397,2026-01-08,22.135277777777777,4
590,396,2026-01-08,22.138055555555557,4
654,396,2026-01-08,22.140833333333333,4
576,395,2026-01-08,22.14361111111111,4
598,395,2026-01-08,22.14638888888889,4
662,395,2026-01-08,22.149166666666666,4
573,395,2026-01-08,22.151944444444442,4
630,395,2026-01-08,22.154722222222222,4
683,395,2026-01-08,22.1575,4
696,395,2026-01-08,22.160277777777775,4
762,395,2026-01-08,22.163055555555555,4
690,395,2026-01-08,22.16583333333333,4
656,395,2026-01-08,22.16861111111111,4
630,395,2026-01-08,22.17138888888889,4
642,395,2026-01-08,22.174166666666668,4
636,395,2026-01-08,22.176944444444445,4
556,395,2026-01-08,22.179722222222225,4
641,395,2026-01-08,22.1825,4
783,395,2026-01-08,22.185277777777777,4
848,395,2026-01-08,22.188055555555557,4
824,395,2026-01-08,22.190833333333334,4
821,395,2026-01-08,22.19361111111111,4
911,396,2026-01-08,22.19638888888889,4
1012,396,2026-01-08,22.199166666666667,4
1251,396,2026-01-08,22.201944444444443,4
1366,396,2026-01-08,22.204722222222223,4
1242,396,2026-01-08,22.2075,4
1265,396,2026-01-08,22.210277777777776,4
1286,396,2026-01-08,22.213055555555556,4
1171,396,2026-01-08,22.215833333333332,4
1108,396,2026-01-08,22.21861111111111,4
1189,397,2026-01-08,22.22138888888889,4
1347,397,2026-01-08,22.224166666666665,4
1436,397,2026-01-08,22.22694444444444,4
1504,397,2026-01-08,22.22972222222222,4
1581,397,2026-01-08,22.232499999999998,4
1561,397,2026-01-08,22.235277777777778,4
1446,397,2026-01-08,22.238055555555558,4
1659,397,2026-01-08,22.240833333333335,4
1543,397,2026-01-08,22.24361111111111,4
1387,398,2026-01-08,22.24638888888889,4
1326,398,2026-01-08,22.249166666666667,4
1214,398,2026-01-08,22.251944444444444,4
1209,398,2026-01-08,22.254722222222224,4
1326,398,2026-01-08,22.2575,4
1305,398,2026-01-08,22.260277777777777,4
1425,398,2026-01-08,22.263055555555557,4
1446,399,2026-01-08,22.265833333333333,4
1098,399,2026-01-08,22.26861111111111,4
797,399,2026-01-08,22.27138888888889,4
786,399,2026-01-08,22.274166666666666,4
694,399,2026-01-08,22.276944444444442,4
652,399,2026-01-08,22.279722222222222,4
747,400,2026-01-08,22.2825,4
723,400,2026-01-08,22.28527777777778,4
