0.3um,co2,date,time,weather_idx
2606,445,2026-01-19,19.435555555555556,
2505,432,2026-01-19,19.438333333333333,
1263,424,2026-01-19,19.441111111111113,
1212,420,2026-01-19,19.44388888888889,
1268,416,2026-01-19,19.446666666666665,
1290,414,2026-01-19,19.449444444444445,
1382,411,2026-01-19,19.452222222222222,
1572,410,2026-01-19,19.455,
1308,408,2026-01-19,19.45777777777778,
1206,408,2026-01-19,19.460555555555555,
1295,408,2026-01-19,19.46333333333333,
1318,406,2026-01-19,19.46611111111111,
1350,405,2026-01-19,19.468888888888888,
1317,403,2026-01-19,19.471666666666664,
1304,403,2026-01-19,19.474444444444444,
1279,402,2026-01-19,19.47722222222222,
1284,401,2026-01-19,19.479999999999997,
1245,399,2026-01-19,19.482777777777777,
1267,398,2026-01-19,19.485555555555557,
1198,397,2026-01-19,19.488333333333333,
1316,397,2026-01-19,19.491111111111113,
1271,396,2026-01-19,19.49388888888889,
1245,396,2026-01-19,19.496666666666666,
1378,395,2026-01-19,19.499444444444446,
1280,395,2026-01-19,19.502222222222223,
1064,395,2026-01-19,19.505,
1004,396,2026-01-19,19.50777777777778,
1139,395,2026-01-19,19.510555555555555,
1133,395,2026-01-19,19.513333333333332,
1100,394,2026-01-19,19.516111111111112,
1230,393,2026-01-19,19.51888888888889,
1215,393,2026-01-19,19.521666666666665,
1181,393,2026-01-19,19.524444444444445,
1231,392,2026-01-19,19.52722222222222,
1131,393,2026-01-19,19.529999999999998,
1170,392,2026-01-19,19.532777777777778,
1251,391,2026-01-19,19.535555555555558,
1166,390,2026-01-19,19.538333333333334,
1209,390,2026-01-19,19.541111111111114,
1290,390,2026-01-19,19.54388888888889,
1163,390,2026-01-19,19.546666666666667,
1216,390,2026-01-19,19.549444444444447,
1235,390,2026-01-19,19.552222222222223,
1250,390,2026-01-19,19.555,
1179,391,2026-01-19,19.55777777777778,
1122,391,2026-01-19,19.560555555555556,
1153,391,2026-01-19,19.563333333333333,
1119,391,2026-01-19,19.566111111111113,
1137,391,2026-01-19,19.56888888888889,
1181,390,2026-01-19,19.571666666666665,
1158,390,2026-01-19,19.574444444444445,
1165,390,2026-01-19,19.577222222222222,
1104,390,2026-01-19,19.58,
1191,390,2026-01-19,19.58277777777778,
1158,389,2026-01-19,19.585555555555555,
1304,390,2026-01-19,19.58833333333333,
1341,389,2026-01-19,19.59111111111111,
1133,389,2026-01-19,19.593888888888888,
1253,389,2026-01-19,19.596666666666664,
1248,389,2026-01-19,19.599444444444444,
1100,390,2026-01-19,19.602222222222224,
1126,389,2026-01-19,19.605,
1207,389,2026-01-19,19.60777777777778,
1113,389,2026-01-19,19.610555555555557,
1070,389,2026-01-19,19.613333333333333,
987,389,2026-01-19,19.616111111111113,
1051,389,2026-01-19,19.61888888888889,
1261,390,2026-01-19,19.621666666666666,
1250,390,2026-01-19,19.624444444444446,
1279,390,2026-01-19,19.627222222222223,
1306,390,2026-01-19,19.63,
1155,390,2026-01-19,19.63277777777778,
1241,390,2026-01-19,19.635555555555555,
1311,390,2026-01-19,19.638333333333332,
1325,390,2026-01-19,19.641111111111112,
1250,390,2026-01-19,19.64388888888889,
1156,390,2026-01-19,19.646666666666665,
1235,390,2026-01-19,19.649444444444445,
1237,390,2026-01-19,19.65222222222222,
1185,390,2026-01-19,19.654999999999998,
1183,390,2026-01-19,19.657777777777778,
1152,390,2026-01-19,19.660555555555554,
1245,390,2026-01-19,19.66333333333333,
1287,390,2026-01-19,19.66611111111111,
1206,390,2026-01-19,19.66888888888889,
1221,391,2026-01-19,19.671666666666667,
1199,391,2026-01-19,19.674444444444447,
1136,391,2026-01-19,19.677222222222223,
1158,391,2026-01-19,19.68,
1257,391,2026-01-19,19.68277777777778,
1245,391,2026-01-19,19.685555555555556,
1202,391,2026-01-19,19.688333333333333,
1389,391,2026-01-19,19.691111111111113,
1350,391,2026-01-19,19.69388888888889,
1407,391,2026-01-19,19.696666666666665,
1283,391,2026-01-19,19.699444444444445,
1293,391,2026-01-19,19.702222222222222,
1383,391,2026-01-19,19.705,
1300,391,2026-01-19,19.70777777777778,
1234,391,2026-01-19,19.710555555555555,
1200,391,2026-01-19,19.71333333333333,
1263,391,2026-01-19,19.71611111111111,
1246,391,2026-01-19,19.718888888888888,
1251,392,2026-01-19,19.721666666666664,
1249,392,2026-01-19,19.724444444444444,
1219,392,2026-01-19,19.72722222222222,
1222,392,2026-01-19,19.729999999999997,
1175,392,2026-01-19,19.732777777777777,
1134,392,2026-01-19,19.735555555555557,
1085,392,2026-01-19,19.738333333333333,
1157,392,2026-01-19,19.741111111111113,
1149,392,2026-01-19,19.74388888888889,
1283,392,2026-01-19,19.746666666666666,
1254,392,2026-01-19,19.749444444444446,
1083,392,2026-01-19,19.752222222222223,
1173,393,2026-01-19,19.755,
1307,393,2026-01-19,19.75777777777778,
1258,393,2026-01-19,19.760555555555555,
1201,393,2026-01-19,19.763333333333332,
1071,393,2026-01-19,19.766111111111112,
1038,393,2026-01-19,19.76888888888889,
1143,393,2026-01-19,19.771666666666665,
1231,393,2026-01-19,19.774444444444445,
1161,393,2026-01-19,19.77722222222222,
1173,393,2026-01-19,19.779999999999998,
1284,393,2026-01-19,19.782777777777778,
1363,393,2026-01-19,19.785555555555558,
1245,393,2026-01-19,19.788333333333334,
1242,393,2026-01-19,19.791111111111114,
1196,393,2026-01-19,19.79388888888889,
1152,393,2026-01-19,19.796666666666667,
1248,393,2026-01-19,19.799444444444447,
1273,393,2026-01-19,19.802222222222223,
1319,393,2026-01-19,19.805,
1360,394,2026-01-19,19.80777777777778,
1311,394,2026-01-19,19.810555555555556,
1301,394,2026-01-19,19.813333333333333,
1269,394,2026-01-19,19.816111111111113,
1207,394,2026-01-19,19.81888888888889,
1212,394,2026-01-19,19.821666666666665,
1253,394,2026-01-19,19.824444444444445,
1241,394,2026-01-19,19.827222222222222,
1190,394,2026-01-19,19.83,
1207,394,2026-01-19,19.83277777777778,
1123,394,2026-01-19,19.835555555555555,
1166,394,2026-01-19,19.83833333333333,
1202,394,2026-01-19,19.84111111111111,
1179,394,2026-01-19,19.843888888888888,
1236,394,2026-01-19,19.846666666666664,
1233,394,2026-01-19,19.849444444444444,
1164,394,2026-01-19,19.852222222222224,
1169,394,2026-01-19,19.855,
1197,394,2026-01-19,19.85777777777778,
1146,394,2026-01-19,19.860555555555557,
1089,394,2026-01-19,19.863333333333333,
1194,394,2026-01-19,19.866111111111113,
1363,394,2026-01-19,19.86888888888889,
1239,394,2026-01-19,19.871666666666666,
1256,393,2026-01-19,19.874444444444446,
1303,394,2026-01-19,19.877222222222223,
1282,394,2026-01-19,19.88,
1326,394,2026-01-19,19.88277777777778,
1418,394,2026-01-19,19.885555555555555,
1461,394,2026-01-19,19.888333333333332,
1512,394,2026-01-19,19.891111111111112,
1377,394,2026-01-19,19.89388888888889,
1242,394,2026-01-19,19.896666666666665,
1400,394,2026-01-19,19.899444444444445,
1410,394,2026-01-19,19.90222222222222,
1221,394,2026-01-19,19.904999999999998,
1243,394,2026-01-19,19.907777777777778,
1415,394,2026-01-19,19.910555555555554,
1210,394,2026-01-19,19.91333333333333,
