ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
9999,2026-1-16T21:59:08+00:00,,,,18.82,101001.44
19999,2026-1-16T21:59:18+00:00,,,,18.57,101009.97
29999,2026-1-16T21:59:28+00:00,,,,18.18,100997.139
39999,2026-1-16T21:59:38+00:00,,,,18.3,101003.106
49999,2026-1-16T21:59:48+00:00,,,,17.43,101004.241
59999,2026-1-16T21:59:58+00:00,,,,17.4,100995.151
69999,2026-1-16T22:00:08+00:00,,,,16.87,100988.216
79999,2026-1-16T22:00:18+00:00,,,,16.66,101003.242
89999,2026-1-16T22:00:28+00:00,,,,16.43,101006.97
99999,2026-1-16T22:00:38+00:00,,,,16.25,101006.109
109999,2026-1-16T22:00:48+00:00,,,,16.1,101007.116
119999,2026-1-16T22:00:58+00:00,,,,15.75,100997.243
129999,2026-1-16T22:01:08+00:00,,,,15.66,101000.133
139999,2026-1-16T22:01:18+00:00,,,,15.48,101000.5
149999,2026-1-16T22:01:28+00:00,,,,15.35,101010.241
159999,2026-1-16T22:01:38+00:00,,,,14.83,101013.255
169999,2026-1-16T22:01:48+00:00,,,,14.65,101015.151
179999,2026-1-16T22:01:58+00:00,,,,14.33,101017.83
189999,2026-1-16T22:02:08+00:00,,,,14.11,101009.53
199999,2026-1-16T22:02:18+00:00,,,,13.83,101015.117
209999,2026-1-16T22:02:28+00:00,,,,13.37,101022.172
219999,2026-1-16T22:02:38+00:00,,,,13.4,101017.56
229999,2026-1-16T22:02:48+00:00,,,,12.94,101015.52
239999,2026-1-16T22:02:58+00:00,,,,12.63,101016.151
249999,2026-1-16T22:03:08+00:00,,,,12.27,101018.230
259999,2026-1-16T22:03:18+00:00,,,,12.10,101013.2
269999,2026-1-16T22:03:28+00:00,,,,11.95,101012.95
279999,2026-1-16T22:03:38+00:00,,,,11.78,101012.167
289999,2026-1-16T22:03:48+00:00,,,,11.52,101018.46
299999,2026-1-16T22:03:58+00:00,,,,11.35,101023.68
309999,2026-1-16T22:04:08+00:00,,,,11.7,101011.73
319999,2026-1-16T22:04:18+00:00,,,,10.87,101019.116
329999,2026-1-16T22:04:28+00:00,,,,10.68,101017.73
339999,2026-1-16T22:04:38+00:00,,,,10.51,101020.174
349999,2026-1-16T22:04:48+00:00,,,,10.46,101022.25
359999,2026-1-16T22:04:58+00:00,,,,10.31,101018.72
369999,2026-1-16T22:05:08+00:00,,,,10.0,101024.139
379999,2026-1-16T22:05:18+00:00,,,,9.69,101022.109
389999,2026-1-16T22:05:28+00:00,,,,9.56,101023.230
399999,2026-1-16T22:05:38+00:00,,,,9.53,101024.16
409999,2026-1-16T22:05:48+00:00,,,,9.49,101027.22
419999,2026-1-16T22:05:58+00:00,,,,9.39,101028.15
429999,2026-1-16T22:06:08+00:00,,,,9.33,101025.233
439999,2026-1-16T22:06:18+00:00,,,,9.29,101027.48
449999,2026-1-16T22:06:28+00:00,,,,9.2,101024.152
459999,2026-1-16T22:06:38+00:00,,,,8.84,101026.185
469999,2026-1-16T22:06:48+00:00,,,,8.78,101028.83
479999,2026-1-16T22:06:58+00:00,,,,8.69,101031.177
489999,2026-1-16T22:07:08+00:00,,,,8.60,101037.129
499999,2026-1-16T22:07:18+00:00,,,,8.34,101032.43
509999,2026-1-16T22:07:28+00:00,,,,8.13,101032.191
519999,2026-1-16T22:07:38+00:00,,,,7.95,101042.48
529999,2026-1-16T22:07:48+00:00,,,,7.67,101039.104
539999,2026-1-16T22:07:58+00:00,,,,7.48,101038.197
549999,2026-1-16T22:08:08+00:00,,,,7.41,101034.81
559999,2026-1-16T22:08:18+00:00,,,,7.33,101042.13
569999,2026-1-16T22:08:28+00:00,,,,7.32,101034.18
579999,2026-1-16T22:08:38+00:00,,,,7.25,101039.76
589999,2026-1-16T22:08:48+00:00,,,,7.10,101056.123
599999,2026-1-16T22:08:58+00:00,,,,6.95,101064.77
609999,2026-1-16T22:09:08+00:00,,,,6.83,101049.251
619999,2026-1-16T22:09:18+00:00,,,,6.70,101053.43
629999,2026-1-16T22:09:28+00:00,,,,6.63,101054.97
639999,2026-1-16T22:09:38+00:00,,,,6.65,101050.203
649999,2026-1-16T22:09:48+00:00,,,,6.58,101043.182
659999,2026-1-16T22:09:58+00:00,,,,6.45,101047.223
669999,2026-1-16T22:10:08+00:00,,,,6.42,101051.111
679999,2026-1-16T22:10:18+00:00,,,,6.48,101049.132
689999,2026-1-16T22:10:28+00:00,,,,6.53,101056.200
699999,2026-1-16T22:10:38+00:00,,,,6.50,101054.30
709999,2026-1-16T22:10:48+00:00,,,,6.42,101049.73
719999,2026-1-16T22:10:58+00:00,,,,6.41,101052.114
729999,2026-1-16T22:11:08+00:00,,,,6.40,101052.52
739999,2026-1-16T22:11:18+00:00,,,,6.33,101053.96
749999,2026-1-16T22:11:28+00:00,,,,6.24,101045.184
759999,2026-1-16T22:11:38+00:00,,,,6.24,101049.109
769999,2026-1-16T22:11:48+00:00,,,,6.17,101053.164
779999,2026-1-16T22:11:58+00:00,,,,6.13,101059.211
789999,2026-1-16T22:12:08+00:00,,,,6.2,101063.71
799999,2026-1-16T22:12:18+00:00,,,,5.98,101062.90
809999,2026-1-16T22:12:28+00:00,,,,5.93,101058.91
819999,2026-1-16T22:12:38+00:00,,,,5.90,101061.249
829999,2026-1-16T22:12:48+00:00,,,,5.86,101057.60
839999,2026-1-16T22:12:58+00:00,,,,5.75,101070.117
849999,2026-1-16T22:13:08+00:00,,,,5.74,101078.32
859999,2026-1-16T22:13:18+00:00,,,,5.67,101065.102
869999,2026-1-16T22:13:28+00:00,,,,5.57,101075.19
879999,2026-1-16T22:13:38+00:00,,,,5.55,101065.180
889999,2026-1-16T22:13:48+00:00,,,,5.43,101070.84
899999,2026-1-16T22:13:58+00:00,,,,5.38,101073.65
909999,2026-1-16T22:14:08+00:00,,,,5.30,101080.231
