ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2026-1-12T20:47:08+00:00,,,,11.28,101596.19
20000,2026-1-12T20:47:18+00:00,,,,11.46,101600.205
30000,2026-1-12T20:47:28+00:00,,,,11.64,101602.107
40000,2026-1-12T20:47:38+00:00,,,,11.80,101601.246
50000,2026-1-12T20:47:48+00:00,,,,11.92,101596.96
60000,2026-1-12T20:47:58+00:00,,,,12.8,101600.201
70000,2026-1-12T20:48:08+00:00,,,,12.17,101606.109
80000,2026-1-12T20:48:18+00:00,,,,12.25,101604.195
90000,2026-1-12T20:48:28+00:00,,,,12.25,101597.152
100000,2026-1-12T20:48:38+00:00,,,,12.30,101603.46
110000,2026-1-12T20:48:48+00:00,,,,12.35,101607.131
120000,2026-1-12T20:48:58+00:00,,,,12.39,101606.106
130000,2026-1-12T20:49:08+00:00,,,,12.41,101609.69
140000,2026-1-12T20:49:18+00:00,,,,12.42,101613.103
150000,2026-1-12T20:49:28+00:00,,,,12.43,101599.237
160000,2026-1-12T20:49:38+00:00,,,,12.44,101597.11
170000,2026-1-12T20:49:48+00:00,,,,12.44,101600.38
180000,2026-1-12T20:49:58+00:00,,,,12.44,101600.202
190000,2026-1-12T20:50:08+00:00,,,,12.39,101604.198
200000,2026-1-12T20:50:18+00:00,,,,12.33,101608.224
210000,2026-1-12T20:50:28+00:00,,,,12.30,101605.117
220000,2026-1-12T20:50:38+00:00,,,,12.29,101604.30
230000,2026-1-12T20:50:48+00:00,,,,12.28,101611.151
240000,2026-1-12T20:50:58+00:00,,,,12.24,101607.163
250000,2026-1-12T20:51:08+00:00,,,,12.20,101609.89
260000,2026-1-12T20:51:18+00:00,,,,12.18,101607.126
270000,2026-1-12T20:51:28+00:00,,,,12.15,101609.188
280000,2026-1-12T20:51:38+00:00,,,,12.11,101607.200
290000,2026-1-12T20:51:48+00:00,,,,12.5,101602.67
300000,2026-1-12T20:51:58+00:00,,,,12.1,101604.168
310000,2026-1-12T20:52:08+00:00,,,,11.95,101601.188
320000,2026-1-12T20:52:18+00:00,,,,11.92,101610.134
330000,2026-1-12T20:52:28+00:00,,,,11.70,101603.100
340000,2026-1-12T20:52:38+00:00,,,,11.51,101609.136
350000,2026-1-12T20:52:48+00:00,,,,11.46,101610.19
360000,2026-1-12T20:52:58+00:00,,,,11.18,101601.108
370000,2026-1-12T20:53:08+00:00,,,,11.8,101606.15
380000,2026-1-12T20:53:18+00:00,,,,10.91,101606.146
390000,2026-1-12T20:53:28+00:00,,,,10.86,101604.167
400000,2026-1-12T20:53:38+00:00,,,,10.90,101602.237
410000,2026-1-12T20:53:48+00:00,,,,10.86,101609.179
420000,2026-1-12T20:53:58+00:00,,,,10.88,101602.0
430000,2026-1-12T20:54:08+00:00,,,,10.91,101603.245
440000,2026-1-12T20:54:18+00:00,,,,10.93,101605.14
450000,2026-1-12T20:54:28+00:00,,,,10.96,101605.171
460000,2026-1-12T20:54:38+00:00,,,,10.93,101601.245
470000,2026-1-12T20:54:48+00:00,,,,10.91,101602.168
480000,2026-1-12T20:54:58+00:00,,,,10.90,101604.100
490000,2026-1-12T20:55:08+00:00,,,,10.90,101603.150
500000,2026-1-12T20:55:18+00:00,,,,10.89,101605.40
510000,2026-1-12T20:55:28+00:00,,,,10.87,101607.123
520000,2026-1-12T20:55:38+00:00,,,,10.86,101604.0
530000,2026-1-12T20:55:48+00:00,,,,10.75,101600.127
540000,2026-1-12T20:55:58+00:00,,,,10.71,101604.156
550000,2026-1-12T20:56:08+00:00,,,,10.71,101600.99
560000,2026-1-12T20:56:18+00:00,,,,10.70,101606.253
570000,2026-1-12T20:56:28+00:00,,,,10.69,101605.215
580000,2026-1-12T20:56:38+00:00,,,,10.67,101605.49
590000,2026-1-12T20:56:48+00:00,,,,10.65,101609.5
600000,2026-1-12T20:56:58+00:00,,,,10.63,101612.120
610000,2026-1-12T20:57:08+00:00,,,,10.42,101604.122
620000,2026-1-12T20:57:18+00:00,,,,10.28,101604.37
630000,2026-1-12T20:57:28+00:00,,,,10.25,101609.250
640000,2026-1-12T20:57:38+00:00,,,,10.27,101610.187
650000,2026-1-12T20:57:48+00:00,,,,10.25,101612.105
660000,2026-1-12T20:57:58+00:00,,,,10.26,101613.155
670000,2026-1-12T20:58:08+00:00,,,,10.23,101604.208
680000,2026-1-12T20:58:18+00:00,,,,10.22,101609.121
