UTC_timestamp,co2,0.3um,Prevailing Wind Magnitude (MPH),Gust Wind Magnitude (MPH),Vis (MI),Cloud Height 1 (100s of ft),Cloud Height 2 (100s of ft),Cloud Height 3 (100s of ft),Cloud Height 4 (100s of ft),Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr,cloud_code_1,cloud_code_2,cloud_code_3,cloud_code_4,prevailing_wind_dir_code,gust_wind_dir_code,weather_code
2026-1-9T18:00:07+00:00,379,801,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:00:17+00:00,379,739,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:00:27+00:00,379,675,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:00:37+00:00,379,842,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:00:47+00:00,379,863,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:00:57+00:00,378,777,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:07+00:00,400,874,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:17+00:00,407,885,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:27+00:00,406,875,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:37+00:00,405,956,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:47+00:00,405,720,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:01:57+00:00,406,757,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:07+00:00,406,882,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:17+00:00,407,791,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:27+00:00,407,781,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:37+00:00,406,772,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:47+00:00,406,866,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:02:57+00:00,406,788,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:07+00:00,405,778,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:17+00:00,405,838,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:27+00:00,404,739,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:37+00:00,403,743,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:47+00:00,403,819,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:03:57+00:00,403,898,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:04:07+00:00,403,777,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:04:17+00:00,403,713,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:04:27+00:00,403,672,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:04:37+00:00,404,735,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
2026-1-9T18:04:47+00:00,404,691,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,30.2,1022.7,,,,0,0,0,-1,5,0,7
