UTC_timestamp,co2,0.3um,Prevailing Wind Magnitude (MPH),Gust Wind Magnitude (MPH),Vis (MI),Cloud Height 1 (100s of ft),Cloud Height 2 (100s of ft),Cloud Height 3 (100s of ft),Cloud Height 4 (100s of ft),Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr,cloud_code_1,cloud_code_2,cloud_code_3,cloud_code_4,prevailing_wind_dir_code,gust_wind_dir_code,weather_code
2026-1-8T21:39:08+00:00,388,1633,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:39:18+00:00,374,1614,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:39:28+00:00,380,608,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:39:38+00:00,380,549,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:39:48+00:00,365,453,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:39:58+00:00,353,413,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:08+00:00,334,462,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:18+00:00,321,450,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:28+00:00,309,492,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:38+00:00,302,572,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:48+00:00,297,600,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:40:58+00:00,293,489,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:08+00:00,290,441,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:18+00:00,288,438,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:28+00:00,285,401,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:38+00:00,285,384,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:48+00:00,286,423,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:41:58+00:00,286,486,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:08+00:00,285,480,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:18+00:00,285,532,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:28+00:00,285,511,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:38+00:00,285,540,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:48+00:00,286,662,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:42:58+00:00,287,635,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
2026-1-8T21:43:08+00:00,287,528,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,30.21,1023.0,,,,2,1,-1,-1,8,-1,0
