UTC_timestamp,co2,0.3um,Prevailing Wind Magnitude (MPH),Gust Wind Magnitude (MPH),Vis (MI),Cloud Height 1 (100s of ft),Cloud Height 2 (100s of ft),Cloud Height 3 (100s of ft),Cloud Height 4 (100s of ft),Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr,cloud_code_1,cloud_code_2,cloud_code_3,cloud_code_4,prevailing_wind_dir_code,gust_wind_dir_code,weather_code
2026-1-12T20:51:08+00:00,414,191,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:51:18+00:00,414,205,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:51:28+00:00,414,178,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:51:38+00:00,414,181,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:51:48+00:00,413,215,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:51:58+00:00,413,204,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:08+00:00,413,190,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:18+00:00,413,186,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:28+00:00,413,193,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:38+00:00,413,171,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:48+00:00,413,167,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:52:58+00:00,412,184,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:08+00:00,412,205,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:18+00:00,411,254,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:28+00:00,410,222,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:38+00:00,409,171,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:48+00:00,409,167,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:53:58+00:00,409,222,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:08+00:00,409,232,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:18+00:00,410,224,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:28+00:00,410,215,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:38+00:00,410,205,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:48+00:00,410,195,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:54:58+00:00,411,201,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:08+00:00,411,221,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:18+00:00,411,165,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:28+00:00,411,210,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:38+00:00,411,227,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:48+00:00,412,196,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:55:58+00:00,412,177,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:08+00:00,412,196,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:18+00:00,412,207,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:28+00:00,412,195,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:38+00:00,412,203,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:48+00:00,412,192,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:56:58+00:00,412,189,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:08+00:00,412,230,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:18+00:00,411,210,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:28+00:00,412,225,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:38+00:00,412,205,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:48+00:00,412,183,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:57:58+00:00,412,197,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:08+00:00,412,164,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:18+00:00,412,163,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:28+00:00,412,192,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:38+00:00,412,252,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:48+00:00,412,262,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:58:58+00:00,412,183,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:08+00:00,412,187,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:18+00:00,412,183,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:28+00:00,412,144,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:38+00:00,412,159,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:48+00:00,412,213,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T20:59:58+00:00,413,210,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:08+00:00,413,238,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:18+00:00,413,188,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:28+00:00,413,147,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:38+00:00,413,154,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:48+00:00,413,133,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:00:58+00:00,413,183,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:08+00:00,412,204,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:18+00:00,412,174,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:28+00:00,412,234,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:38+00:00,412,243,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:48+00:00,412,200,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:01:58+00:00,412,237,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:08+00:00,413,297,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:18+00:00,413,225,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:28+00:00,413,155,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:38+00:00,413,165,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:48+00:00,413,221,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:02:58+00:00,413,255,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:08+00:00,413,173,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:18+00:00,413,120,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:28+00:00,413,156,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:38+00:00,413,207,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:48+00:00,412,243,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:03:58+00:00,412,216,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:08+00:00,412,192,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:18+00:00,412,230,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:28+00:00,412,191,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:38+00:00,412,169,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:48+00:00,412,226,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:04:58+00:00,412,366,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:08+00:00,412,282,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:18+00:00,412,216,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:28+00:00,412,181,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:38+00:00,412,192,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:48+00:00,412,216,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:05:58+00:00,412,201,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:08+00:00,412,196,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:18+00:00,412,200,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:28+00:00,412,189,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:38+00:00,412,204,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:48+00:00,412,264,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:06:58+00:00,412,251,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:08+00:00,412,220,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:18+00:00,412,211,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:28+00:00,412,198,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:38+00:00,412,203,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:48+00:00,412,178,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:07:58+00:00,413,146,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:08+00:00,413,242,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:18+00:00,413,284,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:28+00:00,413,262,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:38+00:00,413,356,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:48+00:00,413,359,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:08:58+00:00,413,295,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:08+00:00,413,273,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:18+00:00,413,276,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:28+00:00,413,243,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:38+00:00,413,246,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:48+00:00,413,318,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:09:58+00:00,413,295,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:08+00:00,413,240,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:18+00:00,413,228,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:28+00:00,413,192,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:38+00:00,413,208,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:48+00:00,413,236,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:10:58+00:00,413,202,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:11:08+00:00,413,194,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:11:18+00:00,413,211,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:11:28+00:00,414,228,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:11:38+00:00,414,273,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
2026-1-12T21:11:48+00:00,414,220,12.0,21.0,10.0,45.0,150.0,,,37.9,19.0,,,46.0,31.0,,30.03,1016.8,,,,2,1,-1,-1,8,0,0
