ms,UTC_timestamp,PM1.0,PM2.5,PM10.0,0.3um,0.5um,1.0um,2.5um,5.0um,10.0um,co2,weather_idx
400000,2026-1-19T19:32:38+00:00,9,12,13,1290,420,71,5,0,0,390,
410000,2026-1-19T19:32:48+00:00,7,10,11,1163,365,63,2,0,0,390,
420000,2026-1-19T19:32:58+00:00,8,10,11,1216,378,52,1,1,1,390,
430000,2026-1-19T19:33:08+00:00,8,10,10,1235,388,53,0,0,0,390,
440000,2026-1-19T19:33:18+00:00,8,10,10,1250,393,53,0,0,0,390,
450000,2026-1-19T19:33:28+00:00,8,10,10,1179,369,49,1,0,0,391,
460000,2026-1-19T19:33:38+00:00,8,9,10,1122,354,44,1,1,1,391,
470000,2026-1-19T19:33:48+00:00,8,9,10,1153,368,43,0,0,0,391,
480000,2026-1-19T19:33:58+00:00,7,9,9,1119,352,47,0,0,0,391,
490000,2026-1-19T19:34:08+00:00,7,9,10,1137,353,42,2,1,0,391,
500000,2026-1-19T19:34:18+00:00,7,9,10,1181,365,33,1,0,0,390,
510000,2026-1-19T19:34:28+00:00,7,9,10,1158,365,36,1,1,1,390,
520000,2026-1-19T19:34:38+00:00,8,10,10,1165,373,52,0,0,0,390,
530000,2026-1-19T19:34:48+00:00,7,9,9,1104,352,41,0,0,0,390,
540000,2026-1-19T19:34:58+00:00,7,10,10,1191,374,43,0,0,0,390,
550000,2026-1-19T19:35:08+00:00,7,9,10,1158,364,40,1,1,1,389,
560000,2026-1-19T19:35:18+00:00,9,10,13,1304,406,47,3,1,1,390,
570000,2026-1-19T19:35:28+00:00,9,10,12,1341,409,45,2,1,1,389,
580000,2026-1-19T19:35:38+00:00,7,9,9,1133,352,33,0,0,0,389,
590000,2026-1-19T19:35:48+00:00,9,11,12,1253,390,49,0,0,0,389,
600000,2026-1-19T19:35:58+00:00,8,11,11,1248,390,63,1,1,0,389,
610000,2026-1-19T19:36:08+00:00,7,9,9,1100,341,46,0,0,0,390,
620000,2026-1-19T19:36:18+00:00,7,8,8,1126,345,28,0,0,0,389,
630000,2026-1-19T19:36:28+00:00,9,10,10,1207,387,32,0,0,0,389,
640000,2026-1-19T19:36:38+00:00,8,10,10,1113,357,45,0,0,0,389,
650000,2026-1-19T19:36:48+00:00,7,9,9,1070,334,38,1,0,0,389,
660000,2026-1-19T19:36:58+00:00,7,8,8,987,317,41,0,0,0,389,
670000,2026-1-19T19:37:08+00:00,7,9,9,1051,336,51,0,0,0,389,
680000,2026-1-19T19:37:18+00:00,8,12,12,1261,392,69,0,0,0,390,
690000,2026-1-19T19:37:28+00:00,9,13,14,1250,393,75,1,1,1,390,
700000,2026-1-19T19:37:38+00:00,9,11,12,1279,395,63,0,0,0,390,
710000,2026-1-19T19:37:48+00:00,9,11,11,1306,391,51,0,0,0,390,
720000,2026-1-19T19:37:58+00:00,8,10,10,1155,361,62,1,0,0,390,
730000,2026-1-19T19:38:08+00:00,8,11,12,1241,391,53,1,1,0,390,
740000,2026-1-19T19:38:18+00:00,8,12,13,1311,407,61,0,0,0,390,
750000,2026-1-19T19:38:28+00:00,9,13,13,1325,411,69,0,0,0,390,
760000,2026-1-19T19:38:38+00:00,9,11,11,1250,395,49,0,0,0,390,
770000,2026-1-19T19:38:48+00:00,7,9,9,1156,361,37,0,0,0,390,
780000,2026-1-19T19:38:58+00:00,8,10,10,1235,384,51,0,0,0,390,
790000,2026-1-19T19:39:08+00:00,8,12,12,1237,398,61,1,0,0,390,
800000,2026-1-19T19:39:18+00:00,8,12,13,1185,382,64,3,0,0,390,
810000,2026-1-19T19:39:28+00:00,8,12,13,1183,379,62,2,1,0,390,
820000,2026-1-19T19:39:38+00:00,8,12,12,1152,368,62,1,0,0,390,
830000,2026-1-19T19:39:48+00:00,8,12,12,1245,394,64,2,0,0,390,
840000,2026-1-19T19:39:58+00:00,9,13,13,1287,418,63,0,0,0,390,
850000,2026-1-19T19:40:08+00:00,8,12,12,1206,388,59,0,0,0,390,
860000,2026-1-19T19:40:18+00:00,8,12,13,1221,389,58,1,1,0,391,
870000,2026-1-19T19:40:28+00:00,8,11,11,1199,381,61,1,0,0,391,
880000,2026-1-19T19:40:38+00:00,8,11,11,1136,360,54,0,0,0,391,
890000,2026-1-19T19:40:48+00:00,8,11,11,1158,367,44,1,0,0,391,
900000,2026-1-19T19:40:58+00:00,9,12,12,1257,400,49,2,0,0,391,
910000,2026-1-19T19:41:08+00:00,9,13,14,1245,399,62,6,1,1,391,
920000,2026-1-19T19:41:18+00:00,8,12,12,1202,388,62,3,0,0,391,
930000,2026-1-19T19:41:28+00:00,10,13,13,1389,446,63,0,0,0,391,
940000,2026-1-19T19:41:38+00:00,9,12,12,1350,434,56,0,0,0,391,
950000,2026-1-19T19:41:48+00:00,10,13,13,1407,452,56,0,0,0,391,
960000,2026-1-19T19:41:58+00:00,9,11,11,1283,413,53,0,0,0,391,
970000,2026-1-19T19:42:08+00:00,9,11,11,1293,407,54,0,0,0,391,
980000,2026-1-19T19:42:18+00:00,11,13,13,1383,436,66,1,0,0,391,
990000,2026-1-19T19:42:28+00:00,9,12,13,1300,405,72,2,1,0,391,
1000000,2026-1-19T19:42:38+00:00,8,11,12,1234,383,63,1,1,0,391,
1010000,2026-1-19T19:42:48+00:00,8,11,12,1200,381,46,1,1,1,391,
1020000,2026-1-19T19:42:58+00:00,10,12,13,1263,404,55,1,1,0,391,
1030000,2026-1-19T19:43:08+00:00,9,12,13,1246,396,66,2,2,1,391,
1040000,2026-1-19T19:43:18+00:00,10,12,12,1251,406,56,2,0,0,392,
1050000,2026-1-19T19:43:28+00:00,9,11,12,1249,409,40,1,0,0,392,
1060000,2026-1-19T19:43:38+00:00,10,11,11,1219,399,50,0,0,0,392,
1070000,2026-1-19T19:43:48+00:00,10,12,13,1222,398,60,1,1,1,392,
1080000,2026-1-19T19:43:58+00:00,8,12,13,1175,381,57,1,1,1,392,
1090000,2026-1-19T19:44:08+00:00,8,11,12,1134,368,49,1,1,1,392,
1100000,2026-1-19T19:44:18+00:00,7,10,11,1085,350,52,1,1,1,392,
1110000,2026-1-19T19:44:28+00:00,8,11,11,1157,371,66,0,0,0,392,
1120000,2026-1-19T19:44:38+00:00,8,11,11,1149,365,59,0,0,0,392,
1130000,2026-1-19T19:44:48+00:00,10,12,12,1283,408,57,0,0,0,392,
1140000,2026-1-19T19:44:58+00:00,10,11,11,1254,397,46,0,0,0,392,
1150000,2026-1-19T19:45:08+00:00,8,9,9,1083,349,34,0,0,0,392,
1160000,2026-1-19T19:45:18+00:00,10,11,11,1173,381,46,0,0,0,393,
1170000,2026-1-19T19:45:28+00:00,10,14,14,1307,418,72,5,0,0,393,
1180000,2026-1-19T19:45:38+00:00,9,13,14,1258,407,71,4,1,1,393,
1190000,2026-1-19T19:45:48+00:00,10,12,13,1201,388,73,2,1,1,393,
1200000,2026-1-19T19:45:58+00:00,8,11,11,1071,345,61,1,0,0,393,
1210000,2026-1-19T19:46:08+00:00,7,10,10,1038,338,57,0,0,0,393,
1220000,2026-1-19T19:46:18+00:00,8,12,12,1143,370,56,2,0,0,393,
1230000,2026-1-19T19:46:28+00:00,8,13,13,1231,400,61,3,0,0,393,
1240000,2026-1-19T19:46:38+00:00,8,11,12,1161,374,58,1,1,1,393,
1250000,2026-1-19T19:46:48+00:00,8,11,11,1173,375,51,0,0,0,393,
1260000,2026-1-19T19:46:58+00:00,9,14,15,1284,410,79,6,0,0,393,
1270000,2026-1-19T19:47:08+00:00,10,14,14,1363,435,64,4,0,0,393,
1280000,2026-1-19T19:47:18+00:00,10,13,13,1245,397,62,1,0,0,393,
1290000,2026-1-19T19:47:28+00:00,9,13,13,1242,397,65,0,0,0,393,
1300000,2026-1-19T19:47:38+00:00,10,11,13,1196,386,61,2,1,0,393,
1310000,2026-1-19T19:47:48+00:00,9,11,13,1152,371,61,4,2,1,393,
1320000,2026-1-19T19:47:58+00:00,10,12,13,1248,396,64,2,1,0,393,
1330000,2026-1-19T19:48:08+00:00,10,12,13,1273,403,63,1,1,0,393,
1340000,2026-1-19T19:48:18+00:00,10,14,14,1319,413,76,3,0,0,393,
1350000,2026-1-19T19:48:28+00:00,10,15,16,1360,425,87,6,0,0,394,
1360000,2026-1-19T19:48:38+00:00,10,13,14,1311,412,70,3,0,0,394,
1370000,2026-1-19T19:48:48+00:00,10,13,13,1301,415,59,0,0,0,394,
1380000,2026-1-19T19:48:58+00:00,9,12,12,1269,401,53,0,0,0,394,
1390000,2026-1-19T19:49:08+00:00,9,11,11,1207,384,49,1,0,0,394,
1400000,2026-1-19T19:49:18+00:00,9,11,12,1212,392,49,1,0,0,394,
1410000,2026-1-19T19:49:28+00:00,10,12,13,1253,406,51,2,1,1,394,
1420000,2026-1-19T19:49:38+00:00,10,12,13,1241,400,59,1,1,0,394,
1430000,2026-1-19T19:49:48+00:00,9,15,16,1190,386,92,12,2,0,394,
1440000,2026-1-19T19:49:58+00:00,7,13,15,1207,383,71,8,1,0,394,
1450000,2026-1-19T19:50:08+00:00,7,11,11,1123,356,62,0,0,0,394,
1460000,2026-1-19T19:50:18+00:00,9,11,11,1166,376,62,0,0,0,394,
1470000,2026-1-19T19:50:28+00:00,10,11,11,1202,391,48,0,0,0,394,
1480000,2026-1-19T19:50:38+00:00,9,10,11,1179,373,41,1,1,0,394,
1490000,2026-1-19T19:50:48+00:00,10,12,14,1236,394,72,2,2,0,394,
1500000,2026-1-19T19:50:58+00:00,9,12,14,1233,396,69,2,2,1,394,
1510000,2026-1-19T19:51:08+00:00,9,11,13,1164,370,59,2,2,1,394,
1520000,2026-1-19T19:51:18+00:00,8,12,14,1169,373,65,4,1,1,394,
1530000,2026-1-19T19:51:28+00:00,9,12,13,1197,380,56,4,1,0,394,
1540000,2026-1-19T19:51:38+00:00,7,11,12,1146,362,40,4,1,0,394,
1550000,2026-1-19T19:51:48+00:00,7,10,10,1089,342,38,2,0,0,394,
1560000,2026-1-19T19:51:58+00:00,8,10,10,1194,367,44,1,0,0,394,
1570000,2026-1-19T19:52:08+00:00,10,12,12,1363,420,61,0,0,0,394,
1580000,2026-1-19T19:52:18+00:00,10,11,11,1239,378,71,0,0,0,394,
1590000,2026-1-19T19:52:28+00:00,9,11,12,1256,372,71,1,0,0,393,
1600000,2026-1-19T19:52:38+00:00,9,11,12,1303,395,59,0,0,0,394,
1610000,2026-1-19T19:52:48+00:00,10,12,12,1282,398,42,0,0,0,394,
1620000,2026-1-19T19:52:58+00:00,10,12,12,1326,415,40,1,0,0,394,
1630000,2026-1-19T19:53:08+00:00,10,15,17,1418,457,65,6,1,0,394,
1640000,2026-1-19T19:53:18+00:00,11,14,17,1461,466,84,7,2,0,394,
1650000,2026-1-19T19:53:28+00:00,11,14,15,1512,475,70,1,0,0,394,
1660000,2026-1-19T19:53:38+00:00,10,13,13,1377,430,64,0,0,0,394,
1670000,2026-1-19T19:53:48+00:00,9,13,13,1242,390,63,1,0,0,394,
1680000,2026-1-19T19:53:58+00:00,10,13,13,1400,434,72,1,0,0,394,
1690000,2026-1-19T19:54:08+00:00,10,13,13,1410,435,69,1,0,0,394,
1700000,2026-1-19T19:54:18+00:00,9,11,12,1221,381,56,1,1,0,394,
1710000,2026-1-19T19:54:28+00:00,9,11,11,1243,382,43,1,0,0,394,
1720000,2026-1-19T19:54:38+00:00,10,15,15,1415,442,78,6,0,0,394,
1730000,2026-1-19T19:54:48+00:00,9,13,13,1210,382,62,5,0,0,394,
1740000,2026-1-19T19:54:58+00:00,9,12,12,1272,400,48,2,0,0,394,
1750000,2026-1-19T19:55:08+00:00,10,12,12,1325,411,48,1,1,0,394,
1760000,2026-1-19T19:55:18+00:00,9,12,12,1290,403,55,0,0,0,394,
1770000,2026-1-19T19:55:28+00:00,10,12,12,1274,403,48,1,0,0,394,
1780000,2026-1-19T19:55:38+00:00,10,12,12,1311,417,46,0,0,0,394,
1790000,2026-1-19T19:55:48+00:00,10,12,12,1284,413,51,0,0,0,394,
1800000,2026-1-19T19:55:58+00:00,9,12,12,1196,379,58,0,0,0,394,
1810000,2026-1-19T19:56:08+00:00,9,12,12,1284,405,65,0,0,0,394,
1820000,2026-1-19T19:56:18+00:00,9,12,13,1310,412,58,2,1,0,394,
1830000,2026-1-19T19:56:28+00:00,9,10,11,1169,368,40,2,1,0,394,
1840000,2026-1-19T19:56:38+00:00,7,9,10,1055,334,52,2,1,0,394,
1850000,2026-1-19T19:56:48+00:00,7,11,12,1080,344,63,2,0,0,394,
1860000,2026-1-19T19:56:58+00:00,9,13,13,1267,401,72,2,0,0,394,
1870000,2026-1-19T19:57:08+00:00,10,12,12,1241,392,65,1,0,0,394,
1880000,2026-1-19T19:57:18+00:00,9,11,12,1178,377,52,1,0,0,394,
1890000,2026-1-19T19:57:28+00:00,10,12,12,1257,399,49,0,0,0,394,
1900000,2026-1-19T19:57:38+00:00,9,11,11,1218,382,60,0,0,0,394,
1910000,2026-1-19T19:57:48+00:00,9,11,11,1222,383,58,0,0,0,394,
1920000,2026-1-19T19:57:58+00:00,10,13,14,1359,425,65,1,1,1,394,
1930000,2026-1-19T19:58:08+00:00,10,13,15,1364,428,71,2,1,0,394,
1940000,2026-1-19T19:58:18+00:00,9,14,14,1331,405,76,4,0,0,394,
1950000,2026-1-19T19:58:28+00:00,7,13,13,1131,353,80,4,1,0,394,
1960000,2026-1-19T19:58:38+00:00,7,11,12,1090,339,59,4,1,0,393,
1970000,2026-1-19T19:58:48+00:00,7,10,12,1059,333,57,3,2,2,393,
1980000,2026-1-19T19:58:58+00:00,6,10,11,1032,330,59,2,0,0,392,
1990000,2026-1-19T19:59:08+00:00,7,11,13,1130,354,63,3,1,1,392,
2000000,2026-1-19T19:59:18+00:00,8,10,12,1081,340,56,2,1,1,392,
2010000,2026-1-19T19:59:28+00:00,7,10,10,993,314,57,0,0,0,392,
2020000,2026-1-19T19:59:38+00:00,8,13,13,1258,393,61,2,0,0,392,
2030000,2026-1-19T19:59:48+00:00,8,12,13,1083,339,56,9,0,0,392,
2040000,2026-1-19T19:59:58+00:00,8,12,12,1095,340,50,7,0,0,392,
2050000,2026-1-19T20:00:08+00:00,8,11,11,1137,354,60,2,0,0,392,
2060000,2026-1-19T20:00:18+00:00,7,12,13,1151,365,69,3,1,0,392,
2070000,2026-1-19T20:00:28+00:00,7,11,12,1116,358,62,4,1,1,392,
2080000,2026-1-19T20:00:38+00:00,8,10,11,1125,348,51,2,0,0,391,
2090000,2026-1-19T20:00:48+00:00,8,11,11,1184,357,62,1,0,0,391,
2100000,2026-1-19T20:00:58+00:00,9,12,12,1187,365,71,2,1,0,392,
2110000,2026-1-19T20:01:08+00:00,8,10,11,1106,340,55,1,0,0,391,
2120000,2026-1-19T20:01:18+00:00,7,9,10,1080,329,42,1,1,0,391,
2130000,2026-1-19T20:01:28+00:00,8,11,11,1159,356,56,1,1,0,391,
2140000,2026-1-19T20:01:38+00:00,7,11,12,1143,351,62,1,1,0,391,
2150000,2026-1-19T20:01:48+00:00,7,10,10,1083,339,60,0,0,0,391,
2160000,2026-1-19T20:01:58+00:00,7,10,10,1071,339,58,0,0,0,391,
2170000,2026-1-19T20:02:08+00:00,9,11,11,1167,365,59,0,0,0,391,
2180000,2026-1-19T20:02:18+00:00,10,11,11,1191,375,62,0,0,0,391,
2190000,2026-1-19T20:02:28+00:00,10,12,12,1221,390,63,0,0,0,392,
2200000,2026-1-19T20:02:38+00:00,9,12,12,1219,389,53,4,0,0,392,
2210000,2026-1-19T20:02:48+00:00,9,11,11,1164,369,58,2,0,0,392,
2220000,2026-1-19T20:02:58+00:00,9,11,11,1140,366,60,0,0,0,392,
2230000,2026-1-19T20:03:08+00:00,8,10,10,1102,350,45,0,0,0,392,
2240000,2026-1-19T20:03:18+00:00,9,10,11,1197,372,49,1,0,0,392,
2250000,2026-1-19T20:03:28+00:00,8,12,15,1178,365,63,9,2,0,392,
2260000,2026-1-19T20:03:38+00:00,7,12,13,1086,340,68,8,0,0,392,
2270000,2026-1-19T20:03:48+00:00,7,11,12,1107,348,60,3,1,0,392,
2280000,2026-1-19T20:03:58+00:00,9,12,13,1249,387,61,1,1,1,392,
2290000,2026-1-19T20:04:08+00:00,10,12,14,1324,415,58,2,2,1,392,
2300000,2026-1-19T20:04:18+00:00,9,12,12,1220,379,59,1,1,0,392,
2310000,2026-1-19T20:04:28+00:00,9,12,12,1182,370,77,1,0,0,392,
2320000,2026-1-19T20:04:38+00:00,8,13,13,1134,357,85,2,0,0,392,
2330000,2026-1-19T20:04:48+00:00,8,11,12,1082,342,71,2,0,0,392,
2340000,2026-1-19T20:04:58+00:00,7,10,10,1008,324,53,1,1,0,392,
2350000,2026-1-19T20:05:08+00:00,8,12,13,1097,343,64,4,0,0,392,
2360000,2026-1-19T20:05:18+00:00,9,12,12,1172,360,64,3,0,0,392,
2370000,2026-1-19T20:05:28+00:00,9,10,10,1165,360,44,1,0,0,392,
2380000,2026-1-19T20:05:38+00:00,9,10,10,1149,359,52,0,0,0,392,
2390000,2026-1-19T20:05:48+00:00,9,11,11,1212,374,64,1,0,0,392,
2400000,2026-1-19T20:05:58+00:00,9,13,13,1221,381,72,2,0,0,392,
2410000,2026-1-19T20:06:08+00:00,9,12,13,1166,368,71,2,2,0,391,
2420000,2026-1-19T20:06:18+00:00,9,12,13,1239,385,65,2,1,0,392,
2430000,2026-1-19T20:06:28+00:00,9,12,12,1271,398,69,0,0,0,391,
2440000,2026-1-19T20:06:38+00:00,9,12,12,1233,380,74,0,0,0,391,
2450000,2026-1-19T20:06:48+00:00,8,10,12,1095,338,52,2,2,1,391,
2460000,2026-1-19T20:06:58+00:00,8,10,11,1035,326,47,1,1,0,391,
2470000,2026-1-19T20:07:08+00:00,6,9,10,982,308,47,0,0,0,391,
2480000,2026-1-19T20:07:18+00:00,7,10,11,1024,317,58,2,1,1,391,
2490000,2026-1-19T20:07:28+00:00,9,11,12,1170,367,54,0,0,0,391,
2500000,2026-1-19T20:07:38+00:00,9,11,11,1183,376,56,0,0,0,391,
2510000,2026-1-19T20:07:48+00:00,8,10,10,1107,353,59,0,0,0,391,
2520000,2026-1-19T20:07:58+00:00,8,9,9,1074,336,36,0,0,0,391,
2530000,2026-1-19T20:08:08+00:00,8,9,9,1088,342,32,0,0,0,391,
2540000,2026-1-19T20:08:18+00:00,7,10,11,1044,332,53,1,1,1,391,
2550000,2026-1-19T20:08:28+00:00,9,12,13,1194,371,69,1,1,1,391,
2560000,2026-1-19T20:08:38+00:00,9,12,13,1221,380,54,1,1,1,391,
2570000,2026-1-19T20:08:48+00:00,9,11,12,1122,346,43,3,1,1,391,
2580000,2026-1-19T20:08:58+00:00,8,12,12,1173,364,64,4,0,0,391,
2590000,2026-1-19T20:09:08+00:00,8,10,11,1136,355,52,1,1,1,391,
2600000,2026-1-19T20:09:18+00:00,8,10,11,1140,355,39,0,0,0,391,
2610000,2026-1-19T20:09:28+00:00,8,10,10,1066,340,53,0,0,0,391,
2620000,2026-1-19T20:09:38+00:00,7,10,10,1008,320,57,1,0,0,391,
2630000,2026-1-19T20:09:48+00:00,8,10,11,1053,334,49,1,1,1,391,
2640000,2026-1-19T20:09:58+00:00,8,10,10,1073,340,46,0,0,0,391,
2650000,2026-1-19T20:10:08+00:00,7,9,9,1017,316,44,0,0,0,391,
2660000,2026-1-19T20:10:18+00:00,8,9,9,1113,343,42,0,0,0,391,
2670000,2026-1-19T20:10:28+00:00,9,11,11,1160,365,55,0,0,0,391,
2680000,2026-1-19T20:10:38+00:00,9,11,12,1134,349,59,1,1,0,391,
2690000,2026-1-19T20:10:48+00:00,9,11,12,1114,342,57,1,1,1,391,
2700000,2026-1-19T20:10:58+00:00,8,11,11,1077,340,59,1,0,0,391,
2710000,2026-1-19T20:11:08+00:00,8,11,11,1104,348,57,3,1,0,391,
2720000,2026-1-19T20:11:18+00:00,8,11,11,1134,354,48,3,0,0,391,
2730000,2026-1-19T20:11:28+00:00,10,13,17,1278,402,58,4,4,3,391,
2740000,2026-1-19T20:11:38+00:00,9,14,18,1275,398,74,8,4,3,391,
2750000,2026-1-19T20:11:48+00:00,8,12,15,1180,362,83,4,1,1,391,
2760000,2026-1-19T20:11:58+00:00,9,12,12,1191,370,66,0,0,0,391,
2770000,2026-1-19T20:12:08+00:00,9,10,10,1178,372,46,0,0,0,391,
2780000,2026-1-19T20:12:18+00:00,8,12,12,1131,359,61,2,0,0,391,
2790000,2026-1-19T20:12:28+00:00,8,12,12,1158,365,63,3,0,0,391,
2800000,2026-1-19T20:12:38+00:00,8,11,11,1097,342,53,2,0,0,391,
2810000,2026-1-19T20:12:48+00:00,8,11,11,1126,345,50,1,0,0,391,
2820000,2026-1-19T20:12:58+00:00,8,10,11,1116,341,47,1,1,0,391,
2830000,2026-1-19T20:13:08+00:00,7,10,11,1070,333,53,2,1,0,391,
2840000,2026-1-19T20:13:18+00:00,6,9,9,1020,311,43,1,0,0,391,
2850000,2026-1-19T20:13:28+00:00,7,9,9,1015,313,40,0,0,0,391,
2860000,2026-1-19T20:13:38+00:00,7,10,12,1079,347,57,2,2,1,391,
2870000,2026-1-19T20:13:48+00:00,8,10,11,1046,331,43,2,1,0,391,
2880000,2026-1-19T20:13:58+00:00,8,11,11,1131,356,41,2,0,0,391,
2890000,2026-1-19T20:14:08+00:00,9,12,12,1153,370,59,3,1,0,391,
2900000,2026-1-19T20:14:18+00:00,9,11,11,1170,372,39,1,0,0,391,
2910000,2026-1-19T20:14:28+00:00,9,11,12,1227,383,46,2,0,0,391,
2920000,2026-1-19T20:14:38+00:00,9,11,12,1210,377,54,2,0,0,391,
2930000,2026-1-19T20:14:48+00:00,9,11,11,1204,372,44,1,1,0,392,
2940000,2026-1-19T20:14:58+00:00,9,12,12,1203,378,52,4,0,0,392,
2950000,2026-1-19T20:15:08+00:00,9,12,12,1212,381,47,5,0,0,392,
2960000,2026-1-19T20:15:18+00:00,8,10,10,1118,341,39,0,0,0,391,
2970000,2026-1-19T20:15:28+00:00,7,9,9,1019,308,31,1,0,0,391,
2980000,2026-1-19T20:15:38+00:00,8,10,10,1047,322,47,1,0,0,392,
2990000,2026-1-19T20:15:48+00:00,7,9,10,1043,321,55,1,0,0,392,
3000000,2026-1-19T20:15:58+00:00,9,10,11,1152,357,55,1,0,0,392,
3010000,2026-1-19T20:16:08+00:00,8,12,12,1204,374,64,1,0,0,392,
3020000,2026-1-19T20:16:18+00:00,8,10,10,1054,324,55,2,0,0,392,
3030000,2026-1-19T20:16:28+00:00,8,9,10,1015,320,49,2,1,0,392,
3040000,2026-1-19T20:16:38+00:00,6,9,9,1017,319,37,0,0,0,392,
3050000,2026-1-19T20:16:48+00:00,7,9,9,1041,331,38,1,0,0,392,
3060000,2026-1-19T20:16:58+00:00,7,10,10,1040,333,55,1,0,0,392,
3070000,2026-1-19T20:17:08+00:00,9,12,12,1146,364,69,3,0,0,392,
3080000,2026-1-19T20:17:18+00:00,9,12,15,1157,366,65,6,2,0,392,
3090000,2026-1-19T20:17:28+00:00,9,11,12,1107,346,42,4,1,0,392,
3100000,2026-1-19T20:17:38+00:00,9,10,11,1112,345,40,2,1,1,392,
3110000,2026-1-19T20:17:48+00:00,10,11,12,1217,383,56,1,0,0,392,
3120000,2026-1-19T20:17:58+00:00,10,12,12,1279,406,63,0,0,0,392,
3130000,2026-1-19T20:18:08+00:00,7,11,11,1093,348,61,0,0,0,392,
3140000,2026-1-19T20:18:18+00:00,6,11,12,1027,328,75,1,1,1,392,
3150000,2026-1-19T20:18:28+00:00,9,11,13,1154,371,62,2,2,0,392,
3160000,2026-1-19T20:18:38+00:00,9,12,12,1183,383,59,0,0,0,392,
3170000,2026-1-19T20:18:48+00:00,9,12,12,1167,379,56,0,0,0,391,
3180000,2026-1-19T20:18:58+00:00,10,13,13,1290,413,51,1,0,0,391,
3190000,2026-1-19T20:19:08+00:00,9,12,12,1207,390,55,1,0,0,392,
3200000,2026-1-19T20:19:18+00:00,7,10,10,1017,324,50,1,0,0,392,
3210000,2026-1-19T20:19:28+00:00,8,9,9,1035,326,52,0,0,0,392,
3220000,2026-1-19T20:19:38+00:00,7,10,12,1046,335,63,3,2,1,392,
3230000,2026-1-19T20:19:48+00:00,8,11,12,1038,331,63,2,1,0,392,
3240000,2026-1-19T20:19:58+00:00,7,10,10,1045,333,46,1,0,0,392,
