ms,UTC_timestamp,PM1.0,PM2.5,PM10.0,0.3um,0.5um,1.0um,2.5um,5.0um,10.0um,co2,weather_idx
1569999,2026-1-16T22:25:08+00:00,0,0,0,159,46,0,0,0,0,398,219
1579999,2026-1-16T22:25:18+00:00,0,0,0,165,46,1,0,0,0,398,219
1589999,2026-1-16T22:25:28+00:00,0,0,0,139,41,3,1,1,0,398,219
1599999,2026-1-16T22:25:38+00:00,0,0,0,125,40,2,0,0,0,398,219
1609999,2026-1-16T22:25:48+00:00,0,0,0,115,33,1,0,0,0,398,219
1619999,2026-1-16T22:25:58+00:00,0,0,0,111,32,2,0,0,0,398,219
1629999,2026-1-16T22:26:08+00:00,0,0,0,152,47,6,0,0,0,398,219
1639999,2026-1-16T22:26:18+00:00,0,0,0,168,49,7,0,0,0,398,219
1649999,2026-1-16T22:26:28+00:00,0,0,0,148,46,1,0,0,0,398,219
1659999,2026-1-16T22:26:38+00:00,0,0,0,168,46,0,0,0,0,398,219
1669999,2026-1-16T22:26:48+00:00,0,0,0,194,57,0,0,0,0,398,219
1679999,2026-1-16T22:26:58+00:00,0,0,0,183,57,0,0,0,0,397,219
1689999,2026-1-16T22:27:08+00:00,0,0,0,125,36,0,0,0,0,397,219
1699999,2026-1-16T22:27:18+00:00,0,0,0,140,43,1,0,0,0,397,219
1709999,2026-1-16T22:27:28+00:00,0,0,0,131,39,0,0,0,0,397,219
1719999,2026-1-16T22:27:38+00:00,0,0,0,116,34,0,0,0,0,397,219
1729999,2026-1-16T22:27:48+00:00,0,0,0,111,34,0,0,0,0,397,219
1739999,2026-1-16T22:27:58+00:00,0,0,0,138,45,4,0,0,0,397,219
1749999,2026-1-16T22:28:08+00:00,0,0,0,183,60,4,0,0,0,397,219
1759999,2026-1-16T22:28:18+00:00,0,0,0,166,50,0,0,0,0,397,219
1769999,2026-1-16T22:28:28+00:00,0,0,0,120,34,0,0,0,0,397,219
1779999,2026-1-16T22:28:38+00:00,0,0,0,155,47,0,0,0,0,397,219
1789999,2026-1-16T22:28:48+00:00,0,0,0,249,74,1,0,0,0,397,219
1799999,2026-1-16T22:28:58+00:00,1,1,1,231,71,5,0,0,0,397,219
1809999,2026-1-16T22:29:08+00:00,0,0,0,168,55,2,0,0,0,397,219
1819999,2026-1-16T22:29:18+00:00,0,0,0,137,45,0,0,0,0,397,219
1829999,2026-1-16T22:29:28+00:00,0,0,0,111,36,1,0,0,0,397,219
1839999,2026-1-16T22:29:38+00:00,0,0,0,124,39,3,1,0,0,398,219
1849999,2026-1-16T22:29:48+00:00,0,0,0,123,37,1,0,0,0,398,219
1859999,2026-1-16T22:29:58+00:00,0,0,0,138,42,0,0,0,0,398,219
1869999,2026-1-16T22:30:08+00:00,0,0,0,165,53,2,0,0,0,398,219
1879999,2026-1-16T22:30:18+00:00,0,0,0,151,43,2,1,0,0,398,219
1889999,2026-1-16T22:30:28+00:00,0,0,1,153,41,1,1,1,1,398,219
1899999,2026-1-16T22:30:38+00:00,0,0,0,113,31,1,0,0,0,398,219
1909999,2026-1-16T22:30:48+00:00,0,0,0,108,33,0,0,0,0,398,219
1919999,2026-1-16T22:30:58+00:00,0,0,0,138,42,0,0,0,0,398,219
1929999,2026-1-16T22:31:08+00:00,0,0,0,168,50,2,0,0,0,398,219
1939999,2026-1-16T22:31:18+00:00,0,0,0,166,51,3,0,0,0,398,219
1949999,2026-1-16T22:31:28+00:00,0,0,1,153,45,1,1,1,0,398,219
1959999,2026-1-16T22:31:38+00:00,0,0,0,132,39,1,0,0,0,398,219
1969999,2026-1-16T22:31:48+00:00,0,0,0,114,33,1,0,0,0,398,219
1979999,2026-1-16T22:31:58+00:00,0,0,0,126,37,3,0,0,0,398,219
1989999,2026-1-16T22:32:08+00:00,0,0,0,118,34,3,0,0,0,398,219
1999999,2026-1-16T22:32:18+00:00,0,0,1,132,37,5,2,1,1,398,219
2009999,2026-1-16T22:32:28+00:00,0,0,0,129,38,3,0,0,0,398,219
2019999,2026-1-16T22:32:38+00:00,0,0,0,150,44,0,0,0,0,398,219
2029999,2026-1-16T22:32:48+00:00,0,0,0,137,38,0,0,0,0,398,219
2039999,2026-1-16T22:32:58+00:00,0,0,0,157,46,1,0,0,0,398,219
2049999,2026-1-16T22:33:08+00:00,0,0,0,156,48,2,0,0,0,398,219
2059999,2026-1-16T22:33:18+00:00,0,0,0,143,47,1,0,0,0,398,219
2069999,2026-1-16T22:33:28+00:00,0,0,0,127,41,2,0,0,0,398,219
2079999,2026-1-16T22:33:38+00:00,0,0,0,111,35,2,0,0,0,399,219
2089999,2026-1-16T22:33:48+00:00,0,0,0,117,35,1,0,0,0,399,219
2099999,2026-1-16T22:33:58+00:00,0,0,0,155,47,0,0,0,0,399,219
2109999,2026-1-16T22:34:08+00:00,0,0,0,159,47,0,0,0,0,399,219
2119999,2026-1-16T22:34:18+00:00,0,0,0,131,40,1,0,0,0,399,219
2129999,2026-1-16T22:34:28+00:00,0,0,0,132,40,0,0,0,0,399,219
2139999,2026-1-16T22:34:38+00:00,0,0,0,166,50,0,0,0,0,399,219
2149999,2026-1-16T22:34:48+00:00,0,0,0,159,49,0,0,0,0,399,219
2159999,2026-1-16T22:34:58+00:00,0,0,0,120,37,1,0,0,0,399,219
2169999,2026-1-16T22:35:08+00:00,0,0,0,144,42,1,0,0,0,399,219
2179999,2026-1-16T22:35:18+00:00,0,0,0,146,44,1,0,0,0,399,219
2189999,2026-1-16T22:35:28+00:00,0,0,0,114,37,0,0,0,0,399,219
2199999,2026-1-16T22:35:38+00:00,0,0,0,132,41,1,0,0,0,399,219
2209999,2026-1-16T22:35:48+00:00,0,0,0,141,42,0,0,0,0,399,219
2219999,2026-1-16T22:35:58+00:00,0,0,0,93,26,0,0,0,0,399,219
2229999,2026-1-16T22:36:08+00:00,0,0,0,74,18,0,0,0,0,399,219
2239999,2026-1-16T22:36:18+00:00,0,0,0,110,30,3,1,0,0,399,219
2249999,2026-1-16T22:36:28+00:00,0,0,0,180,55,4,0,0,0,399,219
2259999,2026-1-16T22:36:38+00:00,0,0,0,191,60,2,0,0,0,399,219
2269999,2026-1-16T22:36:48+00:00,0,0,1,134,41,2,1,1,1,399,219
2279999,2026-1-16T22:36:58+00:00,0,0,0,105,32,1,0,0,0,399,219
2289999,2026-1-16T22:37:08+00:00,0,0,0,137,43,3,0,0,0,399,219
2299999,2026-1-16T22:37:18+00:00,0,0,0,172,53,1,0,0,0,399,219
2309999,2026-1-16T22:37:28+00:00,0,0,0,159,47,1,0,0,0,399,219
2319999,2026-1-16T22:37:38+00:00,0,0,0,99,27,0,0,0,0,399,219
2329999,2026-1-16T22:37:48+00:00,0,0,0,76,20,0,0,0,0,399,219
2339999,2026-1-16T22:37:58+00:00,0,0,0,127,38,0,0,0,0,398,219
2349999,2026-1-16T22:38:08+00:00,0,0,1,199,60,2,1,1,0,398,219
2359999,2026-1-16T22:38:18+00:00,0,0,1,169,52,1,1,1,1,398,219
2369999,2026-1-16T22:38:28+00:00,0,0,0,158,46,0,0,0,0,398,219
2379999,2026-1-16T22:38:38+00:00,0,0,0,159,49,0,0,0,0,398,219
2389999,2026-1-16T22:38:48+00:00,0,0,0,135,44,0,0,0,0,398,219
2399999,2026-1-16T22:38:58+00:00,0,0,0,135,41,0,0,0,0,397,219
2409999,2026-1-16T22:39:08+00:00,0,0,0,135,37,0,0,0,0,397,219
2419999,2026-1-16T22:39:18+00:00,0,0,0,112,30,0,0,0,0,397,219
2429999,2026-1-16T22:39:28+00:00,0,0,0,115,36,0,0,0,0,397,219
2439999,2026-1-16T22:39:38+00:00,0,0,0,121,40,1,0,0,0,397,219
2449999,2026-1-16T22:39:48+00:00,0,0,0,118,37,4,0,0,0,397,219
2459999,2026-1-16T22:39:58+00:00,0,0,0,90,24,1,0,0,0,397,219
2469999,2026-1-16T22:40:08+00:00,0,0,0,113,30,2,0,0,0,397,219
2479999,2026-1-16T22:40:18+00:00,0,0,0,129,36,2,0,0,0,397,219
2489999,2026-1-16T22:40:28+00:00,0,0,0,121,34,2,0,0,0,397,219
2499999,2026-1-16T22:40:38+00:00,0,0,1,130,37,4,3,0,0,397,219
2509999,2026-1-16T22:40:48+00:00,0,0,0,140,40,2,1,0,0,397,219
2519999,2026-1-16T22:40:58+00:00,0,0,0,179,53,1,0,0,0,397,219
2529999,2026-1-16T22:41:08+00:00,0,0,0,154,47,0,0,0,0,397,219
2539999,2026-1-16T22:41:18+00:00,0,0,0,161,49,1,0,0,0,397,219
2549999,2026-1-16T22:41:28+00:00,0,0,0,178,53,1,0,0,0,397,219
2559999,2026-1-16T22:41:38+00:00,0,0,0,183,53,2,0,0,0,397,219
2569999,2026-1-16T22:41:48+00:00,0,0,0,123,36,1,0,0,0,397,219
2579999,2026-1-16T22:41:58+00:00,0,0,0,123,40,0,0,0,0,397,219
2589999,2026-1-16T22:42:08+00:00,0,0,0,126,39,1,0,0,0,398,219
2599999,2026-1-16T22:42:18+00:00,0,0,0,159,50,1,0,0,0,398,219
2609999,2026-1-16T22:42:28+00:00,0,0,0,144,46,1,0,0,0,398,219
2619999,2026-1-16T22:42:38+00:00,0,0,0,123,40,1,0,0,0,398,219
2629999,2026-1-16T22:42:48+00:00,0,0,0,90,27,0,0,0,0,398,219
2639999,2026-1-16T22:42:58+00:00,0,0,0,86,22,3,0,0,0,398,219
2649999,2026-1-16T22:43:08+00:00,0,0,0,100,31,2,0,0,0,398,219
2659999,2026-1-16T22:43:18+00:00,0,0,0,113,35,0,0,0,0,398,219
2669999,2026-1-16T22:43:28+00:00,0,0,0,131,39,1,0,0,0,398,219
2679999,2026-1-16T22:43:38+00:00,0,0,0,123,37,1,0,0,0,398,219
2689999,2026-1-16T22:43:48+00:00,0,0,1,135,43,1,1,1,0,398,219
2699999,2026-1-16T22:43:58+00:00,0,0,0,123,37,1,0,0,0,399,219
2709999,2026-1-16T22:44:08+00:00,0,0,0,144,43,0,0,0,0,399,219
2719999,2026-1-16T22:44:18+00:00,0,0,0,127,40,1,0,0,0,399,219
2729999,2026-1-16T22:44:28+00:00,0,0,1,139,41,3,1,1,0,399,219
2739999,2026-1-16T22:44:38+00:00,0,0,1,124,36,2,1,1,1,399,219
2749999,2026-1-16T22:44:48+00:00,0,0,0,108,32,4,0,0,0,399,219
2759999,2026-1-16T22:44:58+00:00,0,0,0,106,31,3,0,0,0,399,219
2769999,2026-1-16T22:45:08+00:00,0,0,0,120,36,0,0,0,0,399,219
2779999,2026-1-16T22:45:18+00:00,0,0,0,154,46,1,0,0,0,399,219
2789999,2026-1-16T22:45:28+00:00,0,0,0,139,42,4,0,0,0,399,219
2799999,2026-1-16T22:45:38+00:00,0,0,0,118,37,1,0,0,0,399,219
2809999,2026-1-16T22:45:48+00:00,0,0,0,148,42,1,0,0,0,399,219
2819999,2026-1-16T22:45:58+00:00,0,0,0,190,55,3,0,0,0,399,219
2829999,2026-1-16T22:46:08+00:00,0,0,0,163,50,3,0,0,0,399,219
2839999,2026-1-16T22:46:18+00:00,0,0,0,123,38,1,0,0,0,399,219
2849999,2026-1-16T22:46:28+00:00,0,0,1,153,44,2,1,1,0,399,219
2859999,2026-1-16T22:46:37+00:00,0,0,0,153,42,1,0,0,0,399,219
2869999,2026-1-16T22:46:47+00:00,0,0,0,130,34,1,0,0,0,399,219
2879999,2026-1-16T22:46:57+00:00,0,0,0,132,41,1,0,0,0,400,219
2889999,2026-1-16T22:47:07+00:00,0,0,0,141,46,1,1,1,0,400,219
2899999,2026-1-16T22:47:17+00:00,0,0,0,181,58,1,0,0,0,400,219
2909999,2026-1-16T22:47:27+00:00,1,1,1,230,69,7,0,0,0,400,219
2919999,2026-1-16T22:47:37+00:00,0,0,0,156,44,5,0,0,0,400,219
2929999,2026-1-16T22:47:47+00:00,0,0,0,147,38,0,0,0,0,400,219
2939999,2026-1-16T22:47:57+00:00,0,0,0,182,51,0,0,0,0,400,219
2949999,2026-1-16T22:48:07+00:00,0,0,0,132,43,0,0,0,0,400,219
2959999,2026-1-16T22:48:17+00:00,0,0,0,135,43,7,0,0,0,401,219
2969999,2026-1-16T22:48:27+00:00,0,0,0,140,42,5,0,0,0,401,219
2979999,2026-1-16T22:48:37+00:00,0,0,0,160,48,1,0,0,0,401,219
2989999,2026-1-16T22:48:47+00:00,0,0,1,137,38,2,1,1,1,402,219
2999999,2026-1-16T22:48:57+00:00,0,0,0,156,49,1,0,0,0,402,219
3009999,2026-1-16T22:49:07+00:00,0,0,0,159,49,0,0,0,0,401,219
3019999,2026-1-16T22:49:17+00:00,0,0,0,132,37,1,0,0,0,402,219
3029999,2026-1-16T22:49:27+00:00,0,0,0,154,39,1,0,0,0,402,219
3039999,2026-1-16T22:49:37+00:00,0,0,0,168,46,0,0,0,0,401,219
3049999,2026-1-16T22:49:47+00:00,0,0,0,196,59,0,0,0,0,401,219
3059999,2026-1-16T22:49:57+00:00,0,0,0,152,45,1,0,0,0,401,219
3069999,2026-1-16T22:50:07+00:00,0,0,0,139,36,4,0,0,0,401,219
3079999,2026-1-16T22:50:17+00:00,0,0,0,183,51,4,0,0,0,401,219
3089999,2026-1-16T22:50:27+00:00,0,0,0,198,57,2,0,0,0,401,219
3099999,2026-1-16T22:50:37+00:00,0,0,0,147,45,1,0,0,0,401,219
3109999,2026-1-16T22:50:47+00:00,0,0,0,133,39,1,0,0,0,401,219
3119999,2026-1-16T22:50:57+00:00,0,0,0,127,40,1,0,0,0,402,219
3129999,2026-1-16T22:51:07+00:00,0,0,1,138,43,1,1,1,1,402,219
3139999,2026-1-16T22:51:17+00:00,0,0,0,204,64,0,0,0,0,402,219
3149999,2026-1-16T22:51:27+00:00,1,1,1,260,82,2,0,0,0,402,219
3159999,2026-1-16T22:51:37+00:00,0,0,0,171,53,1,0,0,0,402,219
3169999,2026-1-16T22:51:47+00:00,0,0,0,144,44,1,0,0,0,402,219
3179999,2026-1-16T22:51:57+00:00,0,0,0,213,63,1,0,0,0,402,219
3189999,2026-1-16T22:52:07+00:00,0,0,0,214,63,1,0,0,0,402,219
3199999,2026-1-16T22:52:17+00:00,0,0,0,215,55,1,0,0,0,402,219
3209999,2026-1-16T22:52:27+00:00,0,0,0,182,48,2,0,0,0,402,219
3219999,2026-1-16T22:52:37+00:00,0,0,0,171,51,3,1,0,0,402,219
3229999,2026-1-16T22:52:47+00:00,0,0,1,187,61,5,2,1,1,402,219
3239999,2026-1-16T22:52:57+00:00,0,0,0,165,50,2,0,0,0,402,219
