ms,UTC_timestamp,PM1.0,PM2.5,PM10.0,0.3um,0.5um,1.0um,2.5um,5.0um,10.0um,co2
1380000,2025-12-29T22:14:57+00:00,0,0,0,47,13,0,0,0,0,403
1390000,2025-12-29T22:15:07+00:00,0,0,0,65,17,3,2,1,0,404
1400000,2025-12-29T22:15:17+00:00,0,0,1,84,26,5,3,1,0,404
1410000,2025-12-29T22:15:27+00:00,0,0,0,50,16,1,0,0,0,404
1420000,2025-12-29T22:15:37+00:00,0,0,0,24,8,0,0,0,0,404
1430000,2025-12-29T22:15:47+00:00,0,0,0,29,9,0,0,0,0,404
1440000,2025-12-29T22:15:57+00:00,0,0,0,31,10,0,0,0,0,404
1450000,2025-12-29T22:16:07+00:00,0,0,0,24,8,0,0,0,0,404
1460000,2025-12-29T22:16:17+00:00,0,0,0,45,12,1,0,0,0,404
1470000,2025-12-29T22:16:27+00:00,0,0,0,59,15,3,1,0,0,404
1480000,2025-12-29T22:16:37+00:00,0,0,0,64,17,3,0,0,0,404
1490000,2025-12-29T22:16:47+00:00,0,0,0,63,18,1,1,1,0,404
1500000,2025-12-29T22:16:57+00:00,0,0,0,57,17,0,0,0,0,404
1510000,2025-12-29T22:17:07+00:00,0,0,0,42,12,0,0,0,0,404
1520000,2025-12-29T22:17:17+00:00,0,0,0,27,8,2,2,1,0,404
1530000,2025-12-29T22:17:27+00:00,0,0,0,43,12,3,3,0,0,404
1540000,2025-12-29T22:17:37+00:00,0,0,0,39,11,2,1,0,0,404
1550000,2025-12-29T22:17:47+00:00,0,0,2,66,22,10,5,1,0,404
1560000,2025-12-29T22:17:57+00:00,0,0,1,74,24,8,4,0,0,403
1570000,2025-12-29T22:18:07+00:00,0,0,0,58,19,3,0,0,0,403
1580000,2025-12-29T22:18:17+00:00,0,0,0,47,13,2,0,0,0,403
1590000,2025-12-29T22:18:27+00:00,0,0,0,81,21,3,0,0,0,403
1600000,2025-12-29T22:18:37+00:00,0,0,0,99,30,4,1,0,0,403
1610000,2025-12-29T22:18:47+00:00,0,0,0,111,36,3,0,0,0,403
1620000,2025-12-29T22:18:57+00:00,0,0,0,96,28,7,2,0,0,403
1630000,2025-12-29T22:19:07+00:00,0,0,0,73,18,5,3,0,0,403
1640000,2025-12-29T22:19:17+00:00,0,0,0,98,26,3,1,0,0,403
1650000,2025-12-29T22:19:27+00:00,0,0,1,130,42,6,2,0,0,403
1660000,2025-12-29T22:19:37+00:00,1,1,1,177,57,6,1,0,0,403
1670000,2025-12-29T22:19:47+00:00,0,0,0,80,23,4,1,0,0,403
1680000,2025-12-29T22:19:57+00:00,0,0,1,54,16,5,3,0,0,402
1690000,2025-12-29T22:20:07+00:00,0,0,0,78,22,3,1,0,0,402
1700000,2025-12-29T22:20:17+00:00,0,0,0,111,28,2,0,0,0,402
1710000,2025-12-29T22:20:27+00:00,0,0,0,99,26,1,0,0,0,402
1720000,2025-12-29T22:20:37+00:00,0,0,0,81,23,1,0,0,0,402
1730000,2025-12-29T22:20:47+00:00,0,0,0,57,19,2,1,0,0,401
1740000,2025-12-29T22:20:57+00:00,0,0,0,81,27,5,0,0,0,401
1750000,2025-12-29T22:21:07+00:00,0,0,0,59,19,2,0,0,0,402
1760000,2025-12-29T22:21:17+00:00,0,0,0,21,5,0,0,0,0,402
1770000,2025-12-29T22:21:27+00:00,0,0,2,72,19,8,6,2,0,402
1780000,2025-12-29T22:21:37+00:00,0,0,2,93,26,7,5,2,0,402
1790000,2025-12-29T22:21:47+00:00,0,0,0,77,21,4,2,0,0,402
1800000,2025-12-29T22:21:57+00:00,0,0,0,60,16,4,2,0,0,402
1810000,2025-12-29T22:22:07+00:00,0,0,0,27,7,1,0,0,0,402
1820000,2025-12-29T22:22:17+00:00,0,0,0,23,6,1,0,0,0,402
1830000,2025-12-29T22:22:27+00:00,0,0,0,45,12,0,0,0,0,402
1840000,2025-12-29T22:22:37+00:00,0,0,0,55,17,0,0,0,0,402
1850000,2025-12-29T22:22:47+00:00,0,0,0,39,11,2,0,0,0,402
1860000,2025-12-29T22:22:57+00:00,0,0,1,81,25,9,1,0,0,402
1870000,2025-12-29T22:23:07+00:00,0,0,0,114,34,5,0,0,0,402
1880000,2025-12-29T22:23:17+00:00,0,0,0,108,30,2,1,0,0,402
1890000,2025-12-29T22:23:27+00:00,0,0,0,32,9,1,1,0,0,402
1900000,2025-12-29T22:23:37+00:00,0,0,0,54,18,6,1,0,0,402
1910000,2025-12-29T22:23:47+00:00,0,0,1,87,28,13,1,1,0,402
1920000,2025-12-29T22:23:57+00:00,0,0,0,69,22,6,0,0,0,402
1930000,2025-12-29T22:24:07+00:00,0,0,0,33,10,1,1,1,1,402
1940000,2025-12-29T22:24:17+00:00,0,0,0,36,9,1,1,0,0,402
1950000,2025-12-29T22:24:27+00:00,0,0,0,41,9,1,0,0,0,402
1960000,2025-12-29T22:24:37+00:00,0,0,0,61,16,2,0,0,0,402
1970000,2025-12-29T22:24:47+00:00,0,0,0,66,20,1,1,0,0,402
1980000,2025-12-29T22:24:57+00:00,0,0,0,51,15,0,0,0,0,402
1990000,2025-12-29T22:25:07+00:00,0,0,0,63,19,0,0,0,0,402
2000000,2025-12-29T22:25:17+00:00,0,0,0,66,20,1,0,0,0,402
2010000,2025-12-29T22:25:27+00:00,0,0,0,55,15,2,0,0,0,402
2020000,2025-12-29T22:25:37+00:00,0,0,0,38,9,0,0,0,0,402
2030000,2025-12-29T22:25:47+00:00,0,0,0,33,8,0,0,0,0,402
2040000,2025-12-29T22:25:57+00:00,0,0,0,56,15,1,1,0,0,402
2050000,2025-12-29T22:26:07+00:00,0,0,0,55,16,1,1,0,0,403
2060000,2025-12-29T22:26:17+00:00,0,0,0,30,9,1,1,0,0,403
2070000,2025-12-29T22:26:27+00:00,0,0,1,50,16,3,2,1,1,402
2080000,2025-12-29T22:26:37+00:00,0,0,0,63,21,3,1,0,0,402
2090000,2025-12-29T22:26:47+00:00,0,0,0,33,10,2,1,0,0,403
2100000,2025-12-29T22:26:57+00:00,0,0,0,67,21,3,0,0,0,403
2110000,2025-12-29T22:27:07+00:00,0,0,0,87,27,4,1,0,0,403
2120000,2025-12-29T22:27:17+00:00,0,0,0,51,14,2,2,0,0,403
2130000,2025-12-29T22:27:27+00:00,0,0,0,48,13,3,1,0,0,403
2140000,2025-12-29T22:27:37+00:00,0,0,0,83,25,6,0,0,0,403
2150000,2025-12-29T22:27:47+00:00,0,0,0,104,30,4,1,0,0,403
2160000,2025-12-29T22:27:57+00:00,0,0,2,99,29,4,4,2,0,403
2170000,2025-12-29T22:28:07+00:00,0,0,3,92,26,6,5,5,0,403
2180000,2025-12-29T22:28:17+00:00,0,0,0,96,29,3,1,1,0,403
2190000,2025-12-29T22:28:27+00:00,0,0,0,58,18,2,1,0,0,403
2200000,2025-12-29T22:28:37+00:00,0,0,0,72,22,5,0,0,0,403
2210000,2025-12-29T22:28:47+00:00,0,0,0,90,28,7,0,0,0,403
2220000,2025-12-29T22:28:57+00:00,0,0,0,58,17,2,1,0,0,403
2230000,2025-12-29T22:29:07+00:00,0,0,0,141,40,8,1,0,0,404
2240000,2025-12-29T22:29:17+00:00,0,0,1,138,40,9,2,1,1,404
2250000,2025-12-29T22:29:27+00:00,0,0,0,75,23,5,2,0,0,404
2260000,2025-12-29T22:29:37+00:00,0,0,0,69,21,4,1,0,0,404
2270000,2025-12-29T22:29:47+00:00,0,0,0,66,19,3,1,0,0,404
2280000,2025-12-29T22:29:57+00:00,0,0,0,60,17,3,1,0,0,404
2290000,2025-12-29T22:30:07+00:00,0,0,0,32,8,2,1,0,0,404
2300000,2025-12-29T22:30:17+00:00,0,0,0,36,9,1,1,1,0,404
2310000,2025-12-29T22:30:27+00:00,0,0,0,63,19,2,1,0,0,404
2320000,2025-12-29T22:30:37+00:00,0,0,0,92,29,2,0,0,0,404
2330000,2025-12-29T22:30:47+00:00,0,0,0,72,24,2,0,0,0,404
2340000,2025-12-29T22:30:57+00:00,0,0,0,42,14,3,1,0,0,404
2350000,2025-12-29T22:31:07+00:00,0,0,0,38,12,5,0,0,0,404
2360000,2025-12-29T22:31:17+00:00,0,0,0,45,15,5,0,0,0,403
2370000,2025-12-29T22:31:27+00:00,0,0,0,33,11,1,0,0,0,403
2380000,2025-12-29T22:31:37+00:00,0,0,0,31,9,0,0,0,0,403
2390000,2025-12-29T22:31:47+00:00,0,0,0,60,17,3,0,0,0,403
2400000,2025-12-29T22:31:57+00:00,0,0,0,49,15,5,1,0,0,403
2410000,2025-12-29T22:32:07+00:00,0,0,0,90,27,8,1,1,0,403
2420000,2025-12-29T22:32:17+00:00,0,0,0,114,35,6,1,0,0,403
2430000,2025-12-29T22:32:27+00:00,0,0,0,81,26,2,1,0,0,403
2440000,2025-12-29T22:32:37+00:00,0,0,0,62,18,3,0,0,0,403
2450000,2025-12-29T22:32:47+00:00,0,0,0,52,17,3,0,0,0,403
2460000,2025-12-29T22:32:57+00:00,0,0,0,45,15,1,0,0,0,403
2470000,2025-12-29T22:33:07+00:00,0,0,0,64,18,2,1,0,0,403
2480000,2025-12-29T22:33:17+00:00,0,0,0,50,14,1,0,0,0,403
2490000,2025-12-29T22:33:27+00:00,0,0,0,43,13,0,0,0,0,403
2500000,2025-12-29T22:33:37+00:00,0,0,1,91,28,3,3,1,0,403
2510000,2025-12-29T22:33:47+00:00,0,0,1,103,34,5,3,1,0,403
2520000,2025-12-29T22:33:57+00:00,0,0,0,99,33,4,0,0,0,403
2530000,2025-12-29T22:34:07+00:00,0,0,1,90,30,5,3,1,0,403
2540000,2025-12-29T22:34:17+00:00,0,0,1,51,17,6,5,2,0,403
2550000,2025-12-29T22:34:27+00:00,0,0,1,38,12,4,3,1,0,403
2560000,2025-12-29T22:34:37+00:00,0,0,0,48,15,1,1,0,0,403
2570000,2025-12-29T22:34:47+00:00,0,0,0,35,9,0,0,0,0,402
2580000,2025-12-29T22:34:57+00:00,0,0,0,66,19,1,1,0,0,402
2590000,2025-12-29T22:35:07+00:00,0,0,0,65,19,1,1,0,0,402
2600000,2025-12-29T22:35:17+00:00,0,0,0,61,20,3,1,1,0,402
2610000,2025-12-29T22:35:27+00:00,0,0,0,107,32,8,1,0,0,402
2620000,2025-12-29T22:35:37+00:00,0,0,0,94,28,7,0,0,0,402
2630000,2025-12-29T22:35:47+00:00,0,0,0,56,17,4,0,0,0,402
2640000,2025-12-29T22:35:57+00:00,0,0,0,62,17,2,0,0,0,402
2650000,2025-12-29T22:36:07+00:00,0,0,0,72,21,1,0,0,0,402
2660000,2025-12-29T22:36:17+00:00,0,0,0,38,9,0,0,0,0,402
2670000,2025-12-29T22:36:27+00:00,0,0,0,41,12,1,1,0,0,402
2680000,2025-12-29T22:36:37+00:00,0,0,0,54,16,1,1,0,0,402
2690000,2025-12-29T22:36:47+00:00,0,0,0,78,23,2,1,0,0,402
2700000,2025-12-29T22:36:57+00:00,0,0,0,66,21,4,0,0,0,402
2710000,2025-12-29T22:37:07+00:00,0,0,0,93,30,9,0,0,0,402
2720000,2025-12-29T22:37:17+00:00,0,1,2,156,50,16,3,0,0,402
2730000,2025-12-29T22:37:27+00:00,0,0,0,71,23,6,3,0,0,402
2740000,2025-12-29T22:37:37+00:00,0,0,0,41,13,1,0,0,0,402
2750000,2025-12-29T22:37:47+00:00,0,0,0,67,20,4,1,0,0,402
2760000,2025-12-29T22:37:57+00:00,0,0,0,57,18,2,0,0,0,402
2770000,2025-12-29T22:38:07+00:00,0,0,0,53,17,0,0,0,0,402
2780000,2025-12-29T22:38:17+00:00,0,0,0,112,32,0,0,0,0,402
2790000,2025-12-29T22:38:27+00:00,0,0,0,99,28,2,0,0,0,402
2800000,2025-12-29T22:38:37+00:00,0,0,0,94,29,5,1,0,0,402
2810000,2025-12-29T22:38:47+00:00,0,0,0,88,28,6,1,0,0,402
2820000,2025-12-29T22:38:57+00:00,0,0,0,69,23,6,3,0,0,402
2830000,2025-12-29T22:39:07+00:00,0,0,0,72,23,2,2,0,0,402
2840000,2025-12-29T22:39:17+00:00,0,1,1,128,38,8,1,0,0,402
2850000,2025-12-29T22:39:27+00:00,0,0,0,94,27,6,0,0,0,402
2860000,2025-12-29T22:39:37+00:00,0,0,1,45,13,2,2,2,0,402
2870000,2025-12-29T22:39:47+00:00,0,0,2,48,15,3,3,3,1,402
2880000,2025-12-29T22:39:57+00:00,0,0,0,47,14,3,1,1,0,402
2890000,2025-12-29T22:40:07+00:00,0,0,1,103,32,3,1,1,0,402
2900000,2025-12-29T22:40:17+00:00,0,0,1,117,34,3,1,1,0,402
2910000,2025-12-29T22:40:27+00:00,0,0,0,53,15,2,1,1,0,402
2920000,2025-12-29T22:40:37+00:00,0,0,0,47,13,1,1,0,0,402
2930000,2025-12-29T22:40:47+00:00,0,0,0,67,22,1,0,0,0,402
2940000,2025-12-29T22:40:57+00:00,0,0,0,55,18,0,0,0,0,402
2950000,2025-12-29T22:41:07+00:00,0,0,0,67,21,0,0,0,0,402
2960000,2025-12-29T22:41:17+00:00,0,0,0,84,26,1,0,0,0,402
2970000,2025-12-29T22:41:27+00:00,0,0,0,93,26,2,1,0,0,402
2980000,2025-12-29T22:41:37+00:00,0,0,1,103,24,3,3,1,1,402
2990000,2025-12-29T22:41:47+00:00,0,0,1,66,17,3,3,1,0,402
3000000,2025-12-29T22:41:57+00:00,0,0,0,21,7,0,0,0,0,402
3010000,2025-12-29T22:42:07+00:00,0,0,0,31,7,1,1,1,0,402
3020000,2025-12-29T22:42:17+00:00,0,0,0,71,16,0,0,0,0,402
3030000,2025-12-29T22:42:27+00:00,0,0,0,92,25,0,0,0,0,402
3040000,2025-12-29T22:42:37+00:00,0,0,0,111,32,4,0,0,0,402
3050000,2025-12-29T22:42:47+00:00,0,0,0,57,17,3,0,0,0,402
3060000,2025-12-29T22:42:57+00:00,0,0,0,45,15,3,0,0,0,402
3070000,2025-12-29T22:43:07+00:00,0,0,0,75,25,4,1,0,0,402
3080000,2025-12-29T22:43:17+00:00,0,0,0,75,24,2,0,0,0,402
3090000,2025-12-29T22:43:27+00:00,0,0,0,63,19,3,1,0,0,402
3100000,2025-12-29T22:43:37+00:00,0,0,0,51,15,2,0,0,0,403
3110000,2025-12-29T22:43:47+00:00,0,0,0,36,11,0,0,0,0,402
3120000,2025-12-29T22:43:57+00:00,0,0,0,30,9,0,0,0,0,403
3130000,2025-12-29T22:44:07+00:00,0,0,0,42,13,5,2,0,0,403
3140000,2025-12-29T22:44:17+00:00,0,0,0,53,15,5,2,0,0,403
3150000,2025-12-29T22:44:27+00:00,0,0,0,46,14,1,0,0,0,403
3160000,2025-12-29T22:44:37+00:00,0,0,0,51,17,1,0,0,0,403
3170000,2025-12-29T22:44:47+00:00,0,0,0,45,15,1,0,0,0,403
3180000,2025-12-29T22:44:57+00:00,0,0,0,30,10,0,0,0,0,403
3190000,2025-12-29T22:45:07+00:00,0,0,0,32,9,1,1,0,0,403
3200000,2025-12-29T22:45:17+00:00,0,0,0,57,17,2,1,0,0,403
3210000,2025-12-29T22:45:27+00:00,0,0,0,96,30,7,1,0,0,403
3220000,2025-12-29T22:45:37+00:00,0,0,0,134,38,5,0,0,0,402
3230000,2025-12-29T22:45:47+00:00,0,0,0,120,34,5,0,0,0,402
3240000,2025-12-29T22:45:57+00:00,0,0,0,61,18,4,1,1,0,403
3250000,2025-12-29T22:46:07+00:00,0,0,0,14,4,0,0,0,0,403
3260000,2025-12-29T22:46:17+00:00,0,0,0,21,6,3,0,0,0,403
3270000,2025-12-29T22:46:27+00:00,0,0,1,111,35,21,6,0,0,403
3280000,2025-12-29T22:46:37+00:00,0,0,0,97,30,8,3,0,0,403
3290000,2025-12-29T22:46:47+00:00,0,0,0,61,20,4,3,0,0,403
3300000,2025-12-29T22:46:57+00:00,0,0,0,57,17,4,1,0,0,403
3310000,2025-12-29T22:47:07+00:00,0,0,0,33,7,1,0,0,0,403
3320000,2025-12-29T22:47:17+00:00,0,0,0,18,3,0,0,0,0,403
3330000,2025-12-29T22:47:27+00:00,0,0,0,30,9,0,0,0,0,403
3340000,2025-12-29T22:47:37+00:00,0,0,0,54,15,0,0,0,0,403
3350000,2025-12-29T22:47:47+00:00,0,0,0,128,37,1,0,0,0,403
3360000,2025-12-29T22:47:57+00:00,0,0,0,104,31,3,1,1,0,403
3370000,2025-12-29T22:48:07+00:00,0,0,0,71,23,3,0,0,0,403
3380000,2025-12-29T22:48:17+00:00,0,0,0,78,22,1,0,0,0,403
3390000,2025-12-29T22:48:27+00:00,0,0,0,69,19,3,0,0,0,403
