ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2026-1-13T19:02:07+00:00,,,,16.83,101159.254
20000,2026-1-13T19:02:17+00:00,,,,16.98,101169.99
30000,2026-1-13T19:02:27+00:00,,,,17.15,101166.167
40000,2026-1-13T19:02:37+00:00,,,,17.32,101168.187
50000,2026-1-13T19:02:47+00:00,,,,17.48,101169.143
60000,2026-1-13T19:02:57+00:00,,,,17.57,101171.11
70000,2026-1-13T19:03:07+00:00,,,,17.68,101170.119
80000,2026-1-13T19:03:17+00:00,,,,17.75,101174.18
90000,2026-1-13T19:03:27+00:00,,,,17.76,101169.83
100000,2026-1-13T19:03:37+00:00,,,,17.83,101167.254
110000,2026-1-13T19:03:47+00:00,,,,17.88,101165.76
120000,2026-1-13T19:03:57+00:00,,,,17.95,101171.218
130000,2026-1-13T19:04:07+00:00,,,,17.98,101163.221
140000,2026-1-13T19:04:17+00:00,,,,18.1,101165.181
150000,2026-1-13T19:04:27+00:00,,,,17.98,101167.249
160000,2026-1-13T19:04:37+00:00,,,,17.94,101168.15
170000,2026-1-13T19:04:47+00:00,,,,17.97,101169.196
180000,2026-1-13T19:04:57+00:00,,,,18.0,101169.35
190000,2026-1-13T19:05:07+00:00,,,,18.1,101169.47
200000,2026-1-13T19:05:17+00:00,,,,17.94,101167.229
210000,2026-1-13T19:05:27+00:00,,,,17.93,101166.141
220000,2026-1-13T19:05:37+00:00,,,,17.92,101163.63
230000,2026-1-13T19:05:47+00:00,,,,17.89,101171.18
240000,2026-1-13T19:05:57+00:00,,,,17.79,101170.54
250000,2026-1-13T19:06:07+00:00,,,,17.70,101173.78
260000,2026-1-13T19:06:17+00:00,,,,17.63,101171.178
270000,2026-1-13T19:06:27+00:00,,,,17.62,101170.93
280000,2026-1-13T19:06:37+00:00,,,,17.62,101173.201
290000,2026-1-13T19:06:47+00:00,,,,17.61,101175.104
300000,2026-1-13T19:06:57+00:00,,,,17.59,101176.3
310000,2026-1-13T19:07:07+00:00,,,,17.53,101178.179
320000,2026-1-13T19:07:17+00:00,,,,17.52,101176.98
330000,2026-1-13T19:07:27+00:00,,,,17.51,101174.184
340000,2026-1-13T19:07:37+00:00,,,,17.50,101181.26
350000,2026-1-13T19:07:47+00:00,,,,17.43,101177.84
360000,2026-1-13T19:07:57+00:00,,,,17.37,101176.137
370000,2026-1-13T19:08:07+00:00,,,,17.34,101173.214
380000,2026-1-13T19:08:17+00:00,,,,17.28,101178.199
390000,2026-1-13T19:08:27+00:00,,,,17.21,101175.43
400000,2026-1-13T19:08:37+00:00,,,,17.11,101171.81
410000,2026-1-13T19:08:47+00:00,,,,17.3,101171.74
420000,2026-1-13T19:08:57+00:00,,,,16.95,101173.15
430000,2026-1-13T19:09:07+00:00,,,,16.95,101169.80
440000,2026-1-13T19:09:17+00:00,,,,16.92,101169.188
450000,2026-1-13T19:09:27+00:00,,,,16.82,101169.207
460000,2026-1-13T19:09:37+00:00,,,,16.72,101169.227
470000,2026-1-13T19:09:47+00:00,,,,16.68,101171.107
480000,2026-1-13T19:09:57+00:00,,,,16.65,101171.214
