ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
9999,2026-1-15T18:46:08+00:00,,,,18.24,99100.175
19999,2026-1-15T18:46:18+00:00,,,,18.37,99101.83
29999,2026-1-15T18:46:28+00:00,,,,18.50,99099.86
39999,2026-1-15T18:46:38+00:00,,,,18.56,99106.33
49999,2026-1-15T18:46:48+00:00,,,,18.63,99100.196
59999,2026-1-15T18:46:58+00:00,,,,18.70,99096.100
69999,2026-1-15T18:47:08+00:00,,,,18.73,99097.211
79999,2026-1-15T18:47:18+00:00,,,,18.73,99097.43
89999,2026-1-15T18:47:28+00:00,,,,18.72,99100.203
99999,2026-1-15T18:47:38+00:00,,,,18.79,99098.55
109999,2026-1-15T18:47:48+00:00,,,,18.79,99097.221
119999,2026-1-15T18:47:58+00:00,,,,18.87,99097.21
129999,2026-1-15T18:48:08+00:00,,,,18.89,99096.185
139999,2026-1-15T18:48:18+00:00,,,,18.84,99096.126
149999,2026-1-15T18:48:28+00:00,,,,18.80,99087.173
159999,2026-1-15T18:48:38+00:00,,,,18.80,99094.143
169999,2026-1-15T18:48:48+00:00,,,,18.78,99088.53
179999,2026-1-15T18:48:58+00:00,,,,18.75,99087.152
189999,2026-1-15T18:49:08+00:00,,,,18.74,99078.139
199999,2026-1-15T18:49:18+00:00,,,,18.69,99087.177
209999,2026-1-15T18:49:28+00:00,,,,18.66,99086.190
219999,2026-1-15T18:49:38+00:00,,,,18.59,99084.184
229999,2026-1-15T18:49:48+00:00,,,,18.62,99086.163
239999,2026-1-15T18:49:58+00:00,,,,18.60,99083.142
249999,2026-1-15T18:50:08+00:00,,,,18.62,99085.125
259999,2026-1-15T18:50:18+00:00,,,,18.56,99082.82
269999,2026-1-15T18:50:28+00:00,,,,18.45,99080.165
279999,2026-1-15T18:50:38+00:00,,,,18.40,99079.195
289999,2026-1-15T18:50:48+00:00,,,,18.31,99086.34
299999,2026-1-15T18:50:58+00:00,,,,18.24,99085.104
309999,2026-1-15T18:51:08+00:00,,,,18.25,99085.106
319999,2026-1-15T18:51:18+00:00,,,,18.24,99084.197
329999,2026-1-15T18:51:28+00:00,,,,18.23,99083.106
339999,2026-1-15T18:51:38+00:00,,,,18.19,99087.153
349999,2026-1-15T18:51:48+00:00,,,,18.20,99084.240
359999,2026-1-15T18:51:58+00:00,,,,18.10,99081.250
369999,2026-1-15T18:52:08+00:00,,,,18.9,99082.36
379999,2026-1-15T18:52:18+00:00,,,,18.1,99094.146
389999,2026-1-15T18:52:28+00:00,,,,17.94,99101.99
399999,2026-1-15T18:52:38+00:00,,,,17.90,99095.98
409999,2026-1-15T18:52:48+00:00,,,,17.90,99088.202
419999,2026-1-15T18:52:58+00:00,,,,17.92,99092.181
