UTC_timestamp,co2,0.3um,date,time,Wind (MPH),Vis (MI),Weather,Sky Cond,Air Temp (F),Dewpoint (F),6hr Max (F),6hr Min (F),Rel Hum,Wind Chill (F),Heat Index (F),Altimeter (IN),Sea Level Pressure (MB),Precip 1hr,Precip 3hr,Precip 6hr
2026-1-12T00:23:18+00:00,378,401,2026-01-11,23:54,W 15 G 25,10.0,Overcast,FEW030 BKN100 OVC140,39.0,19.9,44.1,39.0,46%,31.0,,29.67,1004.5,,,
2026-1-12T00:23:28+00:00,378,347,2026-01-11,23:54,W 15 G 25,10.0,Overcast,FEW030 BKN100 OVC140,39.0,19.9,44.1,39.0,46%,31.0,,29.67,1004.5,,,
2026-1-12T00:23:38+00:00,378,270,2026-01-11,23:54,W 15 G 25,10.0,Overcast,FEW030 BKN100 OVC140,39.0,19.9,44.1,39.0,46%,31.0,,29.67,1004.5,,,
2026-1-12T00:23:48+00:00,378,540,2026-01-11,23:54,W 15 G 25,10.0,Overcast,FEW030 BKN100 OVC140,39.0,19.9,44.1,39.0,46%,31.0,,29.67,1004.5,,,
2026-1-12T00:23:58+00:00,378,407,2026-01-11,23:54,W 15 G 25,10.0,Overcast,FEW030 BKN100 OVC140,39.0,19.9,44.1,39.0,46%,31.0,,29.67,1004.5,,,
2026-1-12T00:24:08+00:00,378,309,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:24:18+00:00,378,352,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:24:28+00:00,378,408,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:24:38+00:00,378,450,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:24:48+00:00,377,453,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:24:58+00:00,377,345,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:08+00:00,378,344,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:18+00:00,378,403,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:28+00:00,378,386,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:38+00:00,378,378,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:48+00:00,378,351,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:25:58+00:00,378,360,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:08+00:00,378,361,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:18+00:00,378,409,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:28+00:00,389,432,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:38+00:00,401,382,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:48+00:00,401,327,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:26:58+00:00,401,325,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:08+00:00,401,331,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:18+00:00,401,361,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:28+00:00,401,343,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:38+00:00,401,307,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:48+00:00,400,304,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:27:58+00:00,400,336,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:08+00:00,400,425,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:18+00:00,401,470,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:28+00:00,401,438,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:38+00:00,401,390,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:48+00:00,401,393,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:28:58+00:00,401,429,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:08+00:00,401,423,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:18+00:00,401,447,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:28+00:00,401,431,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:38+00:00,401,384,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:48+00:00,401,361,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:29:58+00:00,401,474,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:30:08+00:00,401,418,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:30:18+00:00,402,357,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:30:28+00:00,402,407,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:30:38+00:00,402,384,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
2026-1-12T00:30:48+00:00,402,354,2026-01-12,00:54,W 13 G 26,10.0,Overcast,FEW030 SCT110 OVC140,37.9,19.9,,,48%,31.0,,29.69,1005.2,,,
