ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2026-1-12T00:12:08+00:00,,,,13.60,100443.40
20000,2026-1-12T00:12:18+00:00,,,,13.56,100443.254
30000,2026-1-12T00:12:28+00:00,,,,13.54,100437.198
40000,2026-1-12T00:12:38+00:00,,,,13.54,100438.234
50000,2026-1-12T00:12:48+00:00,,,,13.38,100444.173
60000,2026-1-12T00:12:58+00:00,,,,13.20,100445.79
70000,2026-1-12T00:13:08+00:00,,,,13.20,100445.245
80000,2026-1-12T00:13:18+00:00,,,,13.11,100451.145
90000,2026-1-12T00:13:28+00:00,,,,13.3,100452.5
100000,2026-1-12T00:13:38+00:00,,,,12.92,100455.71
110000,2026-1-12T00:13:48+00:00,,,,12.78,100446.98
120000,2026-1-12T00:13:58+00:00,,,,12.71,100438.6
130000,2026-1-12T00:14:08+00:00,,,,12.51,100439.134
140000,2026-1-12T00:14:18+00:00,,,,12.50,100439.43
150000,2026-1-12T00:14:28+00:00,,,,12.46,100438.141
160000,2026-1-12T00:14:38+00:00,,,,12.40,100440.6
170000,2026-1-12T00:14:48+00:00,,,,12.23,100447.33
180000,2026-1-12T00:14:58+00:00,,,,12.19,100444.192
190000,2026-1-12T00:15:08+00:00,,,,12.12,100442.12
200000,2026-1-12T00:15:18+00:00,,,,12.10,100440.8
210000,2026-1-12T00:15:28+00:00,,,,12.12,100444.92
220000,2026-1-12T00:15:38+00:00,,,,12.6,100438.194
230000,2026-1-12T00:15:48+00:00,,,,11.92,100445.248
240000,2026-1-12T00:15:58+00:00,,,,11.91,100445.197
250000,2026-1-12T00:16:08+00:00,,,,11.93,100449.150
260000,2026-1-12T00:16:18+00:00,,,,11.90,100442.157
270000,2026-1-12T00:16:28+00:00,,,,11.74,100446.85
280000,2026-1-12T00:16:38+00:00,,,,11.62,100448.16
290000,2026-1-12T00:16:48+00:00,,,,11.64,100445.11
300000,2026-1-12T00:16:58+00:00,,,,11.63,100448.191
310000,2026-1-12T00:17:08+00:00,,,,11.50,100449.151
320000,2026-1-12T00:17:18+00:00,,,,11.49,100455.229
330000,2026-1-12T00:17:28+00:00,,,,11.47,100452.146
340000,2026-1-12T00:17:38+00:00,,,,11.47,100451.102
350000,2026-1-12T00:17:48+00:00,,,,11.37,100444.229
360000,2026-1-12T00:17:58+00:00,,,,11.34,100448.177
370000,2026-1-12T00:18:08+00:00,,,,11.24,100449.36
380000,2026-1-12T00:18:18+00:00,,,,11.25,100453.187
390000,2026-1-12T00:18:28+00:00,,,,11.22,100448.189
400000,2026-1-12T00:18:38+00:00,,,,11.16,100452.199
410000,2026-1-12T00:18:48+00:00,,,,11.9,100453.209
420000,2026-1-12T00:18:58+00:00,,,,11.4,100459.81
430000,2026-1-12T00:19:08+00:00,,,,10.96,100457.142
440000,2026-1-12T00:19:18+00:00,,,,10.90,100460.231
450000,2026-1-12T00:19:28+00:00,,,,10.82,100454.191
460000,2026-1-12T00:19:38+00:00,,,,10.73,100453.25
470000,2026-1-12T00:19:48+00:00,,,,10.65,100460.190
480000,2026-1-12T00:19:58+00:00,,,,10.60,100459.197
490000,2026-1-12T00:20:08+00:00,,,,10.54,100466.6
500000,2026-1-12T00:20:18+00:00,,,,10.54,100468.36
510000,2026-1-12T00:20:28+00:00,,,,10.30,100453.64
520000,2026-1-12T00:20:38+00:00,,,,10.26,100462.87
530000,2026-1-12T00:20:48+00:00,,,,10.23,100459.76
540000,2026-1-12T00:20:58+00:00,,,,10.10,100464.236
550000,2026-1-12T00:21:08+00:00,,,,10.8,100462.21
560000,2026-1-12T00:21:18+00:00,,,,10.8,100465.167
570000,2026-1-12T00:21:28+00:00,,,,10.2,100457.167
580000,2026-1-12T00:21:38+00:00,,,,10.4,100458.139
590000,2026-1-12T00:21:48+00:00,,,,9.98,100466.137
600000,2026-1-12T00:21:58+00:00,,,,9.80,100472.148
610000,2026-1-12T00:22:08+00:00,,,,9.82,100469.151
620000,2026-1-12T00:22:18+00:00,,,,9.76,100468.9
630000,2026-1-12T00:22:28+00:00,,,,9.78,100463.64
640000,2026-1-12T00:22:38+00:00,,,,9.76,100461.16
650000,2026-1-12T00:22:48+00:00,,,,9.76,100466.147
660000,2026-1-12T00:22:58+00:00,,,,9.71,100465.232
670000,2026-1-12T00:23:08+00:00,,,,9.57,100467.228
680000,2026-1-12T00:23:18+00:00,,,,9.46,100469.217
690000,2026-1-12T00:23:28+00:00,,,,9.41,100470.78
700000,2026-1-12T00:23:38+00:00,,,,9.40,100459.227
710000,2026-1-12T00:23:48+00:00,,,,9.40,100470.99
720000,2026-1-12T00:23:58+00:00,,,,9.20,100469.177
730000,2026-1-12T00:24:08+00:00,,,,9.9,100466.235
740000,2026-1-12T00:24:18+00:00,,,,8.97,100460.64
750000,2026-1-12T00:24:28+00:00,,,,8.96,100461.89
760000,2026-1-12T00:24:38+00:00,,,,8.88,100467.199
770000,2026-1-12T00:24:48+00:00,,,,8.86,100463.79
780000,2026-1-12T00:24:58+00:00,,,,8.80,100465.116
790000,2026-1-12T00:25:08+00:00,,,,8.81,100466.120
800000,2026-1-12T00:25:18+00:00,,,,8.82,100468.77
810000,2026-1-12T00:25:28+00:00,,,,8.80,100463.130
820000,2026-1-12T00:25:38+00:00,,,,8.72,100463.34
830000,2026-1-12T00:25:48+00:00,,,,8.75,100470.226
840000,2026-1-12T00:25:58+00:00,,,,8.76,100479.174
850000,2026-1-12T00:26:08+00:00,,,,8.67,100474.17
860000,2026-1-12T00:26:18+00:00,,,,8.53,100472.245
870000,2026-1-12T00:26:28+00:00,,,,8.45,100477.192
880000,2026-1-12T00:26:38+00:00,,,,8.39,100470.169
890000,2026-1-12T00:26:48+00:00,,,,8.32,100470.51
900000,2026-1-12T00:26:58+00:00,,,,8.32,100478.22
910000,2026-1-12T00:27:08+00:00,,,,8.31,100494.148
920000,2026-1-12T00:27:18+00:00,,,,8.22,100487.252
930000,2026-1-12T00:27:28+00:00,,,,8.15,100478.222
940000,2026-1-12T00:27:38+00:00,,,,8.10,100479.195
950000,2026-1-12T00:27:48+00:00,,,,8.8,100475.209
960000,2026-1-12T00:27:58+00:00,,,,8.11,100480.75
970000,2026-1-12T00:28:08+00:00,,,,8.12,100479.135
980000,2026-1-12T00:28:18+00:00,,,,8.9,100475.211
990000,2026-1-12T00:28:28+00:00,,,,8.11,100476.65
1000000,2026-1-12T00:28:38+00:00,,,,8.11,100475.71
1010000,2026-1-12T00:28:48+00:00,,,,8.12,100476.34
1020000,2026-1-12T00:28:58+00:00,,,,8.16,100476.54
