ms,UTC_timestamp,PM1.0,PM2.5,PM10.0,0.3um,0.5um,1.0um,2.5um,5.0um,10.0um,co2
10000,2026-1-12T00:12:08+00:00,6,6,6,1272,340,14,0,0,0,446
20000,2026-1-12T00:12:18+00:00,4,4,4,918,239,9,0,0,0,449
30000,2026-1-12T00:12:28+00:00,1,1,1,429,125,2,0,0,0,435
40000,2026-1-12T00:12:38+00:00,1,1,1,371,117,4,0,0,0,420
50000,2026-1-12T00:12:48+00:00,1,1,1,375,116,3,0,0,0,408
60000,2026-1-12T00:12:58+00:00,1,1,1,417,127,1,0,0,0,398
70000,2026-1-12T00:13:08+00:00,1,1,1,373,114,3,0,0,0,392
80000,2026-1-12T00:13:18+00:00,1,1,1,291,85,5,0,0,0,388
90000,2026-1-12T00:13:28+00:00,1,1,1,355,96,6,0,0,0,385
100000,2026-1-12T00:13:38+00:00,2,2,2,405,122,10,0,0,0,381
110000,2026-1-12T00:13:48+00:00,1,2,2,369,112,9,0,0,0,378
120000,2026-1-12T00:13:58+00:00,1,2,2,418,124,7,0,0,0,376
130000,2026-1-12T00:14:08+00:00,2,2,2,462,136,9,0,0,0,376
140000,2026-1-12T00:14:18+00:00,1,1,1,375,114,8,0,0,0,377
150000,2026-1-12T00:14:28+00:00,1,1,1,381,120,7,0,0,0,376
160000,2026-1-12T00:14:38+00:00,1,1,1,381,118,2,0,0,0,377
170000,2026-1-12T00:14:48+00:00,1,1,2,380,111,5,1,1,1,377
180000,2026-1-12T00:14:58+00:00,1,1,2,347,98,4,1,1,1,377
190000,2026-1-12T00:15:08+00:00,1,1,1,329,102,3,1,0,0,377
200000,2026-1-12T00:15:18+00:00,1,1,2,436,128,3,0,0,0,378
210000,2026-1-12T00:15:28+00:00,2,2,2,480,145,6,0,0,0,378
220000,2026-1-12T00:15:38+00:00,1,1,1,396,120,5,0,0,0,378
230000,2026-1-12T00:15:48+00:00,1,1,2,369,109,7,1,1,0,378
240000,2026-1-12T00:15:58+00:00,1,1,1,318,102,8,0,0,0,378
250000,2026-1-12T00:16:08+00:00,1,1,1,308,100,3,0,0,0,378
260000,2026-1-12T00:16:18+00:00,1,1,1,352,114,1,0,0,0,378
270000,2026-1-12T00:16:28+00:00,2,2,2,447,137,2,0,0,0,378
280000,2026-1-12T00:16:38+00:00,2,2,2,429,131,5,1,0,0,378
290000,2026-1-12T00:16:48+00:00,2,2,3,441,139,4,1,1,1,378
300000,2026-1-12T00:16:58+00:00,2,2,2,428,136,4,0,0,0,379
310000,2026-1-12T00:17:08+00:00,2,2,2,454,148,12,0,0,0,379
320000,2026-1-12T00:17:18+00:00,2,2,2,460,146,8,0,0,0,379
330000,2026-1-12T00:17:28+00:00,2,2,2,429,138,2,0,0,0,379
340000,2026-1-12T00:17:38+00:00,1,1,1,369,114,3,0,0,0,379
350000,2026-1-12T00:17:48+00:00,1,1,1,329,99,5,0,0,0,380
360000,2026-1-12T00:17:58+00:00,1,1,2,383,122,6,0,0,0,380
370000,2026-1-12T00:18:08+00:00,2,2,2,429,139,3,1,1,0,380
380000,2026-1-12T00:18:18+00:00,2,2,2,431,141,4,1,0,0,380
390000,2026-1-12T00:18:28+00:00,1,1,1,409,129,3,0,0,0,380
400000,2026-1-12T00:18:38+00:00,1,1,1,367,114,4,0,0,0,380
410000,2026-1-12T00:18:48+00:00,1,1,1,320,99,3,0,0,0,380
420000,2026-1-12T00:18:58+00:00,1,1,1,372,115,5,0,0,0,380
430000,2026-1-12T00:19:08+00:00,2,2,2,419,129,7,1,1,0,380
440000,2026-1-12T00:19:18+00:00,1,2,2,386,117,8,0,0,0,380
450000,2026-1-12T00:19:28+00:00,1,1,2,324,97,9,0,0,0,380
460000,2026-1-12T00:19:38+00:00,1,2,3,364,112,8,1,1,1,380
470000,2026-1-12T00:19:48+00:00,1,1,1,370,112,3,0,0,0,380
480000,2026-1-12T00:19:58+00:00,1,1,1,396,126,2,0,0,0,379
490000,2026-1-12T00:20:08+00:00,1,1,1,376,122,0,0,0,0,379
500000,2026-1-12T00:20:18+00:00,1,1,1,308,98,0,0,0,0,379
510000,2026-1-12T00:20:28+00:00,2,2,2,420,138,3,0,0,0,378
520000,2026-1-12T00:20:38+00:00,1,2,3,421,139,8,1,1,1,378
530000,2026-1-12T00:20:48+00:00,1,1,2,335,109,7,0,0,0,378
540000,2026-1-12T00:20:58+00:00,1,1,1,344,110,6,0,0,0,378
550000,2026-1-12T00:21:08+00:00,1,2,2,384,121,5,1,0,0,378
560000,2026-1-12T00:21:18+00:00,1,1,1,366,117,2,0,0,0,377
570000,2026-1-12T00:21:28+00:00,1,1,1,358,114,4,0,0,0,377
580000,2026-1-12T00:21:38+00:00,1,1,1,345,108,5,0,0,0,377
590000,2026-1-12T00:21:48+00:00,1,1,1,365,113,5,0,0,0,378
600000,2026-1-12T00:21:58+00:00,1,2,2,387,122,4,0,0,0,377
610000,2026-1-12T00:22:08+00:00,1,1,1,358,115,5,0,0,0,377
620000,2026-1-12T00:22:18+00:00,1,1,1,345,106,5,0,0,0,377
630000,2026-1-12T00:22:28+00:00,1,1,1,398,124,2,0,0,0,377
640000,2026-1-12T00:22:38+00:00,2,2,3,474,155,3,1,0,0,377
650000,2026-1-12T00:22:48+00:00,2,2,2,445,144,2,0,0,0,378
660000,2026-1-12T00:22:58+00:00,1,2,2,381,123,2,0,0,0,378
670000,2026-1-12T00:23:08+00:00,1,2,2,407,134,5,1,0,0,378
680000,2026-1-12T00:23:18+00:00,1,3,3,401,127,9,3,0,0,378
690000,2026-1-12T00:23:28+00:00,1,1,1,347,106,10,2,0,0,378
700000,2026-1-12T00:23:38+00:00,1,1,2,270,87,9,1,1,1,378
710000,2026-1-12T00:23:48+00:00,3,4,5,540,173,22,2,0,0,378
720000,2026-1-12T00:23:58+00:00,2,2,2,407,127,4,0,0,0,378
730000,2026-1-12T00:24:08+00:00,1,1,1,309,93,3,0,0,0,378
740000,2026-1-12T00:24:18+00:00,1,1,2,352,106,5,1,1,1,378
750000,2026-1-12T00:24:28+00:00,2,2,2,408,125,6,1,1,0,378
760000,2026-1-12T00:24:38+00:00,2,2,2,450,137,8,0,0,0,378
770000,2026-1-12T00:24:48+00:00,2,2,2,453,141,6,0,0,0,377
780000,2026-1-12T00:24:58+00:00,1,1,2,345,112,3,1,1,1,377
790000,2026-1-12T00:25:08+00:00,1,1,2,344,109,7,0,0,0,378
800000,2026-1-12T00:25:18+00:00,2,2,2,403,126,13,0,0,0,378
810000,2026-1-12T00:25:28+00:00,2,2,2,386,124,6,0,0,0,378
820000,2026-1-12T00:25:38+00:00,2,2,2,378,121,5,0,0,0,378
830000,2026-1-12T00:25:48+00:00,1,1,1,351,108,3,0,0,0,378
840000,2026-1-12T00:25:58+00:00,1,1,1,360,111,5,0,0,0,378
850000,2026-1-12T00:26:08+00:00,1,1,1,361,114,5,0,0,0,378
860000,2026-1-12T00:26:18+00:00,1,2,2,409,121,5,0,0,0,378
870000,2026-1-12T00:26:28+00:00,2,2,2,432,127,4,0,0,0,389
880000,2026-1-12T00:26:38+00:00,1,1,1,382,121,2,0,0,0,401
890000,2026-1-12T00:26:48+00:00,1,1,1,327,106,0,0,0,0,401
900000,2026-1-12T00:26:58+00:00,1,1,1,325,102,2,0,0,0,401
910000,2026-1-12T00:27:08+00:00,1,1,1,331,101,5,0,0,0,401
920000,2026-1-12T00:27:18+00:00,1,1,1,361,112,4,0,0,0,401
930000,2026-1-12T00:27:28+00:00,1,1,1,343,104,6,0,0,0,401
940000,2026-1-12T00:27:38+00:00,1,1,1,307,98,3,0,0,0,401
950000,2026-1-12T00:27:48+00:00,1,1,1,304,97,1,0,0,0,400
960000,2026-1-12T00:27:58+00:00,1,1,1,336,106,5,0,0,0,400
970000,2026-1-12T00:28:08+00:00,1,2,2,425,131,7,0,0,0,400
980000,2026-1-12T00:28:18+00:00,2,2,2,470,147,4,0,0,0,401
990000,2026-1-12T00:28:28+00:00,2,2,2,438,142,3,0,0,0,401
1000000,2026-1-12T00:28:38+00:00,2,2,2,390,127,3,0,0,0,401
1010000,2026-1-12T00:28:48+00:00,1,2,2,393,121,3,0,0,0,401
1020000,2026-1-12T00:28:58+00:00,2,2,3,429,133,10,1,1,1,401
1030000,2026-1-12T00:29:08+00:00,2,2,2,423,134,5,0,0,0,401
1040000,2026-1-12T00:29:18+00:00,2,2,2,447,141,2,0,0,0,401
1050000,2026-1-12T00:29:28+00:00,2,2,2,431,137,5,0,0,0,401
1060000,2026-1-12T00:29:38+00:00,1,2,2,384,124,7,0,0,0,401
1070000,2026-1-12T00:29:48+00:00,1,2,2,361,117,11,0,0,0,401
1080000,2026-1-12T00:29:58+00:00,2,3,3,474,152,11,0,0,0,401
1090000,2026-1-12T00:30:08+00:00,2,2,2,418,132,4,0,0,0,401
1100000,2026-1-12T00:30:18+00:00,1,1,1,357,108,1,0,0,0,402
1110000,2026-1-12T00:30:28+00:00,1,1,1,407,124,2,0,0,0,402
1120000,2026-1-12T00:30:38+00:00,1,1,2,384,121,5,1,1,0,402
1130000,2026-1-12T00:30:48+00:00,1,1,2,354,105,6,1,0,0,402
1140000,2026-1-12T00:30:58+00:00,1,1,2,328,98,4,1,0,0,402
1150000,2026-1-12T00:31:08+00:00,1,1,2,368,115,4,1,1,0,402
1160000,2026-1-12T00:31:18+00:00,2,2,2,404,127,7,0,0,0,402
1170000,2026-1-12T00:31:28+00:00,1,2,2,351,111,5,0,0,0,402
1180000,2026-1-12T00:31:38+00:00,1,1,1,342,109,4,1,0,0,402
1190000,2026-1-12T00:31:48+00:00,2,2,2,398,120,8,0,0,0,402
1200000,2026-1-12T00:31:58+00:00,1,1,1,356,109,4,0,0,0,402
1210000,2026-1-12T00:32:08+00:00,1,1,1,355,111,6,0,0,0,402
