ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2025-12-26T20:31:08+00:00,,,,16.0,101350.136
20000,2025-12-26T20:31:18+00:00,,,,15.66,101348.217
30000,2025-12-26T20:31:28+00:00,,,,15.34,101350.141
40000,2025-12-26T20:31:38+00:00,,,,15.12,101354.47
50000,2025-12-26T20:31:48+00:00,,,,14.91,101353.82
60000,2025-12-26T20:31:58+00:00,,,,14.69,101356.22
70000,2025-12-26T20:32:08+00:00,,,,14.45,101358.64
80000,2025-12-26T20:32:18+00:00,,,,14.17,101362.187
90000,2025-12-26T20:32:28+00:00,,,,13.89,101362.196
100000,2025-12-26T20:32:38+00:00,,,,13.67,101365.63
110000,2025-12-26T20:32:48+00:00,,,,13.46,101361.0
120000,2025-12-26T20:32:58+00:00,,,,13.27,101359.152
130000,2025-12-26T20:33:08+00:00,,,,13.10,101361.132
140000,2025-12-26T20:33:18+00:00,,,,12.94,101362.154
150000,2025-12-26T20:33:28+00:00,,,,12.76,101367.20
160000,2025-12-26T20:33:38+00:00,,,,12.59,101365.52
170000,2025-12-26T20:33:48+00:00,,,,12.39,101361.105
180000,2025-12-26T20:33:58+00:00,,,,12.25,101365.129
190000,2025-12-26T20:34:08+00:00,,,,12.17,101368.127
200000,2025-12-26T20:34:18+00:00,,,,12.3,101365.255
210000,2025-12-26T20:34:28+00:00,,,,11.90,101368.208
220000,2025-12-26T20:34:38+00:00,,,,11.76,101372.65
230000,2025-12-26T20:34:48+00:00,,,,11.63,101372.230
240000,2025-12-26T20:34:58+00:00,,,,11.47,101375.90
250000,2025-12-26T20:35:08+00:00,,,,11.32,101372.168
260000,2025-12-26T20:35:18+00:00,,,,11.19,101373.197
270000,2025-12-26T20:35:28+00:00,,,,11.4,101370.12
280000,2025-12-26T20:35:38+00:00,,,,10.92,101371.128
290000,2025-12-26T20:35:48+00:00,,,,10.79,101370.202
300000,2025-12-26T20:35:58+00:00,,,,10.62,101375.129
310000,2025-12-26T20:36:08+00:00,,,,10.46,101371.59
320000,2025-12-26T20:36:18+00:00,,,,10.31,101380.134
330000,2025-12-26T20:36:28+00:00,,,,10.21,101381.231
340000,2025-12-26T20:36:38+00:00,,,,10.8,101380.213
350000,2025-12-26T20:36:48+00:00,,,,9.96,101379.109
360000,2025-12-26T20:36:58+00:00,,,,9.82,101382.106
370000,2025-12-26T20:37:08+00:00,,,,9.68,101382.185
380000,2025-12-26T20:37:18+00:00,,,,9.54,101380.248
390000,2025-12-26T20:37:28+00:00,,,,9.40,101379.36
400000,2025-12-26T20:37:38+00:00,,,,9.31,101380.165
410000,2025-12-26T20:37:48+00:00,,,,9.21,101379.95
420000,2025-12-26T20:37:58+00:00,,,,9.14,101381.119
430000,2025-12-26T20:38:08+00:00,,,,9.7,101384.144
440000,2025-12-26T20:38:18+00:00,,,,8.91,101381.220
450000,2025-12-26T20:38:28+00:00,,,,8.80,101383.236
