ms,UTC_timestamp,PM1.0,PM2.5,PM10.0,0.3um,0.5um,1.0um,2.5um,5.0um,10.0um,co2
10000,2025-12-29T09:30:08+00:00,0,0,1,166,52,4,1,1,0,468
20000,2025-12-29T09:30:18+00:00,0,0,0,183,57,2,0,0,0,486
30000,2025-12-29T09:30:28+00:00,1,3,3,482,152,33,0,0,0,526
40000,2025-12-29T09:30:38+00:00,2,6,6,612,186,52,0,0,0,545
50000,2025-12-29T09:30:48+00:00,3,5,7,628,182,38,4,2,2,533
60000,2025-12-29T09:30:58+00:00,3,4,8,632,190,25,5,4,4,505
70000,2025-12-29T09:31:08+00:00,0,0,1,257,81,7,1,1,1,477
80000,2025-12-29T09:31:18+00:00,0,0,0,139,36,8,0,0,0,463
90000,2025-12-29T09:31:28+00:00,0,0,0,195,52,8,0,0,0,450
100000,2025-12-29T09:31:38+00:00,0,0,0,218,63,1,0,0,0,438
110000,2025-12-29T09:31:48+00:00,0,0,0,159,45,2,0,0,0,430
120000,2025-12-29T09:31:58+00:00,0,0,0,123,36,6,0,0,0,424
130000,2025-12-29T09:32:08+00:00,0,0,1,133,40,7,1,1,0,419
140000,2025-12-29T09:32:18+00:00,1,2,3,345,103,14,2,2,0,415
150000,2025-12-29T09:32:28+00:00,3,4,4,619,193,23,0,0,0,413
160000,2025-12-29T09:32:38+00:00,4,7,7,747,233,55,1,0,0,412
170000,2025-12-29T09:32:48+00:00,4,8,9,844,254,84,2,0,0,410
180000,2025-12-29T09:32:58+00:00,3,6,6,746,215,49,2,0,0,410
190000,2025-12-29T09:33:08+00:00,3,5,6,696,203,39,4,0,0,410
200000,2025-12-29T09:33:18+00:00,4,4,4,660,197,29,1,0,0,412
210000,2025-12-29T09:33:28+00:00,3,4,4,629,195,21,0,0,0,412
220000,2025-12-29T09:33:38+00:00,2,3,3,483,153,16,0,0,0,412
230000,2025-12-29T09:33:48+00:00,2,2,2,385,120,13,0,0,0,412
240000,2025-12-29T09:33:58+00:00,2,2,4,413,125,15,2,2,2,411
250000,2025-12-29T09:34:08+00:00,1,1,3,377,119,13,1,1,1,411
260000,2025-12-29T09:34:18+00:00,0,1,1,365,117,16,0,0,0,411
270000,2025-12-29T09:34:28+00:00,2,3,3,440,139,18,0,0,0,412
280000,2025-12-29T09:34:38+00:00,2,3,3,447,138,19,0,0,0,411
290000,2025-12-29T09:34:48+00:00,0,1,1,300,91,18,0,0,0,412
300000,2025-12-29T09:34:58+00:00,1,1,1,273,78,7,0,0,0,412
310000,2025-12-29T09:35:08+00:00,0,0,0,358,97,6,0,0,0,412
320000,2025-12-29T09:35:18+00:00,0,0,0,341,93,5,0,0,0,412
330000,2025-12-29T09:35:28+00:00,1,1,1,236,67,2,0,0,0,412
340000,2025-12-29T09:35:38+00:00,0,0,0,150,45,2,0,0,0,412
350000,2025-12-29T09:35:48+00:00,0,0,0,96,23,1,0,0,0,412
360000,2025-12-29T09:35:58+00:00,0,0,0,159,40,7,0,0,0,412
370000,2025-12-29T09:36:08+00:00,0,0,0,159,43,8,0,0,0,412
380000,2025-12-29T09:36:18+00:00,0,0,0,123,35,5,0,0,0,412
390000,2025-12-29T09:36:28+00:00,0,0,0,147,42,4,0,0,0,412
400000,2025-12-29T09:36:38+00:00,0,0,0,167,49,6,0,0,0,411
410000,2025-12-29T09:36:48+00:00,0,0,0,199,64,12,0,0,0,412
420000,2025-12-29T09:36:58+00:00,0,0,0,126,36,5,0,0,0,412
430000,2025-12-29T09:37:08+00:00,0,0,0,100,27,3,0,0,0,413
440000,2025-12-29T09:37:18+00:00,0,0,0,72,23,6,0,0,0,413
450000,2025-12-29T09:37:28+00:00,0,0,0,58,17,5,0,0,0,413
460000,2025-12-29T09:37:38+00:00,0,0,0,70,19,5,0,0,0,413
470000,2025-12-29T09:37:48+00:00,0,0,0,58,17,2,0,0,0,413
480000,2025-12-29T09:37:58+00:00,0,0,0,73,18,1,0,0,0,413
490000,2025-12-29T09:38:08+00:00,0,0,0,97,27,2,0,0,0,413
500000,2025-12-29T09:38:18+00:00,0,0,0,130,36,2,0,0,0,413
510000,2025-12-29T09:38:28+00:00,0,0,0,118,32,1,0,0,0,413
520000,2025-12-29T09:38:38+00:00,0,0,0,123,37,2,0,0,0,413
530000,2025-12-29T09:38:48+00:00,0,0,0,200,57,5,0,0,0,412
540000,2025-12-29T09:38:58+00:00,0,0,0,183,52,5,0,0,0,412
550000,2025-12-29T09:39:08+00:00,0,0,0,87,26,1,0,0,0,412
560000,2025-12-29T09:39:18+00:00,0,0,0,78,18,0,0,0,0,412
570000,2025-12-29T09:39:28+00:00,0,0,0,66,15,0,0,0,0,411
580000,2025-12-29T09:39:38+00:00,0,0,0,119,34,0,0,0,0,410
590000,2025-12-29T09:39:48+00:00,0,0,2,209,58,5,2,2,2,410
600000,2025-12-29T09:39:58+00:00,0,0,3,221,61,10,3,3,1,410
610000,2025-12-29T09:40:08+00:00,0,0,0,176,51,9,1,1,0,410
620000,2025-12-29T09:40:18+00:00,0,0,0,192,56,4,0,0,0,410
630000,2025-12-29T09:40:28+00:00,0,0,0,193,56,12,0,0,0,410
640000,2025-12-29T09:40:38+00:00,0,0,0,179,53,11,2,0,0,411
650000,2025-12-29T09:40:48+00:00,0,0,0,106,29,2,1,0,0,411
660000,2025-12-29T09:40:58+00:00,0,0,0,138,38,7,0,0,0,411
670000,2025-12-29T09:41:08+00:00,0,0,3,208,57,12,4,4,2,411
680000,2025-12-29T09:41:18+00:00,0,0,2,206,61,8,2,2,1,411
690000,2025-12-29T09:41:28+00:00,0,0,0,119,36,1,0,0,0,410
700000,2025-12-29T09:41:38+00:00,0,0,0,102,28,4,0,0,0,410
710000,2025-12-29T09:41:48+00:00,0,0,0,123,31,3,0,0,0,410
720000,2025-12-29T09:41:58+00:00,0,0,0,228,62,0,0,0,0,410
730000,2025-12-29T09:42:08+00:00,0,0,0,204,54,0,0,0,0,411
740000,2025-12-29T09:42:18+00:00,0,0,0,182,52,3,0,0,0,411
750000,2025-12-29T09:42:28+00:00,0,0,0,140,42,5,0,0,0,411
760000,2025-12-29T09:42:38+00:00,0,0,0,60,18,3,0,0,0,411
770000,2025-12-29T09:42:48+00:00,0,0,0,58,19,4,0,0,0,411
780000,2025-12-29T09:42:58+00:00,0,0,0,87,29,3,1,0,0,411
790000,2025-12-29T09:43:08+00:00,0,0,1,94,31,2,2,0,0,411
800000,2025-12-29T09:43:18+00:00,0,0,0,95,31,0,0,0,0,410
810000,2025-12-29T09:43:28+00:00,0,0,1,101,31,2,2,2,2,411
820000,2025-12-29T09:43:38+00:00,0,0,0,84,22,1,1,1,1,411
830000,2025-12-29T09:43:48+00:00,0,0,0,112,33,2,0,0,0,411
840000,2025-12-29T09:43:58+00:00,0,0,0,111,31,1,0,0,0,412
850000,2025-12-29T09:44:08+00:00,0,0,0,107,29,0,0,0,0,412
860000,2025-12-29T09:44:18+00:00,0,0,0,115,33,2,0,0,0,412
870000,2025-12-29T09:44:28+00:00,0,0,0,87,23,3,0,0,0,412
880000,2025-12-29T09:44:38+00:00,0,0,0,53,16,5,0,0,0,412
890000,2025-12-29T09:44:48+00:00,0,0,0,33,11,2,0,0,0,412
900000,2025-12-29T09:44:58+00:00,0,0,0,72,24,2,0,0,0,412
910000,2025-12-29T09:45:08+00:00,0,0,0,84,28,2,0,0,0,412
920000,2025-12-29T09:45:18+00:00,0,0,0,37,9,0,0,0,0,412
930000,2025-12-29T09:45:28+00:00,0,0,0,52,8,0,0,0,0,412
940000,2025-12-29T09:45:38+00:00,0,0,0,33,6,1,0,0,0,411
950000,2025-12-29T09:45:48+00:00,0,0,0,66,19,3,1,1,0,411
960000,2025-12-29T09:45:58+00:00,0,0,1,81,21,2,2,2,0,411
970000,2025-12-29T09:46:08+00:00,0,0,0,40,10,0,0,0,0,411
980000,2025-12-29T09:46:18+00:00,0,0,0,45,14,0,0,0,0,411
990000,2025-12-29T09:46:28+00:00,0,0,0,46,13,0,0,0,0,411
1000000,2025-12-29T09:46:38+00:00,0,0,0,31,8,0,0,0,0,411
1010000,2025-12-29T09:46:48+00:00,0,0,0,67,19,2,0,0,0,411
1020000,2025-12-29T09:46:58+00:00,0,0,0,145,40,4,0,0,0,411
1030000,2025-12-29T09:47:08+00:00,0,0,0,69,17,1,0,0,0,411
1040000,2025-12-29T09:47:18+00:00,0,0,0,13,2,0,0,0,0,411
1050000,2025-12-29T09:47:28+00:00,0,0,0,34,9,0,0,0,0,411
1060000,2025-12-29T09:47:38+00:00,0,0,0,54,16,2,2,2,2,411
1070000,2025-12-29T09:47:48+00:00,0,0,0,55,15,1,1,1,1,411
1080000,2025-12-29T09:47:58+00:00,0,0,0,43,10,0,0,0,0,411
1090000,2025-12-29T09:48:08+00:00,0,0,0,40,7,0,0,0,0,411
1100000,2025-12-29T09:48:18+00:00,0,0,0,43,11,0,0,0,0,411
1110000,2025-12-29T09:48:28+00:00,0,0,0,28,7,0,0,0,0,411
1120000,2025-12-29T09:48:38+00:00,0,0,0,43,10,0,0,0,0,410
1130000,2025-12-29T09:48:48+00:00,0,0,0,73,14,0,0,0,0,410
1140000,2025-12-29T09:48:58+00:00,0,0,0,67,13,1,1,0,0,409
1150000,2025-12-29T09:49:08+00:00,0,0,0,40,11,2,2,0,0,409
1160000,2025-12-29T09:49:18+00:00,0,0,0,27,7,0,0,0,0,408
1170000,2025-12-29T09:49:28+00:00,0,0,0,19,6,1,0,0,0,408
1180000,2025-12-29T09:49:38+00:00,0,0,0,52,16,2,0,0,0,408
1190000,2025-12-29T09:49:48+00:00,0,0,0,49,14,0,0,0,0,408
1200000,2025-12-29T09:49:58+00:00,0,0,0,16,3,0,0,0,0,408
1210000,2025-12-29T09:50:08+00:00,0,1,3,100,30,15,2,2,2,408
1220000,2025-12-29T09:50:18+00:00,0,0,2,87,25,11,1,1,1,408
1230000,2025-12-29T09:50:28+00:00,0,0,0,60,17,2,0,0,0,408
1240000,2025-12-29T09:50:38+00:00,0,0,0,54,15,1,0,0,0,408
1250000,2025-12-29T09:50:48+00:00,0,0,0,40,11,0,0,0,0,408
1260000,2025-12-29T09:50:58+00:00,0,0,0,60,18,2,0,0,0,408
1270000,2025-12-29T09:51:08+00:00,0,0,1,61,18,4,2,2,2,408
1280000,2025-12-29T09:51:18+00:00,0,0,0,45,14,1,1,1,1,408
1290000,2025-12-29T09:51:28+00:00,0,0,0,61,17,0,0,0,0,408
1300000,2025-12-29T09:51:38+00:00,0,0,0,73,19,1,0,0,0,408
1310000,2025-12-29T09:51:48+00:00,0,0,0,94,21,3,0,0,0,408
1320000,2025-12-29T09:51:58+00:00,0,0,0,91,16,2,0,0,0,408
1330000,2025-12-29T09:52:08+00:00,0,0,0,43,4,0,0,0,0,408
1340000,2025-12-29T09:52:18+00:00,0,0,0,36,5,0,0,0,0,408
1350000,2025-12-29T09:52:28+00:00,0,0,0,75,15,0,0,0,0,408
1360000,2025-12-29T09:52:38+00:00,0,0,0,93,18,0,0,0,0,408
1370000,2025-12-29T09:52:48+00:00,0,0,0,53,8,0,0,0,0,408
1380000,2025-12-29T09:52:58+00:00,0,0,0,52,14,0,0,0,0,408
1390000,2025-12-29T09:53:08+00:00,0,0,0,70,19,0,0,0,0,408
1400000,2025-12-29T09:53:18+00:00,0,0,0,118,33,0,0,0,0,408
1410000,2025-12-29T09:53:28+00:00,0,0,0,104,30,0,0,0,0,408
1420000,2025-12-29T09:53:38+00:00,0,0,0,48,15,1,0,0,0,408
1430000,2025-12-29T09:53:48+00:00,0,0,0,31,9,3,1,1,0,408
1440000,2025-12-29T09:53:58+00:00,0,0,1,48,12,2,2,2,0,409
1450000,2025-12-29T09:54:08+00:00,0,0,0,58,16,0,0,0,0,409
1460000,2025-12-29T09:54:18+00:00,0,0,0,106,28,0,0,0,0,409
1470000,2025-12-29T09:54:28+00:00,0,0,0,150,40,0,0,0,0,409
1480000,2025-12-29T09:54:38+00:00,0,0,0,85,24,2,0,0,0,409
1490000,2025-12-29T09:54:48+00:00,0,0,0,66,20,4,0,0,0,409
1500000,2025-12-29T09:54:58+00:00,0,0,0,69,23,1,0,0,0,408
1510000,2025-12-29T09:55:08+00:00,0,0,0,39,13,1,1,0,0,408
1520000,2025-12-29T09:55:18+00:00,0,0,0,19,5,1,1,0,0,408
1530000,2025-12-29T09:55:28+00:00,0,0,0,28,4,0,0,0,0,407
1540000,2025-12-29T09:55:38+00:00,0,0,0,28,6,0,0,0,0,407
1550000,2025-12-29T09:55:48+00:00,0,0,0,15,4,0,0,0,0,406
1560000,2025-12-29T09:55:58+00:00,0,0,0,19,6,0,0,0,0,406
1570000,2025-12-29T09:56:08+00:00,0,0,0,31,6,0,0,0,0,406
1580000,2025-12-29T09:56:18+00:00,0,0,0,40,8,2,0,0,0,406
1590000,2025-12-29T09:56:28+00:00,0,0,0,76,20,1,0,0,0,406
1600000,2025-12-29T09:56:38+00:00,0,0,0,87,23,0,0,0,0,406
1610000,2025-12-29T09:56:48+00:00,0,0,0,45,15,0,0,0,0,406
1620000,2025-12-29T09:56:58+00:00,0,0,0,33,11,0,0,0,0,406
1630000,2025-12-29T09:57:08+00:00,0,0,0,42,9,0,0,0,0,407
1640000,2025-12-29T09:57:18+00:00,0,0,0,45,6,0,0,0,0,407
1650000,2025-12-29T09:57:28+00:00,0,0,0,40,10,0,0,0,0,407
1660000,2025-12-29T09:57:38+00:00,0,0,0,31,8,0,0,0,0,407
1670000,2025-12-29T09:57:48+00:00,0,0,0,28,4,0,0,0,0,407
1680000,2025-12-29T09:57:58+00:00,0,0,0,49,13,0,0,0,0,407
1690000,2025-12-29T09:58:08+00:00,0,0,0,58,18,0,0,0,0,407
1700000,2025-12-29T09:58:18+00:00,0,0,0,70,19,0,0,0,0,407
1710000,2025-12-29T09:58:28+00:00,0,0,0,51,12,0,0,0,0,407
1720000,2025-12-29T09:58:38+00:00,0,0,0,25,7,0,0,0,0,407
1730000,2025-12-29T09:58:48+00:00,0,0,0,39,11,0,0,0,0,407
1740000,2025-12-29T09:58:58+00:00,0,0,0,60,12,0,0,0,0,407
1750000,2025-12-29T09:59:08+00:00,0,0,0,72,17,0,0,0,0,407
1760000,2025-12-29T09:59:18+00:00,0,0,0,57,14,0,0,0,0,407
1770000,2025-12-29T09:59:28+00:00,0,0,0,72,14,0,0,0,0,407
1780000,2025-12-29T09:59:38+00:00,0,0,0,60,16,0,0,0,0,407
1790000,2025-12-29T09:59:48+00:00,0,0,0,32,10,0,0,0,0,407
1800000,2025-12-29T09:59:58+00:00,0,0,0,40,10,2,0,0,0,407
1810000,2025-12-29T10:00:08+00:00,0,0,0,42,12,1,0,0,0,407
1820000,2025-12-29T10:00:18+00:00,0,0,2,58,17,3,3,3,3,407
1830000,2025-12-29T10:00:28+00:00,0,0,2,61,19,3,3,3,3,407
1840000,2025-12-29T10:00:38+00:00,0,0,0,54,16,0,0,0,0,407
1850000,2025-12-29T10:00:48+00:00,0,0,0,42,12,0,0,0,0,407
1860000,2025-12-29T10:00:58+00:00,0,0,0,58,19,2,0,0,0,407
1870000,2025-12-29T10:01:08+00:00,0,0,0,90,30,3,0,0,0,407
1880000,2025-12-29T10:01:18+00:00,0,0,1,94,30,4,2,0,0,407
1890000,2025-12-29T10:01:28+00:00,0,0,0,96,30,1,1,0,0,407
1900000,2025-12-29T10:01:38+00:00,0,0,0,52,17,0,0,0,0,408
1910000,2025-12-29T10:01:48+00:00,0,0,0,13,4,0,0,0,0,408
1920000,2025-12-29T10:01:58+00:00,0,0,0,67,19,4,0,0,0,408
1930000,2025-12-29T10:02:08+00:00,0,0,0,99,28,3,0,0,0,408
1940000,2025-12-29T10:02:18+00:00,0,0,0,79,23,0,0,0,0,408
1950000,2025-12-29T10:02:28+00:00,0,0,0,38,12,0,0,0,0,408
1960000,2025-12-29T10:02:38+00:00,0,0,0,30,9,0,0,0,0,408
