,time_current,Prevailing Wind Magnitude (MPH)_current,Gust Wind Magnitude (MPH)_current,Vis (MI)_current,Cloud Height 1 (100s of ft)_current,Cloud Height 2 (100s of ft)_current,Cloud Height 3 (100s of ft)_current,Cloud Height 4 (100s of ft)_current,Air Temp (F)_current,Dewpoint (F)_current,6hr Max (F)_current,6hr Min (F)_current,Rel Hum_current,Wind Chill (F)_current,Heat Index (F)_current,Sea Level Pressure (MB)_current,Precip 1hr_current,Precip 3hr_current,Precip 6hr_current
0,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
1,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
2,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
3,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
4,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
5,21.9,9.0,,10.0,35.0,250.0,,,43.0,30.9,,,63.0,38.0,,1023.0,,,
6,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
7,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
8,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
9,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
10,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
11,22.9,7.0,,10.0,250.0,,,,42.1,32.0,,,68.0,38.0,,1023.9,,,
12,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
13,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
14,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
15,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
16,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
17,23.9,6.0,,10.0,250.0,,,,41.0,32.0,48.0,41.0,70.0,38.0,,1024.2,,,
18,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
19,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
20,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
21,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
22,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
23,0.9,6.0,,10.0,250.0,,,,37.9,30.9,,,76.0,34.0,,1024.6,,,
24,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
25,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
26,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
27,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
28,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
29,1.9,,,10.0,250.0,,,,39.0,32.0,,,76.0,,,1025.6,,,
30,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
31,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
32,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
33,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
34,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
35,2.9,5.0,,10.0,,,,,37.9,30.9,,,76.0,35.0,,1026.5,,,
36,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
37,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
38,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
39,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
40,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
41,3.9,7.0,,10.0,,,,,37.0,30.9,,,79.0,32.0,,1026.3,,,
42,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
43,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
44,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
45,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
46,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
47,4.9,,,10.0,,,,,35.1,30.0,,,82.0,,,1026.1,,,
48,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
49,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
50,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
51,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
52,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
53,5.9,,,10.0,,,,,32.0,30.0,42.1,30.0,92.0,,,1026.5,,,
54,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
55,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
56,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
57,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
58,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
59,6.9,,,10.0,,,,,32.0,30.9,,,96.0,,,1026.7,,,
60,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
61,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
62,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
63,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
64,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
65,7.9,3.0,,10.0,250.0,,,,28.9,28.9,,,100.0,,,1027.1,,,
66,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
67,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
68,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
69,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
70,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
71,8.9,,,10.0,250.0,,,,30.0,28.9,,,96.0,,,1027.3,,,
72,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
73,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
74,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
75,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
76,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
77,9.9,,,10.0,3.0,250.0,,,30.0,28.9,,,96.0,,,1026.8,,,
78,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
79,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
80,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
81,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
82,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
83,10.9,5.0,,10.0,3.0,250.0,,,27.0,27.0,,,100.0,22.0,,1027.1,,,
84,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
85,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
86,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
87,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
88,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
89,11.9,3.0,,10.0,140.0,250.0,,,30.0,28.9,32.0,27.0,96.0,,,1026.7,,,
90,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
91,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
92,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
93,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
94,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
95,12.9,3.0,,10.0,160.0,250.0,,,30.9,28.9,,,92.0,,,1026.3,,,
96,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
97,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
98,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
99,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
100,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
101,13.9,5.0,,10.0,3.0,160.0,250.0,,33.1,30.9,,,92.0,29.0,,1026.5,,,
102,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
103,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
104,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
105,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
106,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
107,14.9,6.0,,10.0,2.0,160.0,250.0,,35.1,33.1,,,93.0,31.0,,1026.6,,,
108,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
109,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
110,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
111,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
112,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
113,15.9,8.0,,10.0,30.0,160.0,250.0,,37.9,34.0,,,86.0,33.0,,1025.3,,,
114,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
115,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
116,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
117,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
118,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
119,16.9,15.0,,10.0,20.0,140.0,250.0,,44.1,37.9,,,79.0,38.0,,1024.1,,,
120,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
121,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
122,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
123,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
124,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
125,17.9,16.0,24.0,10.0,20.0,140.0,250.0,,46.0,39.0,46.9,28.9,77.0,40.0,,1022.7,,,
126,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
127,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
128,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
129,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
130,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
131,18.9,17.0,29.0,10.0,22.0,,,,46.9,39.0,,,74.0,41.0,,1021.5,,,
132,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
133,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
134,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
135,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
136,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
137,19.9,20.0,,10.0,22.0,,,,46.0,39.0,,,77.0,39.0,,1020.2,,,
138,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
139,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
140,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
141,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
142,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
143,20.9,18.0,29.0,10.0,21.0,70.0,,,46.0,39.9,,,79.0,39.0,,1019.6,,,
144,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
145,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
146,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
147,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
148,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
149,21.9,17.0,25.0,10.0,20.0,,,,45.0,41.0,,,86.0,38.0,,1018.7,,,
150,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
151,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
152,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
153,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
154,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
155,22.9,14.0,,10.0,17.0,,,,45.0,41.0,,,86.0,39.0,,1017.6,,,
156,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
157,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
158,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
159,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
160,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
161,23.9,18.0,28.0,10.0,12.0,,,,46.0,43.0,46.9,45.0,89.0,39.0,,1016.3,0.01,,
162,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
163,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
164,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
165,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
166,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
167,0.9,20.0,31.0,10.0,11.0,,,,46.9,45.0,,,93.0,40.0,,1015.1,0.01,,
168,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
169,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
170,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
171,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
172,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
173,1.9,21.0,,10.0,12.0,,,,48.9,46.9,,,93.0,43.0,,1014.4,0.02,,
174,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
175,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
176,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
177,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
178,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
179,2.9,18.0,30.0,10.0,11.0,,,,50.0,46.9,,,89.0,44.0,,1013.9,0.01,0.04,
180,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
181,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
182,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
183,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
184,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
185,3.9,18.0,30.0,10.0,12.0,,,,52.0,48.9,,,89.0,,,1014.0,,,
186,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
187,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
188,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
189,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
190,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
191,4.9,20.0,28.0,10.0,15.0,22.0,27.0,,52.0,48.0,,,86.0,,,1014.0,,,
192,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
193,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
194,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
195,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
196,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
197,5.9,16.0,28.0,10.0,22.0,250.0,,,52.0,45.0,52.0,46.0,77.0,,,1015.0,,,0.04
198,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
199,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
200,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
201,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
202,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
203,6.9,17.0,29.0,10.0,250.0,,,,51.1,43.0,,,74.0,,,1016.3,,,
204,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
205,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
206,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
207,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
208,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
209,7.9,9.0,,10.0,250.0,,,,48.9,41.0,,,74.0,45.0,,1017.0,,,
210,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
211,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
212,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
213,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
214,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
215,8.9,10.0,21.0,10.0,250.0,,,,48.0,39.9,,,74.0,44.0,,1018.3,,,
216,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
217,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
218,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
219,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
220,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
221,22.9,6.0,,10.0,80.0,95.0,,,39.9,30.9,,,70.0,36.0,,1020.0,,,
222,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
223,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
224,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
225,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
226,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
227,23.9,6.0,,10.0,55.0,75.0,,,39.0,35.1,45.0,39.0,86.0,35.0,,1019.2,,,
228,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
229,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
230,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
231,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
232,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
233,0.9,7.0,,8.0,44.0,,,,39.0,37.0,,,93.0,35.0,,1018.4,0.04,,
234,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
235,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
236,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
237,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
238,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
239,1.9,14.0,,7.0,31.0,,,,39.9,39.0,,,97.0,33.0,,1016.6,0.07,,
240,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
241,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
242,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
243,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
244,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
245,2.9,13.0,,10.0,16.0,,,,39.9,37.9,,,93.0,33.0,,1014.6,0.08,0.19,
246,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
247,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
248,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
249,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
250,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
251,3.9,14.0,,3.0,9.0,13.0,,,39.9,39.0,,,97.0,33.0,,1012.9,0.05,,
252,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
253,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
254,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
255,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
256,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
257,4.9,16.0,,4.0,5.0,13.0,,,39.9,39.0,,,97.0,32.0,,1010.6,0.08,,
258,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
259,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
260,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
261,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
262,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
263,5.9,15.0,,5.0,4.0,,,,39.9,39.0,39.9,37.9,97.0,32.0,,1007.7,0.01,,0.33
264,6.9,14.0,,2.5,3.0,,,,39.9,39.9,,,100.0,33.0,,1006.4,0.03,,
