,time_current,Prevailing Wind Magnitude (MPH)_current,Gust Wind Magnitude (MPH)_current,Vis (MI)_current,Cloud Height 1 (100s of ft)_current,Cloud Height 2 (100s of ft)_current,Cloud Height 3 (100s of ft)_current,Cloud Height 4 (100s of ft)_current,Air Temp (F)_current,Dewpoint (F)_current,6hr Max (F)_current,6hr Min (F)_current,Rel Hum_current,Wind Chill (F)_current,Heat Index (F)_current,Sea Level Pressure (MB)_current,Precip 1hr_current,Precip 3hr_current,Precip 6hr_current
1207,1.9,17.0,28.0,10.0,15.0,250.0,,,35.1,30.0,,,82.0,26.0,,1018.0,,,
1208,1.9,17.0,28.0,10.0,15.0,250.0,,,35.1,30.0,,,82.0,26.0,,1018.0,,,
1209,1.9,17.0,28.0,10.0,15.0,250.0,,,35.1,30.0,,,82.0,26.0,,1018.0,,,
1210,1.9,17.0,28.0,10.0,15.0,250.0,,,35.1,30.0,,,82.0,26.0,,1018.0,,,
1211,1.9,17.0,28.0,10.0,15.0,250.0,,,35.1,30.0,,,82.0,26.0,,1018.0,,,
1212,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1213,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1214,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1215,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1216,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1217,2.9,9.0,,10.0,16.0,250.0,,,34.0,28.9,,,82.0,27.0,,1018.0,,,
1218,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1219,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1220,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1221,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1222,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1223,3.9,8.0,,10.0,220.0,250.0,,,34.0,28.9,,,82.0,28.0,,1018.3,,,
1224,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1225,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1226,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1227,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1228,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1229,4.9,12.0,,10.0,250.0,,,,33.1,28.9,,,85.0,25.0,,1018.5,,,
1230,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1231,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1232,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1233,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1234,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1235,5.9,8.0,,10.0,250.0,,,,30.9,28.0,36.0,30.9,89.0,24.0,,1018.2,,,
1236,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1237,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1238,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1239,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1240,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1241,6.9,6.0,,10.0,250.0,,,,30.0,28.0,,,92.0,25.0,,1018.8,,,
1242,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1243,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1244,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1245,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1246,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1247,7.9,10.0,,10.0,250.0,,,,30.0,28.0,,,92.0,22.0,,1018.4,,,
1248,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1249,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1250,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1251,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1252,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1253,8.9,9.0,,9.0,220.0,,,,30.9,28.0,,,89.0,24.0,,1018.0,,,
1254,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1255,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1256,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1257,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1258,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1259,9.9,7.0,,10.0,110.0,130.0,,,30.9,28.0,,,89.0,25.0,,1018.3,,,
1260,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1261,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1262,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1263,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1264,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1265,10.9,6.0,,10.0,70.0,85.0,,,30.9,28.0,,,89.0,26.0,,1016.7,,,
1266,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1267,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1268,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1269,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1270,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1271,11.9,5.0,,4.0,9.0,,,,34.0,32.0,,,92.0,30.0,,1017.4,0.01,,
1272,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1273,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1274,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1275,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1276,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1277,12.9,6.0,,10.0,75.0,,,,32.0,28.9,,,88.0,27.0,,1017.6,,,
1278,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1279,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1280,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1281,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1282,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1283,13.9,14.0,,10.0,65.0,,,,34.0,28.9,,,82.0,25.0,,1018.7,,,
1284,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1285,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1286,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1287,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1288,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1289,14.9,12.0,,2.5,10.0,31.0,41.0,,34.0,30.9,,,89.0,26.0,,1019.4,,,
1290,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1291,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1292,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1293,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1294,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1295,21.9,21.0,30.0,10.0,18.0,39.0,,,30.9,19.0,,,61.0,19.0,,1011.3,,,
1296,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1297,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1298,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1299,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1300,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1301,23.9,18.0,28.0,10.0,55.0,,,,28.0,16.0,34.0,28.0,60.0,16.0,,1013.7,,,
1302,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1303,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1304,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1305,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1306,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1307,0.9,13.0,,10.0,50.0,,,,27.0,16.0,,,63.0,17.0,,1014.3,,,
1308,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1309,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1310,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1311,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1312,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1313,1.9,10.0,22.0,10.0,,,,,26.1,17.1,,,69.0,17.0,,1014.5,,,
1314,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1315,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1316,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1317,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1318,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1319,2.9,14.0,21.0,10.0,,,,,26.1,18.0,,,71.0,15.0,,1014.9,,,
1320,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1321,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1322,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1323,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1324,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1325,3.9,14.0,,10.0,75.0,220.0,,,26.1,17.1,,,69.0,15.0,,1014.9,,,
1326,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1327,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1328,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1329,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1330,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1331,4.9,13.0,,10.0,70.0,220.0,,,26.1,17.1,,,69.0,16.0,,1014.9,,,
1332,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1333,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1334,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1335,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1336,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1337,5.9,12.0,,10.0,70.0,220.0,,,26.1,17.1,28.0,25.0,69.0,16.0,,1015.4,,,
1338,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1339,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1340,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1341,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1342,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1343,6.9,12.0,29.0,10.0,70.0,200.0,,,27.0,17.1,,,66.0,17.0,,1016.3,,,
1344,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1345,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1346,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1347,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1348,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1349,7.9,12.0,,10.0,40.0,,,,24.1,12.9,,,62.0,14.0,,1016.9,,,
1350,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1351,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1352,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1353,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1354,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1355,8.9,9.0,,10.0,40.0,,,,23.0,8.1,,,53.0,14.0,,1017.5,,,
1356,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1357,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1358,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1359,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1360,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1361,9.9,15.0,26.0,10.0,,,,,23.0,5.0,,,46.0,11.0,,1018.1,,,
1362,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1363,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1364,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1365,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1366,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1367,10.9,16.0,22.0,10.0,,,,,21.9,6.1,,,50.0,9.0,,1018.6,,,
1368,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1369,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1370,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1371,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1372,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1373,11.9,15.0,25.0,10.0,40.0,,,,21.0,5.0,27.0,21.0,50.0,8.0,,1019.2,,,
1374,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1375,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1376,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1377,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1378,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1379,12.9,17.0,26.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1019.6,,,
1380,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1381,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1382,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1383,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1384,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1385,13.9,15.0,25.0,10.0,,,,,21.0,5.0,,,50.0,8.0,,1020.3,,,
1386,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1387,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1388,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1389,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1390,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1391,14.9,18.0,26.0,10.0,250.0,,,,21.9,5.0,,,48.0,8.0,,1020.8,,,
1392,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1393,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1394,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1395,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1396,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1397,15.9,17.0,26.0,10.0,50.0,250.0,,,21.9,3.0,,,44.0,9.0,,1020.6,,,
1398,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1399,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1400,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1401,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1402,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1403,16.9,17.0,29.0,10.0,45.0,,,,23.0,3.9,,,44.0,10.0,,1020.1,,,
1404,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1405,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1406,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1407,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1408,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1409,17.9,20.0,25.0,10.0,50.0,,,,23.0,1.9,24.1,21.0,40.0,9.0,,1020.1,,,
1410,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1411,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1412,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1413,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1414,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1415,18.9,22.0,31.0,10.0,55.0,,,,23.0,1.0,,,38.0,9.0,,1020.7,,,
1416,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1417,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1418,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1419,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1420,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1421,19.9,21.0,33.0,10.0,55.0,250.0,,,23.0,-0.9,,,35.0,9.0,,1021.5,,,
1422,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
1423,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
1424,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
1425,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
1426,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
1427,20.9,20.0,,10.0,55.0,,,,21.9,-0.9,,,36.0,8.0,,1022.8,,,
