ms,UTC_timestamp,latitude,longitude,altitude,temperature,pressure
10000,2026-1-14T19:41:08+00:00,,,,21.50,100103.8
20000,2026-1-14T19:41:18+00:00,,,,21.49,100097.196
30000,2026-1-14T19:41:28+00:00,,,,21.57,100093.225
40000,2026-1-14T19:41:38+00:00,,,,21.62,100095.249
50000,2026-1-14T19:41:48+00:00,,,,21.66,100097.149
60000,2026-1-14T19:41:58+00:00,,,,21.70,100097.9
70000,2026-1-14T19:42:08+00:00,,,,21.71,100097.133
80000,2026-1-14T19:42:18+00:00,,,,21.72,100095.134
90000,2026-1-14T19:42:28+00:00,,,,21.73,100099.207
100000,2026-1-14T19:42:38+00:00,,,,21.72,100094.221
110000,2026-1-14T19:42:48+00:00,,,,21.73,100096.217
120000,2026-1-14T19:42:58+00:00,,,,21.71,100098.222
130000,2026-1-14T19:43:08+00:00,,,,21.70,100099.10
140000,2026-1-14T19:43:18+00:00,,,,21.69,100100.48
150000,2026-1-14T19:43:28+00:00,,,,21.69,100099.183
160000,2026-1-14T19:43:38+00:00,,,,21.67,100103.11
170000,2026-1-14T19:43:48+00:00,,,,21.62,100096.120
180000,2026-1-14T19:43:58+00:00,,,,21.54,100097.183
190000,2026-1-14T19:44:08+00:00,,,,21.50,100098.23
200000,2026-1-14T19:44:18+00:00,,,,21.45,100103.151
210000,2026-1-14T19:44:28+00:00,,,,21.41,100101.40
220000,2026-1-14T19:44:38+00:00,,,,21.36,100103.218
230000,2026-1-14T19:44:48+00:00,,,,21.29,100101.239
240000,2026-1-14T19:44:58+00:00,,,,21.26,100103.37
250000,2026-1-14T19:45:08+00:00,,,,21.21,100102.14
260000,2026-1-14T19:45:18+00:00,,,,21.16,100102.105
270000,2026-1-14T19:45:28+00:00,,,,21.13,100100.210
280000,2026-1-14T19:45:38+00:00,,,,21.8,100105.248
290000,2026-1-14T19:45:48+00:00,,,,21.4,100104.10
300000,2026-1-14T19:45:58+00:00,,,,20.99,100104.27
310000,2026-1-14T19:46:08+00:00,,,,20.93,100103.36
320000,2026-1-14T19:46:18+00:00,,,,20.87,100100.225
330000,2026-1-14T19:46:28+00:00,,,,20.82,100105.63
340000,2026-1-14T19:46:38+00:00,,,,20.77,100110.93
350000,2026-1-14T19:46:48+00:00,,,,20.72,100106.195
360000,2026-1-14T19:46:58+00:00,,,,20.67,100109.73
370000,2026-1-14T19:47:08+00:00,,,,20.62,100108.169
380000,2026-1-14T19:47:18+00:00,,,,20.56,100106.227
390000,2026-1-14T19:47:28+00:00,,,,20.52,100108.152
400000,2026-1-14T19:47:38+00:00,,,,20.46,100108.162
410000,2026-1-14T19:47:48+00:00,,,,20.40,100107.254
420000,2026-1-14T19:47:58+00:00,,,,20.33,100108.223
430000,2026-1-14T19:48:08+00:00,,,,20.27,100107.198
440000,2026-1-14T19:48:18+00:00,,,,20.21,100107.210
450000,2026-1-14T19:48:28+00:00,,,,20.16,100115.26
460000,2026-1-14T19:48:38+00:00,,,,20.10,100114.248
470000,2026-1-14T19:48:48+00:00,,,,20.3,100110.144
480000,2026-1-14T19:48:58+00:00,,,,20.0,100113.220
490000,2026-1-14T19:49:08+00:00,,,,19.95,100114.91
500000,2026-1-14T19:49:18+00:00,,,,19.89,100114.55
510000,2026-1-14T19:49:28+00:00,,,,19.85,100116.141
520000,2026-1-14T19:49:38+00:00,,,,19.79,100116.190
530000,2026-1-14T19:49:48+00:00,,,,19.71,100117.155
540000,2026-1-14T19:49:58+00:00,,,,19.65,100115.38
550000,2026-1-14T19:50:08+00:00,,,,19.60,100120.27
560000,2026-1-14T19:50:18+00:00,,,,19.53,100120.162
570000,2026-1-14T19:50:28+00:00,,,,19.47,100119.127
580000,2026-1-14T19:50:38+00:00,,,,19.44,100123.115
590000,2026-1-14T19:50:48+00:00,,,,19.35,100121.3
600000,2026-1-14T19:50:58+00:00,,,,19.31,100122.216
610000,2026-1-14T19:51:08+00:00,,,,19.23,100120.95
620000,2026-1-14T19:51:18+00:00,,,,19.21,100123.6
630000,2026-1-14T19:51:28+00:00,,,,19.16,100119.230
640000,2026-1-14T19:51:38+00:00,,,,19.13,100120.228
650000,2026-1-14T19:51:48+00:00,,,,19.7,100117.61
660000,2026-1-14T19:51:58+00:00,,,,19.2,100119.186
670000,2026-1-14T19:52:08+00:00,,,,18.99,100116.242
680000,2026-1-14T19:52:18+00:00,,,,18.97,100117.151
690000,2026-1-14T19:52:28+00:00,,,,18.94,100114.80
700000,2026-1-14T19:52:38+00:00,,,,18.90,100117.28
710000,2026-1-14T19:52:48+00:00,,,,18.86,100116.161
720000,2026-1-14T19:52:58+00:00,,,,18.82,100119.66
730000,2026-1-14T19:53:08+00:00,,,,18.76,100118.149
740000,2026-1-14T19:53:18+00:00,,,,18.71,100118.113
750000,2026-1-14T19:53:28+00:00,,,,18.67,100118.234
760000,2026-1-14T19:53:38+00:00,,,,18.63,100114.40
770000,2026-1-14T19:53:48+00:00,,,,18.60,100120.19
780000,2026-1-14T19:53:58+00:00,,,,18.54,100118.28
790000,2026-1-14T19:54:08+00:00,,,,18.52,100117.115
800000,2026-1-14T19:54:18+00:00,,,,18.49,100118.109
810000,2026-1-14T19:54:28+00:00,,,,18.43,100115.36
820000,2026-1-14T19:54:38+00:00,,,,18.40,100114.202
830000,2026-1-14T19:54:48+00:00,,,,18.36,100120.57
840000,2026-1-14T19:54:58+00:00,,,,18.34,100116.28
850000,2026-1-14T19:55:08+00:00,,,,18.30,100122.83
860000,2026-1-14T19:55:18+00:00,,,,18.26,100121.173
870000,2026-1-14T19:55:28+00:00,,,,18.23,100119.254
880000,2026-1-14T19:55:38+00:00,,,,18.19,100127.183
890000,2026-1-14T19:55:48+00:00,,,,18.15,100127.138
900000,2026-1-14T19:55:58+00:00,,,,18.9,100126.93
910000,2026-1-14T19:56:08+00:00,,,,18.6,100129.169
920000,2026-1-14T19:56:18+00:00,,,,18.2,100127.46
930000,2026-1-14T19:56:28+00:00,,,,17.98,100128.248
940000,2026-1-14T19:56:38+00:00,,,,17.95,100128.122
950000,2026-1-14T19:56:48+00:00,,,,17.92,100129.69
960000,2026-1-14T19:56:58+00:00,,,,17.88,100129.191
970000,2026-1-14T19:57:08+00:00,,,,17.85,100129.145
980000,2026-1-14T19:57:18+00:00,,,,17.83,100129.146
990000,2026-1-14T19:57:28+00:00,,,,17.79,100126.195
1000000,2026-1-14T19:57:38+00:00,,,,17.76,100127.103
1010000,2026-1-14T19:57:48+00:00,,,,17.74,100128.222
1020000,2026-1-14T19:57:58+00:00,,,,17.72,100127.143
1030000,2026-1-14T19:58:08+00:00,,,,17.68,100127.58
1040000,2026-1-14T19:58:18+00:00,,,,17.65,100131.165
1050000,2026-1-14T19:58:28+00:00,,,,17.62,100129.43
1060000,2026-1-14T19:58:38+00:00,,,,17.58,100130.238
1070000,2026-1-14T19:58:48+00:00,,,,17.55,100128.30
1080000,2026-1-14T19:58:58+00:00,,,,17.53,100132.104
1090000,2026-1-14T19:59:08+00:00,,,,17.50,100130.62
1100000,2026-1-14T19:59:18+00:00,,,,17.50,100130.65
1110000,2026-1-14T19:59:28+00:00,,,,17.46,100130.227
1120000,2026-1-14T19:59:38+00:00,,,,17.44,100129.227
1130000,2026-1-14T19:59:48+00:00,,,,17.42,100131.132
1140000,2026-1-14T19:59:58+00:00,,,,17.40,100130.7
1150000,2026-1-14T20:00:08+00:00,,,,17.37,100130.44
1160000,2026-1-14T20:00:18+00:00,,,,17.36,100134.116
1170000,2026-1-14T20:00:28+00:00,,,,17.33,100128.45
1180000,2026-1-14T20:00:38+00:00,,,,17.30,100128.162
1190000,2026-1-14T20:00:48+00:00,,,,17.30,100133.11
1200000,2026-1-14T20:00:58+00:00,,,,17.26,100130.63
1210000,2026-1-14T20:01:08+00:00,,,,17.24,100129.231
1220000,2026-1-14T20:01:18+00:00,,,,17.22,100133.212
1230000,2026-1-14T20:01:28+00:00,,,,17.19,100135.75
1240000,2026-1-14T20:01:38+00:00,,,,17.16,100134.154
1250000,2026-1-14T20:01:48+00:00,,,,17.13,100133.26
1260000,2026-1-14T20:01:58+00:00,,,,17.11,100128.46
1270000,2026-1-14T20:02:08+00:00,,,,17.11,100129.252
1280000,2026-1-14T20:02:18+00:00,,,,17.8,100130.121
1290000,2026-1-14T20:02:28+00:00,,,,17.6,100131.70
1300000,2026-1-14T20:02:38+00:00,,,,17.4,100130.65
1310000,2026-1-14T20:02:48+00:00,,,,17.1,100129.237
